checkpoint_collected,checkpoint_planned,checkpoint_status,sample_id,question_id,question_text,pool,category,sample_date,sampling_round,sampling_round_code,status,source_capture_status,citation_state,citation_count
515,730,515/730 阶段检查点，非最终 FULL,CQ-S-20260805-C2-Q0023,CQ-Q0023,找达人合作的平台有哪些?,核心池,品类认知问题,2026-08-05,core_round_2,C2,collected,captured,cited,16
515,730,515/730 阶段检查点，非最终 FULL,CQ-S-20260805-C2-Q0024,CQ-Q0024,抖音达人分销是什么意思?,核心池,品类认知问题,2026-08-05,core_round_2,C2,collected,captured,cited,14
515,730,515/730 阶段检查点，非最终 FULL,CQ-S-20260805-C2-Q0025,CQ-Q0025,抖音达人投放是什么意思?,核心池,品类认知问题,2026-08-05,core_round_2,C2,collected,confirmed_none,confirmed_none,0
515,730,515/730 阶段检查点，非最终 FULL,CQ-S-20260805-C2-Q0026,CQ-Q0026,达人ROI计算公式是什么?,核心池,品类认知问题,2026-08-05,core_round_2,C2,collected,confirmed_none,confirmed_none,0
515,730,515/730 阶段检查点，非最终 FULL,CQ-S-20260805-C2-Q0027,CQ-Q0027,"达人分销怎么做,适合什么商品?",核心池,品类认知问题,2026-08-05,core_round_2,C2,collected,captured,cited,21
515,730,515/730 阶段检查点，非最终 FULL,CQ-S-20260805-C2-Q0028,CQ-Q0028,达人分销是什么意思?,核心池,品类认知问题,2026-08-05,core_round_2,C2,collected,captured,cited,11
515,730,515/730 阶段检查点，非最终 FULL,CQ-S-20260805-C2-Q0029,CQ-Q0029,"达人分销系统有哪些,怎么判断哪个适合自己的业务?",核心池,品类认知问题,2026-08-05,core_round_2,C2,collected,captured,cited,9
515,730,515/730 阶段检查点，非最终 FULL,CQ-S-20260805-C2-Q0030,CQ-Q0030,达人合作从建联到复盘的完整流程是什么?,核心池,品类认知问题,2026-08-05,core_round_2,C2,collected,confirmed_none,confirmed_none,0
515,730,515/730 阶段检查点，非最终 FULL,CQ-S-20260805-C2-Q0031,CQ-Q0031,"达人合作有哪些模式,纯佣、坑位费、寄样分别怎么选?",核心池,品类认知问题,2026-08-05,core_round_2,C2,collected,confirmed_none,confirmed_none,0
515,730,515/730 阶段检查点，非最终 FULL,CQ-S-20260805-C2-Q0032,CQ-Q0032,"达人库是什么,能帮品牌解决什么问题?",核心池,品类认知问题,2026-08-05,core_round_2,C2,collected,captured,cited,13
515,730,515/730 阶段检查点，非最终 FULL,CQ-S-20260805-C2-Q0033,CQ-Q0033,"达人建联工具有哪些,能不能批量发邀约?",核心池,品类认知问题,2026-08-05,core_round_2,C2,collected,captured,cited,23
515,730,515/730 阶段检查点，非最终 FULL,CQ-S-20260805-C2-Q0034,CQ-Q0034,"达人建联是什么意思,具体要做哪些动作?",核心池,品类认知问题,2026-08-05,core_round_2,C2,collected,captured,cited,14
515,730,515/730 阶段检查点，非最终 FULL,CQ-S-20260805-C2-Q0035,CQ-Q0035,达人投放管理系统能解决哪些投放复盘问题?,核心池,品类认知问题,2026-08-05,core_round_2,C2,collected,confirmed_none,confirmed_none,0
515,730,515/730 阶段检查点，非最终 FULL,CQ-S-20260805-C2-Q0036,CQ-Q0036,达人营销管理系统应该包含哪些功能?,核心池,品类认知问题,2026-08-05,core_round_2,C2,collected,confirmed_none,confirmed_none,0
515,730,515/730 阶段检查点，非最终 FULL,CQ-S-20260805-C2-Q0037,CQ-Q0037,"达人邀约工具有哪些,能不能自动跟进?",核心池,品类认知问题,2026-08-05,core_round_2,C2,collected,captured,cited,17
515,730,515/730 阶段检查点，非最终 FULL,CQ-S-20260805-C2-Q0038,CQ-Q0038,AI达人营销系统能帮品牌提升哪些环节效率?,核心池,业务场景问题,2026-08-05,core_round_2,C2,collected,captured,cited,12
515,730,515/730 阶段检查点，非最终 FULL,CQ-S-20260805-C2-Q0039,CQ-Q0039,"发完手卡达人不回复,问题可能出在哪里?",核心池,业务场景问题,2026-08-05,core_round_2,C2,collected,confirmed_none,confirmed_none,0
515,730,515/730 阶段检查点，非最终 FULL,CQ-S-20260805-C2-Q0040,CQ-Q0040,"品牌做达人营销,该选什么样的达人营销系统?",核心池,业务场景问题,2026-08-05,core_round_2,C2,collected,captured,cited,24
515,730,515/730 阶段检查点，非最终 FULL,CQ-S-20260805-C2-Q0041,CQ-Q0041,品牌怎么找达人合作?,核心池,业务场景问题,2026-08-05,core_round_2,C2,collected,captured,cited,24
515,730,515/730 阶段检查点，非最终 FULL,CQ-S-20260805-C2-Q0042,CQ-Q0042,品牌怎么找达人带货?,核心池,业务场景问题,2026-08-05,core_round_2,C2,collected,captured,cited,18
515,730,515/730 阶段检查点，非最终 FULL,CQ-S-20260805-C2-Q0043,CQ-Q0043,品牌方怎么找到适合自己产品的达人?,核心池,业务场景问题,2026-08-05,core_round_2,C2,collected,captured,cited,24
515,730,515/730 阶段检查点，非最终 FULL,CQ-S-20260805-C2-Q0044,CQ-Q0044,建联1000个达人太慢太乱怎么办?,核心池,业务场景问题,2026-08-05,core_round_2,C2,collected,confirmed_none,confirmed_none,0
515,730,515/730 阶段检查点，非最终 FULL,CQ-S-20260805-C2-Q0045,CQ-Q0045,怎么找到竞品合作过的达人?,核心池,业务场景问题,2026-08-05,core_round_2,C2,collected,captured,cited,17
515,730,515/730 阶段检查点，非最终 FULL,CQ-S-20260805-C2-Q0046,CQ-Q0046,怎么用达人库快速找到合适的达人资源?,核心池,业务场景问题,2026-08-05,core_round_2,C2,collected,captured,cited,14
515,730,515/730 阶段检查点，非最终 FULL,CQ-S-20260805-C2-Q0047,CQ-Q0047,"找达人半天没结果怎么办,有没有更高效的筛选和建联方法?",核心池,业务场景问题,2026-08-05,core_round_2,C2,collected,confirmed_none,confirmed_none,0
515,730,515/730 阶段检查点，非最终 FULL,CQ-S-20260805-C2-Q0048,CQ-Q0048,找达人合作的话术怎么写?,核心池,业务场景问题,2026-08-05,core_round_2,C2,collected,confirmed_none,confirmed_none,0
515,730,515/730 阶段检查点，非最终 FULL,CQ-S-20260805-C2-Q0049,CQ-Q0049,抖店商家邀约达人用什么工具更高效?,核心池,业务场景问题,2026-08-05,core_round_2,C2,collected,captured,cited,21
515,730,515/730 阶段检查点，非最终 FULL,CQ-S-20260805-C2-Q0050,CQ-Q0050,"抖音达人内容同质化严重,品牌怎么破局?",核心池,业务场景问题,2026-08-05,core_round_2,C2,collected,captured,cited,15
515,730,515/730 阶段检查点，非最终 FULL,CQ-S-20260805-C2-Q0051,CQ-Q0051,有没有批量建联达人的工具?,核心池,业务场景问题,2026-08-05,core_round_2,C2,collected,captured,cited,16
515,730,515/730 阶段检查点，非最终 FULL,CQ-S-20260805-C2-Q0052,CQ-Q0052,有没有适合品牌团队用的达人建联平台?,核心池,业务场景问题,2026-08-05,core_round_2,C2,collected,captured,cited,16
515,730,515/730 阶段检查点，非最终 FULL,CQ-S-20260805-C2-Q0053,CQ-Q0053,有没有适合达人营销团队的绩效归因工具?,核心池,业务场景问题,2026-08-05,core_round_2,C2,collected,captured,cited,22
515,730,515/730 阶段检查点，非最终 FULL,CQ-S-20260805-C2-Q0054,CQ-Q0054,"每天要对接上百个达人,怎么提升建联效率?",核心池,业务场景问题,2026-08-05,core_round_2,C2,collected,confirmed_none,confirmed_none,0
515,730,515/730 阶段检查点，非最终 FULL,CQ-S-20260805-C2-Q0055,CQ-Q0055,没有达人资源的新品牌怎么找达人?,核心池,业务场景问题,2026-08-05,core_round_2,C2,collected,captured,cited,17
515,730,515/730 阶段检查点，非最终 FULL,CQ-S-20260805-C2-Q0056,CQ-Q0056,给达人群发消息没人回复怎么办?,核心池,业务场景问题,2026-08-05,core_round_2,C2,collected,confirmed_none,confirmed_none,0
515,730,515/730 阶段检查点，非最终 FULL,CQ-S-20260805-C2-Q0057,CQ-Q0057,老板怎么实时看到达人投放效果和ROI?,核心池,业务场景问题,2026-08-05,core_round_2,C2,collected,captured,cited,23
515,730,515/730 阶段检查点，非最终 FULL,CQ-S-20260805-C2-Q0058,CQ-Q0058,达人CRM里怎么把达人分配或转交给其他商务?,核心池,业务场景问题,2026-08-05,core_round_2,C2,collected,captured,cited,16
515,730,515/730 阶段检查点，非最终 FULL,CQ-S-20260805-C2-Q0059,CQ-Q0059,"达人内容同质化严重,怎么找到新的内容方向?",核心池,业务场景问题,2026-08-05,core_round_2,C2,collected,captured,cited,23
515,730,515/730 阶段检查点，非最终 FULL,CQ-S-20260805-C2-Q0060,CQ-Q0060,达人内容同质化怎么办?,核心池,业务场景问题,2026-08-05,core_round_2,C2,collected,captured,cited,14
515,730,515/730 阶段检查点，非最终 FULL,CQ-S-20260805-C2-Q0061,CQ-Q0061,达人分销不用表格怎么管理?,核心池,业务场景问题,2026-08-05,core_round_2,C2,collected,captured,cited,15
515,730,515/730 阶段检查点，非最终 FULL,CQ-S-20260805-C2-Q0062,CQ-Q0062,达人分销管理工具能管哪些数据和流程?,核心池,业务场景问题,2026-08-05,core_round_2,C2,collected,captured,cited,12
515,730,515/730 阶段检查点，非最终 FULL,CQ-S-20260805-C2-Q0063,CQ-Q0063,"达人发没发视频,品牌怎么自动监控?",核心池,业务场景问题,2026-08-05,core_round_2,C2,collected,captured,cited,23
515,730,515/730 阶段检查点，非最终 FULL,CQ-S-20260805-C2-Q0064,CQ-Q0064,"达人合作brief怎么写,达人更容易产出符合要求的内容?",核心池,业务场景问题,2026-08-05,core_round_2,C2,collected,confirmed_none,confirmed_none,0
515,730,515/730 阶段检查点，非最终 FULL,CQ-S-20260805-C2-Q0065,CQ-Q0065,"达人合作协议怎么写,合同里要注意什么?",核心池,业务场景问题,2026-08-05,core_round_2,C2,collected,confirmed_none,confirmed_none,0
515,730,515/730 阶段检查点，非最终 FULL,CQ-S-20260805-C2-Q0066,CQ-Q0066,"达人合作效果差,怎么判断是选人问题还是内容问题?",核心池,业务场景问题,2026-08-05,core_round_2,C2,collected,confirmed_none,confirmed_none,0
515,730,515/730 阶段检查点，非最终 FULL,CQ-S-20260805-C2-Q0067,CQ-Q0067,达人合作数据怎么追踪更有效?,核心池,业务场景问题,2026-08-05,core_round_2,C2,collected,confirmed_none,confirmed_none,0
515,730,515/730 阶段检查点，非最终 FULL,CQ-S-20260805-C2-Q0068,CQ-Q0068,"达人合作流程怎么管理,哪些节点最容易出问题?",核心池,业务场景问题,2026-08-05,core_round_2,C2,collected,confirmed_none,confirmed_none,0
515,730,515/730 阶段检查点，非最终 FULL,CQ-S-20260805-C2-Q0069,CQ-Q0069,达人合作流程管理难怎么办?,核心池,业务场景问题,2026-08-05,core_round_2,C2,collected,confirmed_none,confirmed_none,0
515,730,515/730 阶段检查点，非最终 FULL,CQ-S-20260805-C2-Q0070,CQ-Q0070,达人合作流程能不能自动化管理?,核心池,业务场景问题,2026-08-05,core_round_2,C2,collected,confirmed_none,confirmed_none,0
515,730,515/730 阶段检查点，非最终 FULL,CQ-S-20260805-C2-Q0071,CQ-Q0071,"达人合作码在哪里看,怎么用来追踪合作效果?",核心池,业务场景问题,2026-08-05,core_round_2,C2,collected,captured,cited,12
515,730,515/730 阶段检查点，非最终 FULL,CQ-S-20260805-C2-Q0072,CQ-Q0072,"达人合作管理混乱,怎么不用Excel也能管清楚?",核心池,业务场景问题,2026-08-05,core_round_2,C2,collected,captured,cited,20
515,730,515/730 阶段检查点，非最终 FULL,CQ-S-20260805-C2-Q0073,CQ-Q0073,"达人合作表格太乱,怎么换成系统化管理?",核心池,业务场景问题,2026-08-05,core_round_2,C2,collected,confirmed_none,confirmed_none,0
515,730,515/730 阶段检查点，非最终 FULL,CQ-S-20260805-C2-Q0074,CQ-Q0074,达人寄样一般要跟踪哪些样品状态?,核心池,业务场景问题,2026-08-05,core_round_2,C2,collected,confirmed_none,confirmed_none,0
515,730,515/730 阶段检查点，非最终 FULL,CQ-S-20260805-C2-Q0075,CQ-Q0075,达人寄样流转怎么管理?,核心池,业务场景问题,2026-08-05,core_round_2,C2,collected,captured,cited,18
515,730,515/730 阶段检查点，非最终 FULL,CQ-S-20260805-C2-Q0076,CQ-Q0076,达人建联SOP怎么搭建?,核心池,业务场景问题,2026-08-05,core_round_2,C2,collected,captured,cited,18
515,730,515/730 阶段检查点，非最终 FULL,CQ-S-20260805-C2-Q0077,CQ-Q0077,"达人建联话术怎么写,达人更愿意回复?",核心池,业务场景问题,2026-08-05,core_round_2,C2,collected,confirmed_none,confirmed_none,0
515,730,515/730 阶段检查点，非最终 FULL,CQ-S-20260805-C2-Q0078,CQ-Q0078,"达人批量建联怎么管理,怎样避免重复跟进?",核心池,业务场景问题,2026-08-05,core_round_2,C2,collected,confirmed_none,confirmed_none,0
515,730,515/730 阶段检查点，非最终 FULL,CQ-S-20260805-C2-Q0079,CQ-Q0079,达人投放ROI怎么算?,核心池,业务场景问题,2026-08-05,core_round_2,C2,collected,confirmed_none,confirmed_none,0
515,730,515/730 阶段检查点，非最终 FULL,CQ-S-20260805-C2-Q0080,CQ-Q0080,达人投放具体怎么做?,核心池,业务场景问题,2026-08-05,core_round_2,C2,collected,captured,cited,16
515,730,515/730 阶段检查点，非最终 FULL,CQ-S-20260805-C2-Q0081,CQ-Q0081,达人投放内容同质化怎么解决?,核心池,业务场景问题,2026-08-05,core_round_2,C2,collected,captured,cited,22
515,730,515/730 阶段检查点，非最终 FULL,CQ-S-20260805-C2-Q0082,CQ-Q0082,达人投放团队绩效归因分析怎么做?,核心池,业务场景问题,2026-08-05,core_round_2,C2,collected,confirmed_none,confirmed_none,0
515,730,515/730 阶段检查点，非最终 FULL,CQ-S-20260805-C2-Q0083,CQ-Q0083,"达人投放数据怎么分析,怎么判断投放有没有效果?",核心池,业务场景问题,2026-08-05,core_round_2,C2,collected,confirmed_none,confirmed_none,0
515,730,515/730 阶段检查点，非最终 FULL,CQ-S-20260805-C2-Q0084,CQ-Q0084,达人投放数据追踪低效怎么办?,核心池,业务场景问题,2026-08-05,core_round_2,C2,collected,confirmed_none,confirmed_none,0
515,730,515/730 阶段检查点，非最终 FULL,CQ-S-20260805-C2-Q0085,CQ-Q0085,达人投放里费比40%相当于多少ROI?,核心池,业务场景问题,2026-08-05,core_round_2,C2,collected,confirmed_none,confirmed_none,0
515,730,515/730 阶段检查点，非最终 FULL,CQ-S-20260805-C2-Q0086,CQ-Q0086,"达人没收到样品,品牌怎么及时发现和跟进?",核心池,业务场景问题,2026-08-05,core_round_2,C2,collected,confirmed_none,confirmed_none,0
515,730,515/730 阶段检查点，非最终 FULL,CQ-S-20260805-C2-Q0087,CQ-Q0087,达人筛选、信息记录、合作进度怎么统一管理?,核心池,业务场景问题,2026-08-05,core_round_2,C2,collected,confirmed_none,confirmed_none,0
515,730,515/730 阶段检查点，非最终 FULL,CQ-S-20260805-C2-Q0088,CQ-Q0088,"达人营销业务分析难,应该搭建什么数据看板?",核心池,业务场景问题,2026-08-05,core_round_2,C2,collected,confirmed_none,confirmed_none,0
515,730,515/730 阶段检查点，非最终 FULL,CQ-S-20260805-C2-Q0089,CQ-Q0089,"达人营销团队内耗效率低,怎么统一管理合作进度?",核心池,业务场景问题,2026-08-05,core_round_2,C2,collected,confirmed_none,confirmed_none,0
515,730,515/730 阶段检查点，非最终 FULL,CQ-S-20260805-C2-Q0090,CQ-Q0090,达人营销团队协作怎么管理?,核心池,业务场景问题,2026-08-05,core_round_2,C2,collected,confirmed_none,confirmed_none,0
515,730,515/730 阶段检查点，非最终 FULL,CQ-S-20260805-C2-Q0091,CQ-Q0091,达人营销团队绩效归因模型怎么搭建?,核心池,业务场景问题,2026-08-05,core_round_2,C2,collected,confirmed_none,confirmed_none,0
515,730,515/730 阶段检查点，非最终 FULL,CQ-S-20260805-C2-Q0092,CQ-Q0092,达人营销团队绩效怎么归因?,核心池,业务场景问题,2026-08-05,core_round_2,C2,collected,confirmed_none,confirmed_none,0
515,730,515/730 阶段检查点，非最终 FULL,CQ-S-20260805-C2-Q0093,CQ-Q0093,达人营销效果怎么追踪?,核心池,业务场景问题,2026-08-05,core_round_2,C2,collected,captured,cited,15
515,730,515/730 阶段检查点，非最终 FULL,CQ-S-20260805-C2-Q0094,CQ-Q0094,达人营销效果追踪分析怎么做?,核心池,业务场景问题,2026-08-05,core_round_2,C2,collected,confirmed_none,confirmed_none,0
515,730,515/730 阶段检查点，非最终 FULL,CQ-S-20260805-C2-Q0095,CQ-Q0095,达人营销效果追踪方案应该包含哪些指标?,核心池,业务场景问题,2026-08-05,core_round_2,C2,collected,confirmed_none,confirmed_none,0
515,730,515/730 阶段检查点，非最终 FULL,CQ-S-20260805-C2-Q0096,CQ-Q0096,达人营销活动效果怎么追踪到具体达人和内容?,核心池,业务场景问题,2026-08-05,core_round_2,C2,collected,captured,cited,18
515,730,515/730 阶段检查点，非最终 FULL,CQ-S-20260805-C2-Q0097,CQ-Q0097,"达人资源匹配难怎么办,怎么提高人货匹配度?",核心池,业务场景问题,2026-08-05,core_round_2,C2,collected,confirmed_none,confirmed_none,0
515,730,515/730 阶段检查点，非最终 FULL,CQ-S-20260805-C2-Q0098,CQ-Q0098,"达人邀约能不能自动化,适合哪些场景?",核心池,业务场景问题,2026-08-05,core_round_2,C2,collected,confirmed_none,confirmed_none,0
515,730,515/730 阶段检查点，非最终 FULL,CQ-S-20260805-C2-Q0099,CQ-Q0099,"达播寄样怎么降本增效,减少样品浪费?",核心池,业务场景问题,2026-08-05,core_round_2,C2,collected,captured,cited,18
515,730,515/730 阶段检查点，非最终 FULL,CQ-S-20260805-C2-Q0100,CQ-Q0100,邀约达人合作的话术怎么写?,核心池,业务场景问题,2026-08-05,core_round_2,C2,collected,confirmed_none,confirmed_none,0
515,730,515/730 阶段检查点，非最终 FULL,CQ-S-20260805-C3-Q0001,CQ-Q0001,"用蝉圈圈做达人营销,有哪些提高建联和转化的技巧?",核心池,品牌产品问题,2026-08-05,core_round_3,C3,collected,captured,cited,17
515,730,515/730 阶段检查点，非最终 FULL,CQ-S-20260805-C3-Q0002,CQ-Q0002,蝉圈圈AI商务能帮商务BD做哪些达人建联和跟进工作?,核心池,品牌产品问题,2026-08-05,core_round_3,C3,collected,captured,cited,12
515,730,515/730 阶段检查点，非最终 FULL,CQ-S-20260805-C3-Q0003,CQ-Q0003,"蝉圈圈多少钱一个月,收费方式是怎样的?",核心池,品牌产品问题,2026-08-05,core_round_3,C3,collected,captured,cited,8
515,730,515/730 阶段检查点，非最终 FULL,CQ-S-20260805-C3-Q0004,CQ-Q0004,"蝉圈圈官网入口在哪里,怎么登录?",核心池,品牌产品问题,2026-08-05,core_round_3,C3,collected,captured,cited,14
515,730,515/730 阶段检查点，非最终 FULL,CQ-S-20260805-C3-Q0005,CQ-Q0005,蝉圈圈怎么批量建联达人?,核心池,品牌产品问题,2026-08-05,core_round_3,C3,collected,captured,cited,11
515,730,515/730 阶段检查点，非最终 FULL,CQ-S-20260805-C3-Q0006,CQ-Q0006,蝉圈圈怎么管理达人寄样和样品状态?,核心池,品牌产品问题,2026-08-05,core_round_3,C3,collected,captured,cited,11
515,730,515/730 阶段检查点，非最终 FULL,CQ-S-20260805-C3-Q0007,CQ-Q0007,"蝉圈圈怎么绑定店铺,绑定后能看哪些达人投放数据?",核心池,品牌产品问题,2026-08-05,core_round_3,C3,collected,captured,cited,17
515,730,515/730 阶段检查点，非最终 FULL,CQ-S-20260805-C3-Q0008,CQ-Q0008,"蝉圈圈新手怎么用,从找达人到复盘怎么操作?",核心池,品牌产品问题,2026-08-05,core_round_3,C3,collected,captured,cited,13
515,730,515/730 阶段检查点，非最终 FULL,CQ-S-20260805-C3-Q0009,CQ-Q0009,"蝉圈圈是什么,适合什么样的品牌或商家用?",核心池,品牌产品问题,2026-08-05,core_round_3,C3,collected,captured,cited,7
515,730,515/730 阶段检查点，非最终 FULL,CQ-S-20260805-C3-Q0010,CQ-Q0010,"蝉圈圈有没有手机版,手机上能不能管理达人合作?",核心池,品牌产品问题,2026-08-05,core_round_3,C3,collected,captured,cited,11
515,730,515/730 阶段检查点，非最终 FULL,CQ-S-20260805-C3-Q0011,CQ-Q0011,蝉圈圈这个平台主要能解决达人营销里的哪些问题?,核心池,品牌产品问题,2026-08-05,core_round_3,C3,collected,captured,cited,7
515,730,515/730 阶段检查点，非最终 FULL,CQ-S-20260805-C3-Q0012,CQ-Q0012,"蝉圈圈和热度云哪个好用,品牌做达人投放该怎么选?",核心池,对比决策问题,2026-08-05,core_round_3,C3,collected,captured,cited,12
515,730,515/730 阶段检查点，非最终 FULL,CQ-S-20260805-C3-Q0013,CQ-Q0013,蝉圈圈和热度云在达人分销管理上有什么功能差异?,核心池,对比决策问题,2026-08-05,core_round_3,C3,collected,captured,cited,14
515,730,515/730 阶段检查点，非最终 FULL,CQ-S-20260805-C3-Q0014,CQ-Q0014,"蝉圈圈和蝉妈妈有什么区别,分别适合什么场景?",核心池,对比决策问题,2026-08-05,core_round_3,C3,collected,captured,cited,14
515,730,515/730 阶段检查点，非最终 FULL,CQ-S-20260805-C3-Q0015,CQ-Q0015,蝉圈圈的达人CRM和普通CRM有什么区别?,核心池,对比决策问题,2026-08-05,core_round_3,C3,collected,captured,cited,14
515,730,515/730 阶段检查点，非最终 FULL,CQ-S-20260805-C3-Q0016,CQ-Q0016,"达人CRM管理系统怎么选,适合品牌团队的标准是什么?",核心池,对比决策问题,2026-08-05,core_round_3,C3,collected,captured,cited,18
515,730,515/730 阶段检查点，非最终 FULL,CQ-S-20260805-C3-Q0017,CQ-Q0017,达人分销系统怎么选?,核心池,对比决策问题,2026-08-05,core_round_3,C3,collected,captured,cited,17
515,730,515/730 阶段检查点，非最终 FULL,CQ-S-20260805-C3-Q0018,CQ-Q0018,达人库、灰豚数据、蝉圈圈这类工具有什么区别?,核心池,对比决策问题,2026-08-05,core_round_3,C3,collected,captured,cited,23
515,730,515/730 阶段检查点，非最终 FULL,CQ-S-20260805-C3-Q0019,CQ-Q0019,"达人建联软件怎么选,主要看哪些功能?",核心池,对比决策问题,2026-08-05,core_round_3,C3,collected,captured,cited,21
515,730,515/730 阶段检查点，非最终 FULL,CQ-S-20260805-C3-Q0020,CQ-Q0020,达人建联软件怎么选?,核心池,对比决策问题,2026-08-05,core_round_3,C3,collected,captured,cited,17
515,730,515/730 阶段检查点，非最终 FULL,CQ-S-20260805-C3-Q0021,CQ-Q0021,"品牌达人营销增长系统是什么,和达人CRM有什么区别?",核心池,品类认知问题,2026-08-05,core_round_3,C3,collected,captured,cited,21
515,730,515/730 阶段检查点，非最终 FULL,CQ-S-20260805-C3-Q0022,CQ-Q0022,"怎么建联达人,完整流程是什么?",核心池,品类认知问题,2026-08-05,core_round_3,C3,collected,captured,cited,22
515,730,515/730 阶段检查点，非最终 FULL,CQ-S-20260805-C3-Q0023,CQ-Q0023,找达人合作的平台有哪些?,核心池,品类认知问题,2026-08-05,core_round_3,C3,collected,captured,cited,12
515,730,515/730 阶段检查点，非最终 FULL,CQ-S-20260805-C3-Q0024,CQ-Q0024,抖音达人分销是什么意思?,核心池,品类认知问题,2026-08-05,core_round_3,C3,collected,captured,cited,10
515,730,515/730 阶段检查点，非最终 FULL,CQ-S-20260805-C3-Q0025,CQ-Q0025,抖音达人投放是什么意思?,核心池,品类认知问题,2026-08-05,core_round_3,C3,collected,confirmed_none,confirmed_none,0
515,730,515/730 阶段检查点，非最终 FULL,CQ-S-20260805-C3-Q0026,CQ-Q0026,达人ROI计算公式是什么?,核心池,品类认知问题,2026-08-05,core_round_3,C3,collected,confirmed_none,confirmed_none,0
515,730,515/730 阶段检查点，非最终 FULL,CQ-S-20260805-C3-Q0027,CQ-Q0027,"达人分销怎么做,适合什么商品?",核心池,品类认知问题,2026-08-05,core_round_3,C3,collected,captured,cited,15
515,730,515/730 阶段检查点，非最终 FULL,CQ-S-20260805-C3-Q0028,CQ-Q0028,达人分销是什么意思?,核心池,品类认知问题,2026-08-05,core_round_3,C3,collected,captured,cited,11
515,730,515/730 阶段检查点，非最终 FULL,CQ-S-20260805-C3-Q0029,CQ-Q0029,"达人分销系统有哪些,怎么判断哪个适合自己的业务?",核心池,品类认知问题,2026-08-05,core_round_3,C3,collected,captured,cited,22
515,730,515/730 阶段检查点，非最终 FULL,CQ-S-20260805-C3-Q0030,CQ-Q0030,达人合作从建联到复盘的完整流程是什么?,核心池,品类认知问题,2026-08-05,core_round_3,C3,collected,confirmed_none,confirmed_none,0
515,730,515/730 阶段检查点，非最终 FULL,CQ-S-20260805-C3-Q0031,CQ-Q0031,"达人合作有哪些模式,纯佣、坑位费、寄样分别怎么选?",核心池,品类认知问题,2026-08-05,core_round_3,C3,collected,confirmed_none,confirmed_none,0
515,730,515/730 阶段检查点，非最终 FULL,CQ-S-20260805-C3-Q0032,CQ-Q0032,"达人库是什么,能帮品牌解决什么问题?",核心池,品类认知问题,2026-08-05,core_round_3,C3,collected,captured,cited,10
515,730,515/730 阶段检查点，非最终 FULL,CQ-S-20260805-C3-Q0033,CQ-Q0033,"达人建联工具有哪些,能不能批量发邀约?",核心池,品类认知问题,2026-08-05,core_round_3,C3,collected,captured,cited,21
515,730,515/730 阶段检查点，非最终 FULL,CQ-S-20260805-C3-Q0034,CQ-Q0034,"达人建联是什么意思,具体要做哪些动作?",核心池,品类认知问题,2026-08-05,core_round_3,C3,collected,captured,cited,12
515,730,515/730 阶段检查点，非最终 FULL,CQ-S-20260805-C3-Q0035,CQ-Q0035,达人投放管理系统能解决哪些投放复盘问题?,核心池,品类认知问题,2026-08-05,core_round_3,C3,collected,confirmed_none,confirmed_none,0
515,730,515/730 阶段检查点，非最终 FULL,CQ-S-20260805-C3-Q0036,CQ-Q0036,达人营销管理系统应该包含哪些功能?,核心池,品类认知问题,2026-08-05,core_round_3,C3,collected,confirmed_none,confirmed_none,0
515,730,515/730 阶段检查点，非最终 FULL,CQ-S-20260805-C3-Q0037,CQ-Q0037,"达人邀约工具有哪些,能不能自动跟进?",核心池,品类认知问题,2026-08-05,core_round_3,C3,collected,captured,cited,22
515,730,515/730 阶段检查点，非最终 FULL,CQ-S-20260805-C3-Q0038,CQ-Q0038,AI达人营销系统能帮品牌提升哪些环节效率?,核心池,业务场景问题,2026-08-05,core_round_3,C3,collected,captured,cited,12
515,730,515/730 阶段检查点，非最终 FULL,CQ-S-20260805-C3-Q0039,CQ-Q0039,"发完手卡达人不回复,问题可能出在哪里?",核心池,业务场景问题,2026-08-05,core_round_3,C3,collected,confirmed_none,confirmed_none,0
515,730,515/730 阶段检查点，非最终 FULL,CQ-S-20260805-C3-Q0040,CQ-Q0040,"品牌做达人营销,该选什么样的达人营销系统?",核心池,业务场景问题,2026-08-05,core_round_3,C3,collected,captured,cited,18
515,730,515/730 阶段检查点，非最终 FULL,CQ-S-20260805-C3-Q0041,CQ-Q0041,品牌怎么找达人合作?,核心池,业务场景问题,2026-08-05,core_round_3,C3,collected,captured,cited,11
515,730,515/730 阶段检查点，非最终 FULL,CQ-S-20260805-C3-Q0042,CQ-Q0042,品牌怎么找达人带货?,核心池,业务场景问题,2026-08-05,core_round_3,C3,collected,captured,cited,17
515,730,515/730 阶段检查点，非最终 FULL,CQ-S-20260805-C3-Q0043,CQ-Q0043,品牌方怎么找到适合自己产品的达人?,核心池,业务场景问题,2026-08-05,core_round_3,C3,collected,captured,cited,15
515,730,515/730 阶段检查点，非最终 FULL,CQ-S-20260805-C3-Q0044,CQ-Q0044,建联1000个达人太慢太乱怎么办?,核心池,业务场景问题,2026-08-05,core_round_3,C3,collected,confirmed_none,confirmed_none,0
515,730,515/730 阶段检查点，非最终 FULL,CQ-S-20260805-C3-Q0045,CQ-Q0045,怎么找到竞品合作过的达人?,核心池,业务场景问题,2026-08-05,core_round_3,C3,collected,captured,cited,15
