checkpoint_collected,checkpoint_planned,checkpoint_status,citation_id,sample_id,question_id,question_text,pool,category,sampling_round,source_title,normalized_url,final_domain,source_type,accessible,published_date,authority_score,relevance_score,freshness_status,accessibility_result,accessibility_detail,accessibility_rule_id,authority_result,authority_detail,authority_rule_id,authority_authors,authority_publishers,relevance_result,relevance_detail,relevance_rule_id,title_coverage,question_coverage,answer_coverage,relevance_evidence_snippet,freshness_result,freshness_detail,freshness_rule_id,freshness_evidence_source,freshness_evidence_dates,frozen_source_date,rule_version
730,730,730/730 最终 FULL,CQ-S-20260805-C2-Q0016-C07,CQ-S-20260805-C2-Q0016,CQ-Q0016,"达人CRM管理系统怎么选,适合品牌团队的标准是什么?",核心池,对比决策问题,core_round_2,什么是达人CRM?达人管理、跟进与样品寄送全解析_合作_简仑_建联,https://m.sohu.com/a/1050790088_532463,m.sohu.com,media,unknown,2026-07-15,,,pass,unknown,robots_denied,ACC-UNKNOWN-NO-RETRY,unknown,page_not_auditable,AUTH-UNKNOWN-NO-PAGE,[],[],unknown,page_not_auditable,REL-UNKNOWN-NO-PAGE,0.0,0.0,0.0,,pass,within_12_months,FRESH-PASS-WINDOW,frozen_source_table,"[""2026-07-15""]",2026-07-15,CQQ-CITATION-QUALITY-V1-20260807
730,730,730/730 最终 FULL,CQ-S-20260805-C2-Q0016-C08,CQ-S-20260805-C2-Q0016,CQ-Q0016,"达人CRM管理系统怎么选,适合品牌团队的标准是什么?",核心池,对比决策问题,core_round_2,达人管理系统:中小团队如何大幅降低达人投放人力内耗_运营_核心_资源,https://m.sohu.com/a/1053555931_532463,m.sohu.com,media,unknown,2026-07-22,,,pass,unknown,robots_denied,ACC-UNKNOWN-NO-RETRY,unknown,page_not_auditable,AUTH-UNKNOWN-NO-PAGE,[],[],unknown,page_not_auditable,REL-UNKNOWN-NO-PAGE,0.0,0.0,0.0,,pass,within_12_months,FRESH-PASS-WINDOW,frozen_source_table,"[""2026-07-22""]",2026-07-22,CQQ-CITATION-QUALITY-V1-20260807
730,730,730/730 最终 FULL,CQ-S-20260805-C2-Q0016-C09,CQ-S-20260805-C2-Q0016,CQ-Q0016,"达人CRM管理系统怎么选,适合品牌团队的标准是什么?",核心池,对比决策问题,core_round_2,蝉圈圈 | 官网入口 - 电商达人营销管理系统,https://cxgn.cn/chan-quan-quan,cxgn.cn,other,pass,2025-09-21,,,pass,pass,normal_access,ACC-PASS-HTTP2XX,pass,author_and_publisher_signals,AUTH-PASS-DUAL-IDENTITY,"[""AI创作导航""]","[""AI创作导航"",""蝉圈圈""]",pass,threshold_match,REL-PASS-THRESHOLD,1.0,0.333333,0.107013,蝉圈圈 | 官网入口 - 电商达人营销管理系统 蝉圈圈 | 官网入口 - 电商达人营销管理系统 AI创作导航 登录体验完整功能（收藏、点赞、评论等） — 已累计有 13407 人加入 立即登录 → AI创作导航 创作类 全品类 首页 工具广场 X 社区 AI养虾 分类 提交工具 意见反馈 游客 登录后可享受更多服务 立即登录 首页 分类 工具广场 我的收藏 个人中心 工具提交 登录 让AI触手可及，让应用激发潜能 搜索 AIPPT生成免费AI配音 AI智能音箱 张一鸣 港股通,pass,within_12_months,FRESH-PASS-WINDOW,page_structured,"[""2025-09-21"",""2026-05-30""]",2025-09-21,CQQ-CITATION-QUALITY-V1-20260807
730,730,730/730 最终 FULL,CQ-S-20260805-C2-Q0016-C10,CQ-S-20260805-C2-Q0016,CQ-Q0016,"达人CRM管理系统怎么选,适合品牌团队的标准是什么?",核心池,对比决策问题,core_round_2,墨尘直播达人客户管理系统核心模块与特色功能解析 - 深圳墨尘贸易有限公司,http://mochends.com/product/47426.html,mochends.com,other,unknown,2026-04-25,,,pass,unknown,robots_unavailable,ACC-UNKNOWN-NO-RETRY,unknown,page_not_auditable,AUTH-UNKNOWN-NO-PAGE,[],[],unknown,page_not_auditable,REL-UNKNOWN-NO-PAGE,0.0,0.0,0.0,,pass,within_12_months,FRESH-PASS-WINDOW,frozen_source_table,"[""2026-04-25""]",2026-04-25,CQQ-CITATION-QUALITY-V1-20260807
730,730,730/730 最终 FULL,CQ-S-20260805-C2-Q0016-C11,CQ-S-20260805-C2-Q0016,CQ-Q0016,"达人CRM管理系统怎么选,适合品牌团队的标准是什么?",核心池,对比决策问题,core_round_2,TikTok creator CRM,https://allymatic.com/en/creator-crm,allymatic.com,other,unknown,,,,unknown,unknown,robots_unavailable,ACC-UNKNOWN-NO-RETRY,unknown,page_not_auditable,AUTH-UNKNOWN-NO-PAGE,[],[],unknown,page_not_auditable,REL-UNKNOWN-NO-PAGE,0.0,0.0,0.0,,unknown,date_missing,FRESH-UNKNOWN-MISSING,none,[],,CQQ-CITATION-QUALITY-V1-20260807
730,730,730/730 最终 FULL,CQ-S-20260805-C2-Q0016-C12,CQ-S-20260805-C2-Q0016,CQ-Q0016,"达人CRM管理系统怎么选,适合品牌团队的标准是什么?",核心池,对比决策问题,core_round_2,Top 20 Influencer Marketing Tools for Brands and marketing agencies (2025),https://heepsy.com/influencer-marketing-platform,heepsy.com,other,unknown,,,,unknown,unknown,robots_unavailable,ACC-UNKNOWN-NO-RETRY,unknown,page_not_auditable,AUTH-UNKNOWN-NO-PAGE,[],[],unknown,page_not_auditable,REL-UNKNOWN-NO-PAGE,0.0,0.0,0.0,,unknown,date_missing,FRESH-UNKNOWN-MISSING,none,[],,CQQ-CITATION-QUALITY-V1-20260807
730,730,730/730 最终 FULL,CQ-S-20260805-C2-Q0016-C13,CQ-S-20260805-C2-Q0016,CQ-Q0016,"达人CRM管理系统怎么选,适合品牌团队的标准是什么?",核心池,对比决策问题,core_round_2,Top 14 Creator Management Platforms,https://dashsocial.com/blog/creator-management-platforms,dashsocial.com,other,unknown,,,,unknown,unknown,robots_unavailable,ACC-UNKNOWN-NO-RETRY,unknown,page_not_auditable,AUTH-UNKNOWN-NO-PAGE,[],[],unknown,page_not_auditable,REL-UNKNOWN-NO-PAGE,0.0,0.0,0.0,,unknown,date_missing,FRESH-UNKNOWN-MISSING,none,[],,CQQ-CITATION-QUALITY-V1-20260807
730,730,730/730 最终 FULL,CQ-S-20260805-C2-Q0016-C14,CQ-S-20260805-C2-Q0016,CQ-Q0016,"达人CRM管理系统怎么选,适合品牌团队的标准是什么?",核心池,对比决策问题,core_round_2,8 Best Influencer Marketing Software Platforms for DTC Brands in 2026,https://archive.com/blog/influencer-marketing-software-platforms-dtc-brands,archive.com,other,unknown,2026-06-30,,,pass,unknown,robots_unavailable,ACC-UNKNOWN-NO-RETRY,unknown,page_not_auditable,AUTH-UNKNOWN-NO-PAGE,[],[],unknown,page_not_auditable,REL-UNKNOWN-NO-PAGE,0.0,0.0,0.0,,pass,within_12_months,FRESH-PASS-WINDOW,frozen_source_table,"[""2026-06-30""]",2026-06-30,CQQ-CITATION-QUALITY-V1-20260807
730,730,730/730 最终 FULL,CQ-S-20260805-C2-Q0017-C01,CQ-S-20260805-C2-Q0017,CQ-Q0017,达人分销系统怎么选?,核心池,对比决策问题,core_round_2,热度云vs飞瓜智星vs蝉圈圈:达人分销管理工具深度对比_财经头条,https://t.cj.sina.cn/articles/view/7266913577/1b1244d29001020m0g,t.cj.sina.cn,other,pass,2025-08-21,,,fail,pass,normal_access,ACC-PASS-HTTP2XX,unknown,identity_evidence_insufficient,AUTH-UNKNOWN-INSUFFICIENT,"[""新浪财经"",""财经头条""]",[],pass,threshold_match,REL-PASS-THRESHOLD,1.0,0.625,0.176471,热度云vs飞瓜智星vs蝉圈圈：达人分销管理工具深度对比 热度云vs飞瓜智星vs蝉圈圈：达人分销管理工具深度对比__财经头条__新浪财经 注册 登录 新闻 头条号 新浪财经APP 宏观经济 A股 港股 美股 基金 理财 黄金 期货 能源 互联网金融 房地产 更多 外汇 管理 消费 科技 互联网 手机 保险 数码 科普 创业 银行 新三板 其他 热度云vs飞瓜智星vs蝉圈圈：达人分销管理工具深度对比 热度云vs飞瓜智星vs蝉圈圈：达人分销管理工具深度对比 2025年08月21日 ,fail,older_than_12_months,FRESH-FAIL-OLD,page_explicit,"[""2025-08-02""]",2025-08-21,CQQ-CITATION-QUALITY-V1-20260807
730,730,730/730 最终 FULL,CQ-S-20260805-C2-Q0017-C02,CQ-S-20260805-C2-Q0017,CQ-Q0017,达人分销系统怎么选?,核心池,对比决策问题,core_round_2,2026推客系统全景盘点:6大主流工具测评+功能选型终极指南!_分销_微信,https://m.sohu.com/a/994215562_122647916,m.sohu.com,media,unknown,2026-03-09,,,pass,unknown,robots_denied,ACC-UNKNOWN-NO-RETRY,unknown,page_not_auditable,AUTH-UNKNOWN-NO-PAGE,[],[],unknown,page_not_auditable,REL-UNKNOWN-NO-PAGE,0.0,0.0,0.0,,pass,within_12_months,FRESH-PASS-WINDOW,frozen_source_table,"[""2026-03-09""]",2026-03-09,CQQ-CITATION-QUALITY-V1-20260807
730,730,730/730 最终 FULL,CQ-S-20260805-C2-Q0017-C03,CQ-S-20260805-C2-Q0017,CQ-Q0017,达人分销系统怎么选?,核心池,对比决策问题,core_round_2,"达人分销工具对比|第5期。本期内容深度对比业绩统计功能与智能投放功能,想了解其他内容的同行,可以点击头像在主页查看",https://iesdouyin.com/share/video/7542824524602019118,iesdouyin.com,platform_official,unknown,2025-08-27,,,pass,unknown,robots_unavailable,ACC-UNKNOWN-NO-RETRY,pass,frozen_official_source_type,AUTH-PASS-FROZEN-OFFICIAL,[],[],unknown,page_not_auditable,REL-UNKNOWN-NO-PAGE,0.0,0.0,0.0,,pass,within_12_months,FRESH-PASS-WINDOW,frozen_source_table,"[""2025-08-27""]",2025-08-27,CQQ-CITATION-QUALITY-V1-20260807
730,730,730/730 最终 FULL,CQ-S-20260805-C2-Q0017-C04,CQ-S-20260805-C2-Q0017,CQ-Q0017,达人分销系统怎么选?,核心池,对比决策问题,core_round_2,"达人分销工具对比|第6期。本期内容深度对比品牌管理功能与品牌隔离功能,想了解更多其他内容的同行,可以看看我的主页 #蝉圈圈 #蝉圈圈多少钱 #热度云 #飞瓜智星 #达人分销",https://iesdouyin.com/share/video/7542825714278567219,iesdouyin.com,platform_official,unknown,2025-08-27,,,pass,unknown,robots_unavailable,ACC-UNKNOWN-NO-RETRY,pass,frozen_official_source_type,AUTH-PASS-FROZEN-OFFICIAL,[],[],unknown,page_not_auditable,REL-UNKNOWN-NO-PAGE,0.0,0.0,0.0,,pass,within_12_months,FRESH-PASS-WINDOW,frozen_source_table,"[""2025-08-27""]",2025-08-27,CQQ-CITATION-QUALITY-V1-20260807
730,730,730/730 最终 FULL,CQ-S-20260805-C2-Q0017-C05,CQ-S-20260805-C2-Q0017,CQ-Q0017,达人分销系统怎么选?,核心池,对比决策问题,core_round_2,allymatic阿力 | TikTok达人营销、达人分销与达人建联系统,https://allymatic.com/zh,allymatic.com,other,unknown,,,,unknown,unknown,robots_unavailable,ACC-UNKNOWN-NO-RETRY,unknown,page_not_auditable,AUTH-UNKNOWN-NO-PAGE,[],[],unknown,page_not_auditable,REL-UNKNOWN-NO-PAGE,0.0,0.0,0.0,,unknown,date_missing,FRESH-UNKNOWN-MISSING,none,[],,CQQ-CITATION-QUALITY-V1-20260807
730,730,730/730 最终 FULL,CQ-S-20260805-C2-Q0017-C06,CQ-S-20260805-C2-Q0017,CQ-Q0017,达人分销系统怎么选?,核心池,对比决策问题,core_round_2,2025最新分销小程序系统推荐:哪种模式适合你?-分润宝,https://fenrunbao.cn/qa/qa_17664.html,fenrunbao.cn,other,pass,2025-06-14,,,fail,pass,normal_access,ACC-PASS-HTTP2XX,unknown,identity_evidence_insufficient,AUTH-UNKNOWN-INSUFFICIENT,[],[],pass,threshold_match,REL-PASS-THRESHOLD,1.0,0.75,0.141923,全国服务热线0592-5519259 QQ咨询 微信咨询 分润宝客服 QQ咨询 微信咨询 电话咨询 分润系统 支付联盟系统 分销系统 共享店铺系统 营销方案 常见问题 联系分润宝 微信客服 客服微信号 15959224512 复制微信号 更新升级共享店铺代理商管理分润结算机具管理交易管理提现管理技术文档下载专区新手指南游乐场拓客系统分销模式分销动态 分类 分列转文本导出数据pos联盟系统配置pos红包系统共享店铺系统分润模式共享股东分红计算关于分润宝 分润宝 > 常见问题 >,fail,older_than_12_months,FRESH-FAIL-OLD,page_explicit,"[""2025-06-01""]",2025-06-14,CQQ-CITATION-QUALITY-V1-20260807
730,730,730/730 最终 FULL,CQ-S-20260805-C2-Q0017-C07,CQ-S-20260805-C2-Q0017,CQ-Q0017,达人分销系统怎么选?,核心池,对比决策问题,core_round_2,"2026推客分销系统实测测评:功能、品牌、价格全解析,商家选型不踩坑_推广_核心_支持",https://m.sohu.com/a/1016059660_122647916,m.sohu.com,media,unknown,2026-04-29,,,pass,unknown,robots_denied,ACC-UNKNOWN-NO-RETRY,unknown,page_not_auditable,AUTH-UNKNOWN-NO-PAGE,[],[],unknown,page_not_auditable,REL-UNKNOWN-NO-PAGE,0.0,0.0,0.0,,pass,within_12_months,FRESH-PASS-WINDOW,frozen_source_table,"[""2026-04-29""]",2026-04-29,CQQ-CITATION-QUALITY-V1-20260807
730,730,730/730 最终 FULL,CQ-S-20260805-C2-Q0017-C08,CQ-S-20260805-C2-Q0017,CQ-Q0017,达人分销系统怎么选?,核心池,对比决策问题,core_round_2,GoAffPro vs. UpPromote vs. Social Snowball: Which Shopify Affiliate App Is Right for Your Brand?,https://creatorcommerce.shop/brand-blog/goaffpro-vs-uppromote-vs-social-snowball,creatorcommerce.shop,other,unknown,2026-04-02,,,pass,unknown,robots_unavailable,ACC-UNKNOWN-NO-RETRY,unknown,page_not_auditable,AUTH-UNKNOWN-NO-PAGE,[],[],unknown,page_not_auditable,REL-UNKNOWN-NO-PAGE,0.0,0.0,0.0,,pass,within_12_months,FRESH-PASS-WINDOW,frozen_source_table,"[""2026-04-02""]",2026-04-02,CQQ-CITATION-QUALITY-V1-20260807
730,730,730/730 最终 FULL,CQ-S-20260805-C2-Q0017-C09,CQ-S-20260805-C2-Q0017,CQ-Q0017,达人分销系统怎么选?,核心池,对比决策问题,core_round_2,达人分销sass工具「热度云」怎么样?|达人|热度_新浪新闻,https://k.sina.com.cn/article_7624285856_1c6715ea00010277o4.html,k.sina.com.cn,other,pass,2025-06-06,,,fail,pass,normal_access,ACC-PASS-HTTP2XX,pass,author_and_publisher_signals,AUTH-PASS-DUAL-IDENTITY,"[""财经商讯网""]","[""新浪网""]",pass,threshold_match,REL-PASS-THRESHOLD,0.944444,0.5,0.028945,_新浪新闻 新浪首页 新闻 体育 财经 娱乐 科技 博客 图片 专栏 更多 汽车教育时尚女性星座健康 房产历史视频收藏育儿读书 佛学游戏旅游邮箱导航 移动客户端 新浪微博 新浪新闻 新浪财经 新浪体育 新浪众测 新浪博客 新浪视频 新浪游戏 天气通 我的收藏 注册 登录 新浪看点 科技看点>正文 新浪新闻客户端 新浪新闻公众号 新浪新闻视频号 新浪新闻抖音 新浪新闻快手 新浪新闻小红书 新浪新闻B站 热搜时代小宇宙 × 点击任意位置关闭 新闻 图片 视频 达人分销sass工具,fail,older_than_12_months,FRESH-FAIL-OLD,page_structured,"[""2025-06-06""]",2025-06-06,CQQ-CITATION-QUALITY-V1-20260807
730,730,730/730 最终 FULL,CQ-S-20260805-C2-Q0017-C10,CQ-S-20260805-C2-Q0017,CQ-Q0017,达人分销系统怎么选?,核心池,对比决策问题,core_round_2,"2026 好用推客带货工具盘点|商家达人必备2026 好用推客带货工具盘点|商家达人必备 到了 2026 年,微信生态里 - 掘金",https://juejin.cn/post/7617429942406922240,juejin.cn,other,pass,2026-03-16,,,pass,pass,normal_access,ACC-PASS-HTTP2XX,pass,author_and_publisher_signals,AUTH-PASS-DUAL-IDENTITY,"[""企微助手深度精选""]","[""掘金""]",pass,threshold_match,REL-PASS-THRESHOLD,1.0,0.5,0.121382,2026 好用推客带货工具盘点｜商家达人必备2026 好用推客带货工具盘点｜商家达人必备 到了 2026 年，微信生态里 - 掘金 2026 好用推客带货工具盘点｜商家达人必备2026 好用推客带货工具盘点｜商家达人必备 到了 2026 年，微信生态里 - 掘金 首页 沸点 课程 APP 搜索历史 清空 创作者中心 写文章 发沸点 写笔记 写代码 草稿箱 创作灵感 查看更多 登录 注册 2026 好用推客带货工具盘点｜商家达人必备 企微助手深度精选 2026-03-16 15,pass,within_12_months,FRESH-PASS-WINDOW,page_structured,"[""2026-03-16""]",2026-03-16,CQQ-CITATION-QUALITY-V1-20260807
730,730,730/730 最终 FULL,CQ-S-20260805-C2-Q0017-C11,CQ-S-20260805-C2-Q0017,CQ-Q0017,达人分销系统怎么选?,核心池,对比决策问题,core_round_2,"25年本地生活代运营系统怎么选?抽佣模式暗藏猫腻,这3点不看血亏!-代运营-淘宝好物网",https://goods.taobao.com/t/daiyunying_16960/0aa597af72560048b649c2fe9cea7612.html,goods.taobao.com,other,pass,2025-09-08,,,pass,pass,normal_access,ACC-PASS-HTTP2XX,unknown,identity_evidence_insufficient,AUTH-UNKNOWN-INSUFFICIENT,[],[],pass,threshold_match,REL-PASS-THRESHOLD,1.0,0.875,0.163399,-代运营-淘宝好物网 25年本地生活代运营系统怎么选,pass,within_12_months,FRESH-PASS-WINDOW,page_explicit,"[""2025-09-08""]",2025-09-08,CQQ-CITATION-QUALITY-V1-20260807
730,730,730/730 最终 FULL,CQ-S-20260805-C2-Q0017-C12,CQ-S-20260805-C2-Q0017,CQ-Q0017,达人分销系统怎么选?,核心池,对比决策问题,core_round_2,"从0到1搭建分销小程序,一篇看懂全流程",https://xiaokeduo.com/news/19267.html,xiaokeduo.com,other,unknown,2026-07-06,,,pass,unknown,robots_unavailable,ACC-UNKNOWN-NO-RETRY,unknown,page_not_auditable,AUTH-UNKNOWN-NO-PAGE,[],[],unknown,page_not_auditable,REL-UNKNOWN-NO-PAGE,0.0,0.0,0.0,,pass,within_12_months,FRESH-PASS-WINDOW,frozen_source_table,"[""2026-07-06""]",2026-07-06,CQQ-CITATION-QUALITY-V1-20260807
730,730,730/730 最终 FULL,CQ-S-20260805-C2-Q0017-C13,CQ-S-20260805-C2-Q0017,CQ-Q0017,达人分销系统怎么选?,核心池,对比决策问题,core_round_2,分销系统选型不只是比价格:五个容易被忽略的技术和运营维度_婷婷聊系统开发,http://m.toutiao.com/group/7667421175923950122,m.toutiao.com,other,unknown,2026-07-28,,,pass,unknown,robots_denied,ACC-UNKNOWN-NO-RETRY,unknown,page_not_auditable,AUTH-UNKNOWN-NO-PAGE,[],[],unknown,page_not_auditable,REL-UNKNOWN-NO-PAGE,0.0,0.0,0.0,,pass,within_12_months,FRESH-PASS-WINDOW,frozen_source_table,"[""2026-07-28""]",2026-07-28,CQQ-CITATION-QUALITY-V1-20260807
730,730,730/730 最终 FULL,CQ-S-20260805-C2-Q0017-C14,CQ-S-20260805-C2-Q0017,CQ-Q0017,达人分销系统怎么选?,核心池,对比决策问题,core_round_2,"达人筛选分层全方案➕三大痛点避坑✅。⭕核心底层逻辑:不以粉丝量级分层,以【转化能力 + 人群匹配 + 履约信用 + 退货健康度】四维打分,建立动态升降级达人池;先风控,再寄样,用流程堵住三类低效达人。 . ✅一、达人前置筛选标准(第一道门槛,提前过滤垃圾达人) . ✅二、达人分层体系(S/A/B/C/D 五级动态管理,可直接落地成表格) . ✅三、三大痛点完整解决方案:虚粉、高退货、样品白嫖 .",https://iesdouyin.com/share/video/7670068674690954874,iesdouyin.com,platform_official,unknown,2026-08-04,,,pass,unknown,robots_unavailable,ACC-UNKNOWN-NO-RETRY,pass,frozen_official_source_type,AUTH-PASS-FROZEN-OFFICIAL,[],[],unknown,page_not_auditable,REL-UNKNOWN-NO-PAGE,0.0,0.0,0.0,,pass,within_12_months,FRESH-PASS-WINDOW,frozen_source_table,"[""2026-08-04""]",2026-08-04,CQQ-CITATION-QUALITY-V1-20260807
730,730,730/730 最终 FULL,CQ-S-20260805-C2-Q0017-C15,CQ-S-20260805-C2-Q0017,CQ-Q0017,达人分销系统怎么选?,核心池,对比决策问题,core_round_2,短剧分销系统避坑指南:从技术选型到运营落地的 12 个致命陷阱-CSDN博客,https://blog.csdn.net/wx_nn7334n/article/details/152899796,blog.csdn.net,other,unknown,2025-10-11,,,pass,unknown,transient_or_technical,ACC-UNKNOWN-HTTP5XX,unknown,page_not_auditable,AUTH-UNKNOWN-NO-PAGE,[],[],unknown,page_not_auditable,REL-UNKNOWN-NO-PAGE,0.0,0.0,0.0,,pass,within_12_months,FRESH-PASS-WINDOW,frozen_source_table,"[""2025-10-11""]",2025-10-11,CQQ-CITATION-QUALITY-V1-20260807
730,730,730/730 最终 FULL,CQ-S-20260805-C2-Q0017-C16,CQ-S-20260805-C2-Q0017,CQ-Q0017,达人分销系统怎么选?,核心池,对比决策问题,core_round_2,"2026微信小店推客系统红黑榜,这3款千万别碰,新手避坑指南!_分销_资金风险_数据",https://m.sohu.com/a/992437909_122647916,m.sohu.com,media,unknown,2026-03-04,,,pass,unknown,robots_denied,ACC-UNKNOWN-NO-RETRY,unknown,page_not_auditable,AUTH-UNKNOWN-NO-PAGE,[],[],unknown,page_not_auditable,REL-UNKNOWN-NO-PAGE,0.0,0.0,0.0,,pass,within_12_months,FRESH-PASS-WINDOW,frozen_source_table,"[""2026-03-04""]",2026-03-04,CQQ-CITATION-QUALITY-V1-20260807
730,730,730/730 最终 FULL,CQ-S-20260805-C2-Q0017-C17,CQ-S-20260805-C2-Q0017,CQ-Q0017,达人分销系统怎么选?,核心池,对比决策问题,core_round_2,"支持全域推广的推客分销系统盘点,商家必看选型指南支持全域推广的推客分销系统盘点,商家必看选型指南 做微信生态生意的人,大 - 掘金",https://juejin.cn/post/7623066322222022656,juejin.cn,other,pass,2026-03-31,,,pass,pass,normal_access,ACC-PASS-HTTP2XX,pass,author_and_publisher_signals,AUTH-PASS-DUAL-IDENTITY,"[""企微助手深度精选""]","[""掘金""]",pass,threshold_match,REL-PASS-THRESHOLD,1.0,0.625,0.139122,支持全域推广的推客分销系统盘点，商家必看选型指南支持全域推广的推客分销系统盘点，商家必看选型指南 做微信生态生意的人，大 - 掘金 支持全域推广的推客分销系统盘点，商家必看选型指南支持全域推广的推客分销系统盘点，商家必看选型指南 做微信生态生意的人，大 - 掘金 首页 沸点 课程 APP 搜索历史 清空 创作者中心 写文章 发沸点 写笔记 写代码 草稿箱 创作灵感 查看更多 登录 注册 支持全域推广的推客分销系统盘点，商家必看选型指南 企微助手深度精选 2026-03-31 ,pass,within_12_months,FRESH-PASS-WINDOW,page_structured,"[""2026-03-31""]",2026-03-31,CQQ-CITATION-QUALITY-V1-20260807
730,730,730/730 最终 FULL,CQ-S-20260805-C2-Q0017-C18,CQ-S-20260805-C2-Q0017,CQ-Q0017,达人分销系统怎么选?,核心池,对比决策问题,core_round_2,2026年广受信赖的电商达人分销解决方案服务商选择指南 - 八方资源网,https://mip.b2b168.com/wvs322987870.html,mip.b2b168.com,other,unknown,2026-08-04,,,pass,unknown,transient_or_technical,ACC-UNKNOWN-HTTP5XX,unknown,page_not_auditable,AUTH-UNKNOWN-NO-PAGE,[],[],unknown,page_not_auditable,REL-UNKNOWN-NO-PAGE,0.0,0.0,0.0,,pass,within_12_months,FRESH-PASS-WINDOW,frozen_source_table,"[""2026-08-04""]",2026-08-04,CQQ-CITATION-QUALITY-V1-20260807
730,730,730/730 最终 FULL,CQ-S-20260805-C2-Q0017-C19,CQ-S-20260805-C2-Q0017,CQ-Q0017,达人分销系统怎么选?,核心池,对比决策问题,core_round_2,"达人分销佣金体系设计➕红线测算完整方案✅。🛠适用场景:天🐱 / dou音电商 / 🦋号电商,店铺自播外、纯达人分销模式(团长、普通达人、中腰部、头部达人),核心解决两大痛点: 👉1、佣金结构分层合理,既能招到达人,又不会无序内卷; 👉2、量化算出【安全佣金上限红线】,杜绝 “销量越高亏越多”。 🔺前提定义:本文分销 = 商家供货,达人短视频 / 直播带货,结算形式:佣金 + 可能坑位费 /",https://iesdouyin.com/share/video/7669748616814530289,iesdouyin.com,platform_official,unknown,2026-08-03,,,pass,unknown,robots_unavailable,ACC-UNKNOWN-NO-RETRY,pass,frozen_official_source_type,AUTH-PASS-FROZEN-OFFICIAL,[],[],unknown,page_not_auditable,REL-UNKNOWN-NO-PAGE,0.0,0.0,0.0,,pass,within_12_months,FRESH-PASS-WINDOW,frozen_source_table,"[""2026-08-03""]",2026-08-03,CQQ-CITATION-QUALITY-V1-20260807
730,730,730/730 最终 FULL,CQ-S-20260805-C2-Q0018-C01,CQ-S-20260805-C2-Q0018,CQ-Q0018,达人库、灰豚数据、蝉圈圈这类工具有什么区别?,核心池,对比决策问题,core_round_2,灰豚数据 - 直播短视频带货数据分析平台|抖音快手小红书达人查询爆款商品直播间数据工具网页版,https://huitun.aiproducthub.cn/,huitun.aiproducthub.cn,competitor,pass,,,,unknown,pass,normal_access,ACC-PASS-HTTP2XX,unknown,identity_evidence_insufficient,AUTH-UNKNOWN-INSUFFICIENT,"[""AI产品库""]",[],pass,threshold_match,REL-PASS-THRESHOLD,1.0,0.333333,0.139978,灰豚数据 - 直播短视频带货数据分析平台｜抖音快手小红书达人查询爆款商品直播间数据工具网页版 灰豚数据 - 直播短视频带货数据分析平台｜抖音快手小红书达人查询爆款商品直播间数据工具网页版 AI产品库 > 灰豚数据 灰豚数据 直播短视频带货数据分析平台，覆盖抖音/快手/小红书/淘宝，支持找达人查爆款看直播数据 立即使用 免费试用 AI产品库官网 灰豚数据详细介绍 🔍 千万级达人账号数据库 灰豚数据收录超过999万+的账号数据，覆盖抖音、快手、淘宝、小红书等多个主流电商内容平台,unknown,date_missing,FRESH-UNKNOWN-MISSING,none,[],,CQQ-CITATION-QUALITY-V1-20260807
730,730,730/730 最终 FULL,CQ-S-20260805-C2-Q0018-C02,CQ-S-20260805-C2-Q0018,CQ-Q0018,达人库、灰豚数据、蝉圈圈这类工具有什么区别?,核心池,对比决策问题,core_round_2,数据分析工具 | LuoLuo Wiki,https://luoluo.help/docs/xiaohongshu/data-tools,luoluo.help,other,unknown,,,,unknown,unknown,robots_unavailable,ACC-UNKNOWN-NO-RETRY,unknown,page_not_auditable,AUTH-UNKNOWN-NO-PAGE,[],[],unknown,page_not_auditable,REL-UNKNOWN-NO-PAGE,0.0,0.0,0.0,,unknown,date_missing,FRESH-UNKNOWN-MISSING,none,[],,CQQ-CITATION-QUALITY-V1-20260807
730,730,730/730 最终 FULL,CQ-S-20260805-C2-Q0018-C03,CQ-S-20260805-C2-Q0018,CQ-Q0018,达人库、灰豚数据、蝉圈圈这类工具有什么区别?,核心池,对比决策问题,core_round_2,蝉圈圈 - 一站式多平台达人营销及种草解决方案,https://kolkoc.com/bridge,kolkoc.com,official_direct,pass,,,,unknown,pass,normal_access,ACC-PASS-HTTP2XX,pass,frozen_official_source_type,AUTH-PASS-FROZEN-OFFICIAL,[],[],unknown,content_insufficient,REL-UNKNOWN-CONTENT,0.0,0.0,0.0,蝉圈圈达人营销官网-抖音/快手/多平台达人营销种草一站式管理 蝉圈圈达人营销官网-抖音/快手/多平台达人营销种草一站式管理,unknown,date_missing,FRESH-UNKNOWN-MISSING,none,[],,CQQ-CITATION-QUALITY-V1-20260807
