citation_id,batch_id,sample_id,question_id,source_title,raw_url,normalized_url,final_url,source_group,captured_at,site_key,matched_url
CIT-R3-Q0061-D2-R1-19,第三轮全量576采样,R3-Q0061-D2-R1,Q0061,TooBigData - 抖音快手短视频数据分析平台|网红排行热门商品账号诊断网页版入口,https://toobigdata.aiproducthub.cn/,https://toobigdata.aiproducthub.cn/,https://toobigdata.aiproducthub.cn/,other,2026-09-08T02:15:44.665Z,aiproducthub.cn,https://toobigdata.aiproducthub.cn/
CIT-R3-Q0062-D2-R1-09,第三轮全量576采样,R3-Q0062-D2-R1,Q0062,灰豚数据短视频& 直播电商数据分析平台_抖音、小红书达人营销管理工具-云巴巴,https://www.yun88.com/product/9520.html,https://www.yun88.com/product/9520.html,https://www.yun88.com/product/9520.html,other,2026-09-08T02:15:45.528Z,yun88.com,https://yun88.com/product/9520.html
CIT-R3-Q0063-D2-R1-20,第三轮全量576采样,R3-Q0063-D2-R1,Q0063,TooBigData - 抖音快手短视频数据分析平台|网红排行热门商品账号诊断网页版入口,https://toobigdata.aiproducthub.cn/,https://toobigdata.aiproducthub.cn/,https://toobigdata.aiproducthub.cn/,other,2026-09-08T02:15:47.587Z,aiproducthub.cn,https://toobigdata.aiproducthub.cn/
CIT-R3-Q0064-D2-R1-11,第三轮全量576采样,R3-Q0064-D2-R1,Q0064,TooBigData - 抖音快手短视频数据分析平台|网红排行热门商品账号诊断网页版入口,https://toobigdata.aiproducthub.cn/,https://toobigdata.aiproducthub.cn/,https://toobigdata.aiproducthub.cn/,other,2026-09-08T02:15:48.388Z,aiproducthub.cn,https://toobigdata.aiproducthub.cn/
CIT-R3-Q0071-D2-R1-02,第三轮全量576采样,R3-Q0071-D2-R1,Q0071,蝉妈妈 - 抖音短视频与直播电商数据分析平台|达人营销与商品洞察,https://chanmama.aiproducthub.cn/,https://chanmama.aiproducthub.cn/,https://chanmama.aiproducthub.cn/,other,2026-09-08T02:15:55.321Z,aiproducthub.cn,https://chanmama.aiproducthub.cn/
CIT-R3-Q0072-D2-R1-19,第三轮全量576采样,R3-Q0072-D2-R1,Q0072,新抖数据 - 新榜旗下抖音数据分析平台|短视频直播电商数据工具达人投放品牌营销网页版入口,https://xindou.aiproducthub.cn/,https://xindou.aiproducthub.cn/,https://xindou.aiproducthub.cn/,other,2026-09-08T02:15:56.203Z,aiproducthub.cn,https://xindou.aiproducthub.cn/
CIT-R3-Q0076-D2-R1-06,第三轮全量576采样,R3-Q0076-D2-R1,Q0076,灰豚数据短视频& 直播电商数据分析平台_抖音、小红书达人营销管理工具-云巴巴,https://www.yun88.com/product/9520.html,https://www.yun88.com/product/9520.html,https://www.yun88.com/product/9520.html,other,2026-09-08T02:15:59.833Z,yun88.com,https://yun88.com/product/9520.html
CIT-R3-Q0078-D2-R1-05,第三轮全量576采样,R3-Q0078-D2-R1,Q0078,飞瓜数据 - 短视频/直播电商数据分析平台|抖音快手B站数据洞察,https://feigua.aiproducthub.cn/,https://feigua.aiproducthub.cn/,https://feigua.aiproducthub.cn/,other,2026-09-08T02:16:01.753Z,aiproducthub.cn,https://feigua.aiproducthub.cn/
CIT-R3-Q0084-D2-R1-02,第三轮全量576采样,R3-Q0084-D2-R1,Q0084,飞瓜数据 - 短视频/直播电商数据分析平台|抖音快手B站数据洞察,https://feigua.aiproducthub.cn/,https://feigua.aiproducthub.cn/,https://feigua.aiproducthub.cn/,other,2026-09-08T02:28:07.883Z,aiproducthub.cn,https://feigua.aiproducthub.cn/
CIT-R3-Q0013-D2-R2-06,第三轮全量576采样,R3-Q0013-D2-R2,Q0013,灰豚数据短视频& 直播电商数据分析平台_抖音、小红书达人营销管理工具-云巴巴,https://www.yun88.com/product/9520.html,https://www.yun88.com/product/9520.html,https://www.yun88.com/product/9520.html,other,2026-09-08T02:28:32.792Z,yun88.com,https://yun88.com/product/9520.html
CIT-R3-Q0014-D2-R2-06,第三轮全量576采样,R3-Q0014-D2-R2,Q0014,有米云有米有数新电商营销大数据分析平台,https://www.yun88.com/product/8283.html,https://www.yun88.com/product/8283.html,https://www.yun88.com/product/8283.html,other,2026-09-08T02:28:33.619Z,yun88.com,https://yun88.com/product/8283.html
CIT-R3-Q0018-D2-R2-21,第三轮全量576采样,R3-Q0018-D2-R2,Q0018,考古加 - 抖音电商数据分析平台|达人直播带货选品分析网页版入口,https://kaogujia.aiproducthub.cn/,https://kaogujia.aiproducthub.cn/,https://kaogujia.aiproducthub.cn/,other,2026-09-08T02:28:37.555Z,aiproducthub.cn,https://kaogujia.aiproducthub.cn/
CIT-R3-Q0018-D2-R2-22,第三轮全量576采样,R3-Q0018-D2-R2,Q0018,灰豚数据短视频& 直播电商数据分析平台_抖音、小红书达人营销管理工具-云巴巴,https://www.yun88.com/product/9520.html,https://www.yun88.com/product/9520.html,https://www.yun88.com/product/9520.html,other,2026-09-08T02:28:37.555Z,yun88.com,https://yun88.com/product/9520.html
CIT-R3-Q0019-D2-R2-06,第三轮全量576采样,R3-Q0019-D2-R2,Q0019,TooBigData - 抖音快手短视频数据分析平台|网红排行热门商品账号诊断网页版入口,https://toobigdata.aiproducthub.cn/,https://toobigdata.aiproducthub.cn/,https://toobigdata.aiproducthub.cn/,other,2026-09-08T02:28:38.571Z,aiproducthub.cn,https://toobigdata.aiproducthub.cn/
CIT-R3-Q0036-D2-R2-13,第三轮全量576采样,R3-Q0036-D2-R2,Q0036,灰豚数据短视频& 直播电商数据分析平台_抖音、小红书达人营销管理工具-云巴巴,https://www.yun88.com/product/9520.html,https://www.yun88.com/product/9520.html,https://www.yun88.com/product/9520.html,other,2026-09-08T02:29:03.021Z,yun88.com,https://yun88.com/product/9520.html
CIT-R3-Q0043-D2-R2-18,第三轮全量576采样,R3-Q0043-D2-R2,Q0043,考古加 - 抖音电商数据分析平台|达人直播带货选品分析网页版入口,https://kaogujia.aiproducthub.cn/,https://kaogujia.aiproducthub.cn/,https://kaogujia.aiproducthub.cn/,other,2026-09-08T02:29:09.624Z,aiproducthub.cn,https://kaogujia.aiproducthub.cn/
CIT-R3-Q0046-D2-R2-21,第三轮全量576采样,R3-Q0046-D2-R2,Q0046,考古加 - 抖音电商数据分析平台|达人直播带货选品分析网页版入口,https://kaogujia.aiproducthub.cn/,https://kaogujia.aiproducthub.cn/,https://kaogujia.aiproducthub.cn/,other,2026-09-08T02:29:12.574Z,aiproducthub.cn,https://kaogujia.aiproducthub.cn/
CIT-R3-Q0046-D2-R2-24,第三轮全量576采样,R3-Q0046-D2-R2,Q0046,TooBigData - 抖音快手短视频数据分析平台|网红排行热门商品账号诊断网页版入口,https://toobigdata.aiproducthub.cn/,https://toobigdata.aiproducthub.cn/,https://toobigdata.aiproducthub.cn/,other,2026-09-08T02:29:12.574Z,aiproducthub.cn,https://toobigdata.aiproducthub.cn/
CIT-R3-Q0047-D2-R2-07,第三轮全量576采样,R3-Q0047-D2-R2,Q0047,蝉妈妈 - 抖音短视频与直播电商数据分析平台|达人营销与商品洞察,https://chanmama.aiproducthub.cn/,https://chanmama.aiproducthub.cn/,https://chanmama.aiproducthub.cn/,other,2026-09-08T02:29:13.476Z,aiproducthub.cn,https://chanmama.aiproducthub.cn/
CIT-R3-Q0047-D2-R2-08,第三轮全量576采样,R3-Q0047-D2-R2,Q0047,考古加 - 抖音电商数据分析平台|达人直播带货选品分析网页版入口,https://kaogujia.aiproducthub.cn/,https://kaogujia.aiproducthub.cn/,https://kaogujia.aiproducthub.cn/,other,2026-09-08T02:29:13.476Z,aiproducthub.cn,https://kaogujia.aiproducthub.cn/
CIT-R3-Q0047-D2-R2-10,第三轮全量576采样,R3-Q0047-D2-R2,Q0047,有米云有米有数新电商营销大数据分析平台_抖音电商选品软件_智能投放提效工具-云巴巴,https://www.yun88.com/product/8283.html,https://www.yun88.com/product/8283.html,https://www.yun88.com/product/8283.html,other,2026-09-08T02:29:13.476Z,yun88.com,https://yun88.com/product/8283.html
CIT-R3-Q0060-D2-R2-05,第三轮全量576采样,R3-Q0060-D2-R2,Q0060,飞瓜数据 - 短视频/直播电商数据分析平台|抖音快手B站数据洞察,https://feigua.aiproducthub.cn/,https://feigua.aiproducthub.cn/,https://feigua.aiproducthub.cn/,other,2026-09-08T02:35:09.313Z,aiproducthub.cn,https://feigua.aiproducthub.cn/
CIT-R3-Q0060-D2-R2-16,第三轮全量576采样,R3-Q0060-D2-R2,Q0060,灰豚数据短视频& 直播电商数据分析平台_抖音、小红书达人营销管理工具-云巴巴,https://www.yun88.com/product/9520.html,https://www.yun88.com/product/9520.html,https://www.yun88.com/product/9520.html,other,2026-09-08T02:35:09.313Z,yun88.com,https://yun88.com/product/9520.html
CIT-R3-Q0063-D2-R2-09,第三轮全量576采样,R3-Q0063-D2-R2,Q0063,TooBigData - 抖音快手短视频数据分析平台|网红排行热门商品账号诊断网页版入口,https://toobigdata.aiproducthub.cn/,https://toobigdata.aiproducthub.cn/,https://toobigdata.aiproducthub.cn/,other,2026-09-08T02:35:28.415Z,aiproducthub.cn,https://toobigdata.aiproducthub.cn/
CIT-R3-Q0063-D2-R2-12,第三轮全量576采样,R3-Q0063-D2-R2,Q0063,有米云有米有数新电商营销大数据分析平台_抖音电商选品软件_智能投放提效工具-云巴巴,https://www.yun88.com/product/8283.html,https://www.yun88.com/product/8283.html,https://www.yun88.com/product/8283.html,other,2026-09-08T02:35:28.415Z,yun88.com,https://yun88.com/product/8283.html
CIT-R3-Q0064-D2-R2-09,第三轮全量576采样,R3-Q0064-D2-R2,Q0064,飞瓜数据 - 短视频/直播电商数据分析平台|抖音快手B站数据洞察,https://feigua.aiproducthub.cn/,https://feigua.aiproducthub.cn/,https://feigua.aiproducthub.cn/,other,2026-09-08T02:35:29.493Z,aiproducthub.cn,https://feigua.aiproducthub.cn/
CIT-R3-Q0064-D2-R2-11,第三轮全量576采样,R3-Q0064-D2-R2,Q0064,TooBigData - 抖音快手短视频数据分析平台|网红排行热门商品账号诊断网页版入口,https://toobigdata.aiproducthub.cn/,https://toobigdata.aiproducthub.cn/,https://toobigdata.aiproducthub.cn/,other,2026-09-08T02:35:29.493Z,aiproducthub.cn,https://toobigdata.aiproducthub.cn/
CIT-R3-Q0061-D2-R2-05,第三轮全量576采样,R3-Q0061-D2-R2,Q0061,抖查查 - 抖音直播短视频电商数据分析平台|直播大屏秒级监测带货分析商品销量排行热门榜单账号诊断达人运营变现网页版入口,https://douchacha.aiproducthub.cn/,https://douchacha.aiproducthub.cn/,https://douchacha.aiproducthub.cn/,other,2026-09-08T02:35:55.219Z,aiproducthub.cn,https://douchacha.aiproducthub.cn/
CIT-R3-Q0065-D2-R2-14,第三轮全量576采样,R3-Q0065-D2-R2,Q0065,toobigdata,https://toobigdata.aiproducthub.cn/,https://toobigdata.aiproducthub.cn/,https://toobigdata.aiproducthub.cn/,other,2026-09-08T02:35:56.906Z,aiproducthub.cn,https://toobigdata.aiproducthub.cn/
CIT-R3-Q0071-D2-R2-15,第三轮全量576采样,R3-Q0071-D2-R2,Q0071,灰豚数据短视频& 直播电商数据分析平台_抖音、小红书达人营销管理工具-云巴巴,https://www.yun88.com/product/9520.html,https://www.yun88.com/product/9520.html,https://www.yun88.com/product/9520.html,other,2026-09-08T02:54:13.216Z,yun88.com,https://yun88.com/product/9520.html
CIT-R3-Q0076-D2-R2-06,第三轮全量576采样,R3-Q0076-D2-R2,Q0076,抖查查 - 抖音直播短视频电商数据分析平台|直播大屏秒级监测带货分析商品销量排行热门榜单账号诊断达人运营变现网页版入口,https://douchacha.aiproducthub.cn/,https://douchacha.aiproducthub.cn/,https://douchacha.aiproducthub.cn/,other,2026-09-08T02:54:23.251Z,aiproducthub.cn,https://douchacha.aiproducthub.cn/
CIT-R3-Q0076-D2-R2-07,第三轮全量576采样,R3-Q0076-D2-R2,Q0076,灰豚数据短视频& 直播电商数据分析平台_抖音、小红书达人营销管理工具-云巴巴,https://www.yun88.com/product/9520.html,https://www.yun88.com/product/9520.html,https://www.yun88.com/product/9520.html,other,2026-09-08T02:54:23.251Z,yun88.com,https://yun88.com/product/9520.html
CIT-R3-Q0076-D2-R2-15,第三轮全量576采样,R3-Q0076-D2-R2,Q0076,新抖数据 - 新榜旗下抖音数据分析平台|短视频直播电商数据工具达人投放品牌营销网页版入口,https://xindou.aiproducthub.cn/,https://xindou.aiproducthub.cn/,https://xindou.aiproducthub.cn/,other,2026-09-08T02:54:23.251Z,aiproducthub.cn,https://xindou.aiproducthub.cn/
CIT-R3-Q0078-D2-R2-06,第三轮全量576采样,R3-Q0078-D2-R2,Q0078,灰豚数据短视频& 直播电商数据分析平台_抖音、小红书达人营销管理工具-云巴巴,https://www.yun88.com/product/9520.html,https://www.yun88.com/product/9520.html,https://www.yun88.com/product/9520.html,other,2026-09-08T02:54:28.671Z,yun88.com,https://yun88.com/product/9520.html
CIT-R3-Q0084-D2-R2-02,第三轮全量576采样,R3-Q0084-D2-R2,Q0084,飞瓜数据 - 短视频/直播电商数据分析平台|抖音快手B站数据洞察,https://feigua.aiproducthub.cn/,https://feigua.aiproducthub.cn/,https://feigua.aiproducthub.cn/,other,2026-09-08T02:54:40.408Z,aiproducthub.cn,https://feigua.aiproducthub.cn/
CIT-R3-Q0003-D2-R3-07,第三轮全量576采样,R3-Q0003-D2-R3,Q0003,飞瓜数据 - 短视频/直播电商数据分析平台|抖音快手B站数据洞察,https://feigua.aiproducthub.cn/,https://feigua.aiproducthub.cn/,https://feigua.aiproducthub.cn/,other,2026-09-08T02:55:09.375Z,aiproducthub.cn,https://feigua.aiproducthub.cn/
CIT-R3-Q0014-D2-R3-06,第三轮全量576采样,R3-Q0014-D2-R3,Q0014,有米云有米有数新电商营销大数据分析平台,https://www.yun88.com/product/8283.html,https://www.yun88.com/product/8283.html,https://www.yun88.com/product/8283.html,other,2026-09-08T02:55:32.950Z,yun88.com,https://yun88.com/product/8283.html
CIT-R3-Q0019-D2-R3-13,第三轮全量576采样,R3-Q0019-D2-R3,Q0019,TooBigData - 抖音快手短视频数据分析平台|网红排行热门商品账号诊断网页版入口,https://toobigdata.aiproducthub.cn/,https://toobigdata.aiproducthub.cn/,https://toobigdata.aiproducthub.cn/,other,2026-09-08T02:55:42.627Z,aiproducthub.cn,https://toobigdata.aiproducthub.cn/
CIT-R3-Q0023-D2-R3-28,第三轮全量576采样,R3-Q0023-D2-R3,Q0023,灰豚数据短视频& 直播电商数据分析平台_抖音、小红书达人营销管理工具-云巴巴,https://www.yun88.com/product/9520.html,https://www.yun88.com/product/9520.html,https://www.yun88.com/product/9520.html,other,2026-09-08T02:55:49.391Z,yun88.com,https://yun88.com/product/9520.html
CIT-R3-Q0031-D2-R3-12,第三轮全量576采样,R3-Q0031-D2-R3,Q0031,考古加 - 抖音电商数据分析平台|达人直播带货选品分析网页版入口,https://kaogujia.aiproducthub.cn/,https://kaogujia.aiproducthub.cn/,https://kaogujia.aiproducthub.cn/,other,2026-09-08T02:56:05.690Z,aiproducthub.cn,https://kaogujia.aiproducthub.cn/
CIT-R3-Q0036-D2-R3-16,第三轮全量576采样,R3-Q0036-D2-R3,Q0036,灰豚数据短视频& 直播电商数据分析平台_抖音、小红书达人营销管理工具-云巴巴,https://www.yun88.com/product/9520.html,https://www.yun88.com/product/9520.html,https://www.yun88.com/product/9520.html,other,2026-09-08T02:56:14.709Z,yun88.com,https://yun88.com/product/9520.html
CIT-R3-Q0044-D2-R3-04,第三轮全量576采样,R3-Q0044-D2-R3,Q0044,灰豚数据短视频& 直播电商数据分析平台_抖音、小红书达人营销管理工具-云巴巴,https://www.yun88.com/product/9520.html,https://www.yun88.com/product/9520.html,https://www.yun88.com/product/9520.html,other,2026-09-08T03:06:01.276Z,yun88.com,https://yun88.com/product/9520.html
CIT-R3-Q0057-D2-R3-02,第三轮全量576采样,R3-Q0057-D2-R3,Q0057,飞瓜数据 - 短视频/直播电商数据分析平台|抖音快手B站数据洞察,https://feigua.aiproducthub.cn/,https://feigua.aiproducthub.cn/,https://feigua.aiproducthub.cn/,other,2026-09-08T03:06:13.653Z,aiproducthub.cn,https://feigua.aiproducthub.cn/
CIT-R3-Q0057-D2-R3-05,第三轮全量576采样,R3-Q0057-D2-R3,Q0057,TooBigData - 抖音快手短视频数据分析平台|网红排行热门商品账号诊断网页版入口,https://toobigdata.aiproducthub.cn/,https://toobigdata.aiproducthub.cn/,https://toobigdata.aiproducthub.cn/,other,2026-09-08T03:06:13.653Z,aiproducthub.cn,https://toobigdata.aiproducthub.cn/
CIT-R3-Q0061-D2-R3-05,第三轮全量576采样,R3-Q0061-D2-R3,Q0061,抖查查 - 抖音直播短视频电商数据分析平台|直播大屏秒级监测带货分析商品销量排行热门榜单账号诊断达人运营变现网页版入口,https://douchacha.aiproducthub.cn/,https://douchacha.aiproducthub.cn/,https://douchacha.aiproducthub.cn/,other,2026-09-08T03:06:17.648Z,aiproducthub.cn,https://douchacha.aiproducthub.cn/
CIT-R3-Q0061-D2-R3-31,第三轮全量576采样,R3-Q0061-D2-R3,Q0061,飞瓜数据 - 短视频/直播电商数据分析平台|抖音快手B站数据洞察,https://feigua.aiproducthub.cn/,https://feigua.aiproducthub.cn/,https://feigua.aiproducthub.cn/,other,2026-09-08T03:06:17.648Z,aiproducthub.cn,https://feigua.aiproducthub.cn/
CIT-R3-Q0064-D2-R3-09,第三轮全量576采样,R3-Q0064-D2-R3,Q0064,飞瓜数据 - 短视频/直播电商数据分析平台|抖音快手B站数据洞察,https://feigua.aiproducthub.cn/,https://feigua.aiproducthub.cn/,https://feigua.aiproducthub.cn/,other,2026-09-08T03:06:20.612Z,aiproducthub.cn,https://feigua.aiproducthub.cn/
CIT-R3-Q0064-D2-R3-11,第三轮全量576采样,R3-Q0064-D2-R3,Q0064,TooBigData - 抖音快手短视频数据分析平台|网红排行热门商品账号诊断网页版入口,https://toobigdata.aiproducthub.cn/,https://toobigdata.aiproducthub.cn/,https://toobigdata.aiproducthub.cn/,other,2026-09-08T03:06:20.612Z,aiproducthub.cn,https://toobigdata.aiproducthub.cn/
CIT-R3-Q0069-D2-R3-17,第三轮全量576采样,R3-Q0069-D2-R3,Q0069,考古加 - 抖音电商数据分析平台|达人直播带货选品分析网页版入口,https://kaogujia.aiproducthub.cn/,https://kaogujia.aiproducthub.cn/,https://kaogujia.aiproducthub.cn/,other,2026-09-08T03:06:26.168Z,aiproducthub.cn,https://kaogujia.aiproducthub.cn/
CIT-R3-Q0076-D2-R3-09,第三轮全量576采样,R3-Q0076-D2-R3,Q0076,考古加 - 抖音电商数据分析平台|达人直播带货选品分析网页版入口,https://kaogujia.aiproducthub.cn/,https://kaogujia.aiproducthub.cn/,https://kaogujia.aiproducthub.cn/,other,2026-09-08T03:06:33.234Z,aiproducthub.cn,https://kaogujia.aiproducthub.cn/
CIT-R3-Q0095-D2-R3-20,第三轮全量576采样,R3-Q0095-D2-R3,Q0095,抖查查 - 抖音直播短视频电商数据分析平台|直播大屏秒级监测带货分析商品销量排行热门榜单账号诊断达人运营变现网页版入口,https://douchacha.aiproducthub.cn/,https://douchacha.aiproducthub.cn/,https://douchacha.aiproducthub.cn/,other,2026-09-08T03:07:12.945Z,aiproducthub.cn,https://douchacha.aiproducthub.cn/
