citation_id,batch_id,sample_id,question_id,source_title,raw_url,normalized_url,final_url,source_group,captured_at,article_key,platform,registry_id,account_name,account_type,confidence,match_basis
CIT-R3-Q0030-D1-R2-02,第三轮全量576采样,R3-Q0030-D1-R2,Q0030,多平台数据壁垒怎么打通?电商运营用蝉龙虾3步整合全域数据_销售_关联_自动提取,https://m.sohu.com/a/1047853866_122634602/,https://m.sohu.com/a/1047853866_122634602,https://m.sohu.com/a/1047853866_122634602,other,2026-09-07T10:47:59.017Z,sohu:1047853866_122634602,Sohu,sohu-chanmama,蝉妈妈,企业号,high,author_id_in_url
CIT-R3-Q0030-D1-R2-10,第三轮全量576采样,R3-Q0030-D1-R2,Q0030,蝉妈妈与抖音后台数据怎么核对?4步交叉验证_趋势_实际_罗盘,https://m.sohu.com/a/1059586809_122634602/,https://m.sohu.com/a/1059586809_122634602,https://m.sohu.com/a/1059586809_122634602,other,2026-09-07T10:47:59.017Z,sohu:1059586809_122634602,Sohu,sohu-chanmama,蝉妈妈,企业号,high,author_id_in_url
CIT-R3-Q0029-D1-R2-04,第三轮全量576采样,R3-Q0029-D1-R2,Q0029,抖音竞品分析四步法:高效对标实操指南_数据库_妈妈_策略,https://m.sohu.com/a/1012506901_122634602/,https://m.sohu.com/a/1012506901_122634602,https://m.sohu.com/a/1012506901_122634602,other,2026-09-07T10:48:01.351Z,sohu:1012506901_122634602,Sohu,sohu-chanmama,蝉妈妈,企业号,high,author_id_in_url
CIT-R3-Q0028-D1-R2-07,第三轮全量576采样,R3-Q0028-D1-R2,Q0028,蝉妈妈飞瓜核心差异?抖音运营选工具看这3点_数据_直播间_素材,https://m.sohu.com/a/1070382613_122634602/,https://m.sohu.com/a/1070382613_122634602,https://m.sohu.com/a/1070382613_122634602,other,2026-09-07T10:48:03.688Z,sohu:1070382613_122634602,Sohu,sohu-chanmama,蝉妈妈,企业号,high,author_id_in_url
CIT-R3-Q0024-D1-R2-05,第三轮全量576采样,R3-Q0024-D1-R2,Q0024,蝉妈妈短视频数据口径怎么查?运营核验指南_拆解_后台_工具,https://m.sohu.com/a/1071486163_122634602/,https://m.sohu.com/a/1071486163_122634602,https://m.sohu.com/a/1071486163_122634602,other,2026-09-07T10:48:14.913Z,sohu:1071486163_122634602,Sohu,sohu-chanmama,蝉妈妈,企业号,high,author_id_in_url
CIT-R3-Q0024-D1-R2-16,第三轮全量576采样,R3-Q0024-D1-R2,Q0024,竞品监控指标怎么看?蝉妈妈拆解数据颗粒度差异_直播_流量_品牌,https://m.sohu.com/a/1068378143_122634602/,https://m.sohu.com/a/1068378143_122634602,https://m.sohu.com/a/1068378143_122634602,other,2026-09-07T10:48:14.913Z,sohu:1068378143_122634602,Sohu,sohu-chanmama,蝉妈妈,企业号,high,author_id_in_url
CIT-R3-Q0022-D1-R2-12,第三轮全量576采样,R3-Q0022-D1-R2,Q0022,运营怎么查抖音电商数据?蝉妈妈深度分析攻略_模块_商品_直播,https://m.sohu.com/a/1044308750_122634602/,https://m.sohu.com/a/1044308750_122634602,https://m.sohu.com/a/1044308750_122634602,other,2026-09-07T10:48:20.084Z,sohu:1044308750_122634602,Sohu,sohu-chanmama,蝉妈妈,企业号,high,author_id_in_url
CIT-R3-Q0021-D1-R2-16,第三轮全量576采样,R3-Q0021-D1-R2,Q0021,蝉妈妈飞瓜核心差异?抖音运营选工具看这3点_数据_直播间_素材,https://m.sohu.com/a/1070382613_122634602/,https://m.sohu.com/a/1070382613_122634602,https://m.sohu.com/a/1070382613_122634602,other,2026-09-07T10:48:22.658Z,sohu:1070382613_122634602,Sohu,sohu-chanmama,蝉妈妈,企业号,high,author_id_in_url
CIT-R3-Q0021-D1-R2-17,第三轮全量576采样,R3-Q0021-D1-R2,Q0021,竞品监控指标怎么看?蝉妈妈拆解数据颗粒度差异_直播_流量_品牌,https://m.sohu.com/a/1068378143_122634602/,https://m.sohu.com/a/1068378143_122634602,https://m.sohu.com/a/1068378143_122634602,other,2026-09-07T10:48:22.658Z,sohu:1068378143_122634602,Sohu,sohu-chanmama,蝉妈妈,企业号,high,author_id_in_url
CIT-R3-Q0017-D1-R2-09,第三轮全量576采样,R3-Q0017-D1-R2,Q0017,蝉妈妈飞瓜核心差异?抖音运营选工具看这3点_数据_直播间_素材,https://m.sohu.com/a/1070382613_122634602/,https://m.sohu.com/a/1070382613_122634602,https://m.sohu.com/a/1070382613_122634602,other,2026-09-07T10:48:32.126Z,sohu:1070382613_122634602,Sohu,sohu-chanmama,蝉妈妈,企业号,high,author_id_in_url
CIT-R3-Q0014-D1-R2-04,第三轮全量576采样,R3-Q0014-D1-R2,Q0014,电商运营怎么查抖音直播带货达人数据与爆款选品?5个技巧用蝉妈妈数据分析平台实操指南_实时_品牌,https://m.sohu.com/a/1037959074_122634602/,https://m.sohu.com/a/1037959074_122634602,https://m.sohu.com/a/1037959074_122634602,other,2026-09-07T10:48:39.900Z,sohu:1037959074_122634602,Sohu,sohu-chanmama,蝉妈妈,企业号,high,author_id_in_url
CIT-R3-Q0012-D1-R2-06,第三轮全量576采样,R3-Q0012-D1-R2,Q0012,不用花钱也能做抖音电商数据运营?蝉妈妈免费功能实战用法_商品_直播_详情页,https://m.sohu.com/a/1041328285_122634602/,https://m.sohu.com/a/1041328285_122634602,https://m.sohu.com/a/1041328285_122634602,other,2026-09-07T10:48:50.834Z,sohu:1041328285_122634602,Sohu,sohu-chanmama,蝉妈妈,企业号,high,author_id_in_url
CIT-R3-Q0008-D1-R2-10,第三轮全量576采样,R3-Q0008-D1-R2,Q0008,蝉妈妈飞瓜核心差异?抖音运营选工具看这3点_数据_直播间_素材,https://m.sohu.com/a/1070382613_122634602/,https://m.sohu.com/a/1070382613_122634602,https://m.sohu.com/a/1070382613_122634602,other,2026-09-07T10:49:19.684Z,sohu:1070382613_122634602,Sohu,sohu-chanmama,蝉妈妈,企业号,high,author_id_in_url
CIT-R3-Q0007-D1-R2-14,第三轮全量576采样,R3-Q0007-D1-R2,Q0007,电商节日大促如何用数据预判市场走势?电商运营4步拆解路径_品类_商品_供给,https://m.sohu.com/a/1049554012_122634602/,https://m.sohu.com/a/1049554012_122634602,https://m.sohu.com/a/1049554012_122634602,other,2026-09-07T10:49:24.286Z,sohu:1049554012_122634602,Sohu,sohu-chanmama,蝉妈妈,企业号,high,author_id_in_url
CIT-R3-Q0005-D1-R2-11,第三轮全量576采样,R3-Q0005-D1-R2,Q0005,电商运营怎么查抖音直播带货达人数据与爆款选品?5个技巧用蝉妈妈数据分析平台实操指南_实时_品牌,https://m.sohu.com/a/1037959074_122634602/,https://m.sohu.com/a/1037959074_122634602,https://m.sohu.com/a/1037959074_122634602,other,2026-09-07T10:49:29.087Z,sohu:1037959074_122634602,Sohu,sohu-chanmama,蝉妈妈,企业号,high,author_id_in_url
CIT-R3-Q0005-D1-R2-21,第三轮全量576采样,R3-Q0005-D1-R2,Q0005,蝉妈妈飞瓜直播数据差异?直播运营拆解核心逻辑_电商数据观察员,http://m.toutiao.com/group/7668133227206345250/,https://m.toutiao.com/group/7668133227206345250,https://m.toutiao.com/group/7668133227206345250,other,2026-09-07T10:49:29.087Z,toutiao:7668133227206345250,Toutiao,toutiao-dianshang-data-observer,电商数据观察员,员工号,high,content_id_in_account_snapshot
CIT-R3-Q0004-D1-R2-12,第三轮全量576采样,R3-Q0004-D1-R2,Q0004,蝉妈妈飞瓜核心差异?抖音运营选工具看这3点_数据_直播间_素材,https://m.sohu.com/a/1070382613_122634602/,https://m.sohu.com/a/1070382613_122634602,https://m.sohu.com/a/1070382613_122634602,other,2026-09-07T10:49:32.393Z,sohu:1070382613_122634602,Sohu,sohu-chanmama,蝉妈妈,企业号,high,author_id_in_url
CIT-R3-Q0003-D1-R2-02,第三轮全量576采样,R3-Q0003-D1-R2,Q0003,电商运营怎么查抖音直播带货达人数据与爆款选品?5个技巧用蝉妈妈数据分析平台实操指南_实时_品牌,https://m.sohu.com/a/1037959074_122634602/,https://m.sohu.com/a/1037959074_122634602,https://m.sohu.com/a/1037959074_122634602,other,2026-09-07T10:49:34.788Z,sohu:1037959074_122634602,Sohu,sohu-chanmama,蝉妈妈,企业号,high,author_id_in_url
CIT-R3-Q0002-D1-R2-29,第三轮全量576采样,R3-Q0002-D1-R2,Q0002,蝉妈妈飞瓜直播数据差异?直播运营拆解核心逻辑_电商数据观察员,http://m.toutiao.com/group/7668133227206345250/,https://m.toutiao.com/group/7668133227206345250,https://m.toutiao.com/group/7668133227206345250,other,2026-09-07T10:49:37.174Z,toutiao:7668133227206345250,Toutiao,toutiao-dianshang-data-observer,电商数据观察员,员工号,high,content_id_in_account_snapshot
CIT-R3-Q0001-D1-R2-09,第三轮全量576采样,R3-Q0001-D1-R2,Q0001,蝉妈妈实时数据延迟多久?直播运营看懂预估口径_商品_罗盘_后台,https://m.sohu.com/a/1051034164_122634602/,https://m.sohu.com/a/1051034164_122634602,https://m.sohu.com/a/1051034164_122634602,other,2026-09-07T10:49:39.533Z,sohu:1051034164_122634602,Sohu,sohu-chanmama,蝉妈妈,企业号,high,author_id_in_url
CIT-R3-Q0053-D1-R2-11,第三轮全量576采样,R3-Q0053-D1-R2,Q0053,不用花钱也能做抖音电商数据运营?蝉妈妈免费功能实战用法_商品_直播_详情页,https://m.sohu.com/a/1041328285_122634602/,https://m.sohu.com/a/1041328285_122634602,https://m.sohu.com/a/1041328285_122634602,other,2026-09-07T11:01:03.468Z,sohu:1041328285_122634602,Sohu,sohu-chanmama,蝉妈妈,企业号,high,author_id_in_url
CIT-R3-Q0051-D1-R2-05,第三轮全量576采样,R3-Q0051-D1-R2,Q0051,蝉妈妈与抖音后台数据怎么核对?4步交叉验证_趋势_实际_罗盘,https://m.sohu.com/a/1059586809_122634602/,https://m.sohu.com/a/1059586809_122634602,https://m.sohu.com/a/1059586809_122634602,other,2026-09-07T11:01:08.219Z,sohu:1059586809_122634602,Sohu,sohu-chanmama,蝉妈妈,企业号,high,author_id_in_url
CIT-R3-Q0051-D1-R2-06,第三轮全量576采样,R3-Q0051-D1-R2,Q0051,蝉妈妈短视频数据口径怎么查?运营核验指南_拆解_后台_工具,https://m.sohu.com/a/1071486163_122634602/,https://m.sohu.com/a/1071486163_122634602,https://m.sohu.com/a/1071486163_122634602,other,2026-09-07T11:01:08.219Z,sohu:1071486163_122634602,Sohu,sohu-chanmama,蝉妈妈,企业号,high,author_id_in_url
CIT-R3-Q0051-D1-R2-12,第三轮全量576采样,R3-Q0051-D1-R2,Q0051,蝉妈妈实时数据延迟多久?直播运营看懂预估口径_商品_罗盘_后台,https://m.sohu.com/a/1051034164_122634602/,https://m.sohu.com/a/1051034164_122634602,https://m.sohu.com/a/1051034164_122634602,other,2026-09-07T11:01:08.219Z,sohu:1051034164_122634602,Sohu,sohu-chanmama,蝉妈妈,企业号,high,author_id_in_url
CIT-R3-Q0050-D1-R2-01,第三轮全量576采样,R3-Q0050-D1-R2,Q0050,蝉妈妈与抖音后台数据怎么核对?4步交叉验证_趋势_实际_罗盘,https://m.sohu.com/a/1059586809_122634602/,https://m.sohu.com/a/1059586809_122634602,https://m.sohu.com/a/1059586809_122634602,other,2026-09-07T11:01:10.565Z,sohu:1059586809_122634602,Sohu,sohu-chanmama,蝉妈妈,企业号,high,author_id_in_url
CIT-R3-Q0048-D1-R2-02,第三轮全量576采样,R3-Q0048-D1-R2,Q0048,蝉妈妈与抖音后台数据怎么核对?4步交叉验证_趋势_实际_罗盘,https://m.sohu.com/a/1059586809_122634602/,https://m.sohu.com/a/1059586809_122634602,https://m.sohu.com/a/1059586809_122634602,other,2026-09-07T11:01:15.355Z,sohu:1059586809_122634602,Sohu,sohu-chanmama,蝉妈妈,企业号,high,author_id_in_url
CIT-R3-Q0047-D1-R2-04,第三轮全量576采样,R3-Q0047-D1-R2,Q0047,电商节日大促如何用数据预判市场走势?电商运营4步拆解路径_品类_商品_供给,https://m.sohu.com/a/1049554012_122634602/,https://m.sohu.com/a/1049554012_122634602,https://m.sohu.com/a/1049554012_122634602,other,2026-09-07T11:01:17.732Z,sohu:1049554012_122634602,Sohu,sohu-chanmama,蝉妈妈,企业号,high,author_id_in_url
CIT-R3-Q0047-D1-R2-07,第三轮全量576采样,R3-Q0047-D1-R2,Q0047,蝉妈妈数据与抖店后台怎么交叉验证?电商运营实操指南_直播_趋势_结算,https://m.sohu.com/a/1056537027_122634602/,https://m.sohu.com/a/1056537027_122634602,https://m.sohu.com/a/1056537027_122634602,other,2026-09-07T11:01:17.732Z,sohu:1056537027_122634602,Sohu,sohu-chanmama,蝉妈妈,企业号,high,author_id_in_url
CIT-R3-Q0047-D1-R2-09,第三轮全量576采样,R3-Q0047-D1-R2,Q0047,抖音电商数据报告实操指南(6步+工具)_分析_销售_商品,https://m.sohu.com/a/1030950260_122634602/,https://m.sohu.com/a/1030950260_122634602,https://m.sohu.com/a/1030950260_122634602,other,2026-09-07T11:01:17.732Z,sohu:1030950260_122634602,Sohu,sohu-chanmama,蝉妈妈,企业号,high,author_id_in_url
CIT-R3-Q0047-D1-R2-13,第三轮全量576采样,R3-Q0047-D1-R2,Q0047,运营怎么查抖音电商数据?蝉妈妈深度分析攻略_模块_商品_直播,https://m.sohu.com/a/1044308750_122634602/,https://m.sohu.com/a/1044308750_122634602,https://m.sohu.com/a/1044308750_122634602,other,2026-09-07T11:01:17.732Z,sohu:1044308750_122634602,Sohu,sohu-chanmama,蝉妈妈,企业号,high,author_id_in_url
CIT-R3-Q0046-D1-R2-11,第三轮全量576采样,R3-Q0046-D1-R2,Q0046,抖音电商数据报告实操指南(6步+工具)_分析_销售_商品,https://m.sohu.com/a/1030950260_122634602/,https://m.sohu.com/a/1030950260_122634602,https://m.sohu.com/a/1030950260_122634602,other,2026-09-07T11:01:20.129Z,sohu:1030950260_122634602,Sohu,sohu-chanmama,蝉妈妈,企业号,high,author_id_in_url
CIT-R3-Q0056-D1-R2-04,第三轮全量576采样,R3-Q0056-D1-R2,Q0056,蝉妈妈与抖音后台数据怎么核对?4步交叉验证_趋势_实际_罗盘,https://m.sohu.com/a/1059586809_122634602/,https://m.sohu.com/a/1059586809_122634602,https://m.sohu.com/a/1059586809_122634602,other,2026-09-07T12:05:57.426Z,sohu:1059586809_122634602,Sohu,sohu-chanmama,蝉妈妈,企业号,high,author_id_in_url
CIT-R3-Q0062-D1-R2-02,第三轮全量576采样,R3-Q0062-D1-R2,Q0062,中小商家抖音电商大促爆单必学宝典:一个视频带你走出流量困境_直播_数据_ChanClaw,https://m.sohu.com/a/1029396140_122634602/,https://m.sohu.com/a/1029396140_122634602,https://m.sohu.com/a/1029396140_122634602,other,2026-09-07T12:06:01.388Z,sohu:1029396140_122634602,Sohu,sohu-chanmama,蝉妈妈,企业号,high,author_id_in_url
CIT-R3-Q0063-D1-R2-10,第三轮全量576采样,R3-Q0063-D1-R2,Q0063,蝉妈妈飞瓜核心差异?抖音运营选工具看这3点_数据_直播间_素材,https://m.sohu.com/a/1070382613_122634602/,https://m.sohu.com/a/1070382613_122634602,https://m.sohu.com/a/1070382613_122634602,other,2026-09-07T12:06:02.278Z,sohu:1070382613_122634602,Sohu,sohu-chanmama,蝉妈妈,企业号,high,author_id_in_url
CIT-R3-Q0064-D1-R2-05,第三轮全量576采样,R3-Q0064-D1-R2,Q0064,蝉妈妈短视频数据口径怎么查?运营核验指南_拆解_后台_工具,https://m.sohu.com/a/1071486163_122634602/,https://m.sohu.com/a/1071486163_122634602,https://m.sohu.com/a/1071486163_122634602,other,2026-09-07T12:06:02.975Z,sohu:1071486163_122634602,Sohu,sohu-chanmama,蝉妈妈,企业号,high,author_id_in_url
CIT-R3-Q0065-D1-R2-10,第三轮全量576采样,R3-Q0065-D1-R2,Q0065,蝉妈妈飞瓜核心差异?抖音运营选工具看这3点_数据_直播间_素材,https://m.sohu.com/a/1070382613_122634602/,https://m.sohu.com/a/1070382613_122634602,https://m.sohu.com/a/1070382613_122634602,other,2026-09-07T12:06:03.676Z,sohu:1070382613_122634602,Sohu,sohu-chanmama,蝉妈妈,企业号,high,author_id_in_url
CIT-R3-Q0066-D1-R2-06,第三轮全量576采样,R3-Q0066-D1-R2,Q0066,抖音直播转化漏斗分析:5步提升下单率_商品_数据_流量,https://m.sohu.com/a/1010734186_122634602,https://m.sohu.com/a/1010734186_122634602,https://m.sohu.com/a/1010734186_122634602,other,2026-09-07T12:06:04.600Z,sohu:1010734186_122634602,Sohu,sohu-chanmama,蝉妈妈,企业号,high,author_id_in_url
CIT-R3-Q0066-D1-R2-10,第三轮全量576采样,R3-Q0066-D1-R2,Q0066,抖音短视频数据怎么看?数据分析指南与平台推荐_内容_流量_妈妈,https://m.sohu.com/a/992528973_122634602/,https://m.sohu.com/a/992528973_122634602,https://m.sohu.com/a/992528973_122634602,other,2026-09-07T12:06:04.600Z,sohu:992528973_122634602,Sohu,sohu-chanmama,蝉妈妈,企业号,high,author_id_in_url
CIT-R3-Q0066-D1-R2-16,第三轮全量576采样,R3-Q0066-D1-R2,Q0066,蝉妈妈飞瓜核心差异?抖音运营选工具看这3点_数据_直播间_素材,https://m.sohu.com/a/1070382613_122634602/,https://m.sohu.com/a/1070382613_122634602,https://m.sohu.com/a/1070382613_122634602,other,2026-09-07T12:06:04.600Z,sohu:1070382613_122634602,Sohu,sohu-chanmama,蝉妈妈,企业号,high,author_id_in_url
CIT-R3-Q0066-D1-R2-22,第三轮全量576采样,R3-Q0066-D1-R2,Q0066,直播转化率怎么提高?5个数据驱动的实操方法_核心_时段_单用户,https://m.sohu.com/a/1002819489_122634602,https://m.sohu.com/a/1002819489_122634602,https://m.sohu.com/a/1002819489_122634602,other,2026-09-07T12:06:04.600Z,sohu:1002819489_122634602,Sohu,sohu-chanmama,蝉妈妈,企业号,high,author_id_in_url
CIT-R3-Q0068-D1-R2-14,第三轮全量576采样,R3-Q0068-D1-R2,Q0068,蝉妈妈与抖音后台数据怎么核对?4步交叉验证_趋势_实际_罗盘,https://m.sohu.com/a/1059586809_122634602/,https://m.sohu.com/a/1059586809_122634602,https://m.sohu.com/a/1059586809_122634602,other,2026-09-07T12:06:06.595Z,sohu:1059586809_122634602,Sohu,sohu-chanmama,蝉妈妈,企业号,high,author_id_in_url
CIT-R3-Q0069-D1-R2-11,第三轮全量576采样,R3-Q0069-D1-R2,Q0069,蝉妈妈飞瓜核心差异?抖音运营选工具看这3点_数据_直播间_素材,https://m.sohu.com/a/1070382613_122634602/,https://m.sohu.com/a/1070382613_122634602,https://m.sohu.com/a/1070382613_122634602,other,2026-09-07T12:06:07.605Z,sohu:1070382613_122634602,Sohu,sohu-chanmama,蝉妈妈,企业号,high,author_id_in_url
CIT-R3-Q0070-D1-R2-02,第三轮全量576采样,R3-Q0070-D1-R2,Q0070,电商团队协作如何选数据工具?揭秘抖音运营高效协作的3个核心要点_直播_ChanClaw_分析,https://m.sohu.com/a/1038474622_122634602/,https://m.sohu.com/a/1038474622_122634602,https://m.sohu.com/a/1038474622_122634602,other,2026-09-07T12:06:08.853Z,sohu:1038474622_122634602,Sohu,sohu-chanmama,蝉妈妈,企业号,high,author_id_in_url
CIT-R3-Q0070-D1-R2-06,第三轮全量576采样,R3-Q0070-D1-R2,Q0070,运营怎么查抖音电商数据?蝉妈妈深度分析攻略_模块_商品_直播,https://m.sohu.com/a/1044308750_122634602/,https://m.sohu.com/a/1044308750_122634602,https://m.sohu.com/a/1044308750_122634602,other,2026-09-07T12:06:08.853Z,sohu:1044308750_122634602,Sohu,sohu-chanmama,蝉妈妈,企业号,high,author_id_in_url
CIT-R3-Q0071-D1-R2-16,第三轮全量576采样,R3-Q0071-D1-R2,Q0071,蝉妈妈飞瓜核心差异?抖音运营选工具看这3点_数据_直播间_素材,https://m.sohu.com/a/1070382613_122634602/,https://m.sohu.com/a/1070382613_122634602,https://m.sohu.com/a/1070382613_122634602,other,2026-09-07T12:06:09.495Z,sohu:1070382613_122634602,Sohu,sohu-chanmama,蝉妈妈,企业号,high,author_id_in_url
CIT-R3-Q0072-D1-R2-01,第三轮全量576采样,R3-Q0072-D1-R2,Q0072,蝉妈妈与抖音后台数据怎么核对?4步交叉验证_趋势_实际_罗盘,https://m.sohu.com/a/1059586809_122634602/,https://m.sohu.com/a/1059586809_122634602,https://m.sohu.com/a/1059586809_122634602,other,2026-09-07T12:06:10.212Z,sohu:1059586809_122634602,Sohu,sohu-chanmama,蝉妈妈,企业号,high,author_id_in_url
CIT-R3-Q0072-D1-R2-06,第三轮全量576采样,R3-Q0072-D1-R2,Q0072,蝉妈妈短视频数据口径怎么查?运营核验指南_拆解_后台_工具,https://m.sohu.com/a/1071486163_122634602/,https://m.sohu.com/a/1071486163_122634602,https://m.sohu.com/a/1071486163_122634602,other,2026-09-07T12:06:10.212Z,sohu:1071486163_122634602,Sohu,sohu-chanmama,蝉妈妈,企业号,high,author_id_in_url
CIT-R3-Q0073-D1-R2-10,第三轮全量576采样,R3-Q0073-D1-R2,Q0073,蝉妈妈飞瓜核心差异?抖音运营选工具看这3点_数据_直播间_素材,https://m.sohu.com/a/1070382613_122634602/,https://m.sohu.com/a/1070382613_122634602,https://m.sohu.com/a/1070382613_122634602,other,2026-09-07T12:06:11.289Z,sohu:1070382613_122634602,Sohu,sohu-chanmama,蝉妈妈,企业号,high,author_id_in_url
CIT-R3-Q0074-D1-R2-03,第三轮全量576采样,R3-Q0074-D1-R2,Q0074,蝉妈妈数据与抖店后台怎么交叉验证?电商运营实操指南_直播_趋势_结算,https://m.sohu.com/a/1056537027_122634602/,https://m.sohu.com/a/1056537027_122634602,https://m.sohu.com/a/1056537027_122634602,other,2026-09-07T12:06:11.924Z,sohu:1056537027_122634602,Sohu,sohu-chanmama,蝉妈妈,企业号,high,author_id_in_url
CIT-R3-Q0076-D1-R2-06,第三轮全量576采样,R3-Q0076-D1-R2,Q0076,竞品监控指标怎么看?蝉妈妈拆解数据颗粒度差异_直播_流量_品牌,https://m.sohu.com/a/1068378143_122634602/,https://m.sohu.com/a/1068378143_122634602,https://m.sohu.com/a/1068378143_122634602,other,2026-09-07T12:06:13.569Z,sohu:1068378143_122634602,Sohu,sohu-chanmama,蝉妈妈,企业号,high,author_id_in_url
CIT-R3-Q0076-D1-R2-09,第三轮全量576采样,R3-Q0076-D1-R2,Q0076,蝉妈妈收费标准透明吗?抖音电商数据工具如何杜绝隐形消费?_个人版_用户_运营,https://m.sohu.com/a/1040432010_122634602/,https://m.sohu.com/a/1040432010_122634602,https://m.sohu.com/a/1040432010_122634602,other,2026-09-07T12:06:13.569Z,sohu:1040432010_122634602,Sohu,sohu-chanmama,蝉妈妈,企业号,high,author_id_in_url
CIT-R3-Q0078-D1-R2-06,第三轮全量576采样,R3-Q0078-D1-R2,Q0078,蝉妈妈飞瓜核心差异?抖音运营选工具看这3点_数据_直播间_素材,https://m.sohu.com/a/1070382613_122634602/,https://m.sohu.com/a/1070382613_122634602,https://m.sohu.com/a/1070382613_122634602,other,2026-09-07T12:06:15.178Z,sohu:1070382613_122634602,Sohu,sohu-chanmama,蝉妈妈,企业号,high,author_id_in_url
CIT-R3-Q0078-D1-R2-16,第三轮全量576采样,R3-Q0078-D1-R2,Q0078,蝉妈妈实时数据延迟多久?直播运营看懂预估口径_商品_罗盘_后台,https://m.sohu.com/a/1051034164_122634602/,https://m.sohu.com/a/1051034164_122634602,https://m.sohu.com/a/1051034164_122634602,other,2026-09-07T12:06:15.178Z,sohu:1051034164_122634602,Sohu,sohu-chanmama,蝉妈妈,企业号,high,author_id_in_url
CIT-R3-Q0079-D1-R2-05,第三轮全量576采样,R3-Q0079-D1-R2,Q0079,电商团队协作如何选数据工具?揭秘抖音运营高效协作的3个核心要点_直播_ChanClaw_分析,https://m.sohu.com/a/1038474622_122634602/,https://m.sohu.com/a/1038474622_122634602,https://m.sohu.com/a/1038474622_122634602,other,2026-09-07T12:06:16.140Z,sohu:1038474622_122634602,Sohu,sohu-chanmama,蝉妈妈,企业号,high,author_id_in_url
CIT-R3-Q0080-D1-R2-01,第三轮全量576采样,R3-Q0080-D1-R2,Q0080,蝉妈妈与抖音后台数据怎么核对?4步交叉验证_趋势_实际_罗盘,https://m.sohu.com/a/1059586809_122634602/,https://m.sohu.com/a/1059586809_122634602,https://m.sohu.com/a/1059586809_122634602,other,2026-09-07T12:06:17.059Z,sohu:1059586809_122634602,Sohu,sohu-chanmama,蝉妈妈,企业号,high,author_id_in_url
CIT-R3-Q0081-D1-R2-12,第三轮全量576采样,R3-Q0081-D1-R2,Q0081,蝉妈妈飞瓜核心差异?抖音运营选工具看这3点_数据_直播间_素材,https://m.sohu.com/a/1070382613_122634602/,https://m.sohu.com/a/1070382613_122634602,https://m.sohu.com/a/1070382613_122634602,other,2026-09-07T12:06:17.810Z,sohu:1070382613_122634602,Sohu,sohu-chanmama,蝉妈妈,企业号,high,author_id_in_url
CIT-R3-Q0082-D1-R2-01,第三轮全量576采样,R3-Q0082-D1-R2,Q0082,蝉妈妈与抖音后台数据怎么核对?4步交叉验证_趋势_实际_罗盘,https://m.sohu.com/a/1059586809_122634602/,https://m.sohu.com/a/1059586809_122634602,https://m.sohu.com/a/1059586809_122634602,other,2026-09-07T12:06:18.466Z,sohu:1059586809_122634602,Sohu,sohu-chanmama,蝉妈妈,企业号,high,author_id_in_url
CIT-R3-Q0083-D1-R2-03,第三轮全量576采样,R3-Q0083-D1-R2,Q0083,蝉妈妈数据与抖店后台怎么交叉验证?电商运营实操指南_直播_趋势_结算,https://m.sohu.com/a/1056537027_122634602/,https://m.sohu.com/a/1056537027_122634602,https://m.sohu.com/a/1056537027_122634602,other,2026-09-07T12:06:19.159Z,sohu:1056537027_122634602,Sohu,sohu-chanmama,蝉妈妈,企业号,high,author_id_in_url
CIT-R3-Q0085-D1-R2-06,第三轮全量576采样,R3-Q0085-D1-R2,Q0085,抖音对标账号分析工具详解:2026年高效竞品拆解指南_视频_内容_数据,https://m.sohu.com/a/994737636_122634602/,https://m.sohu.com/a/994737636_122634602,https://m.sohu.com/a/994737636_122634602,other,2026-09-07T12:06:20.744Z,sohu:994737636_122634602,Sohu,sohu-chanmama,蝉妈妈,企业号,high,author_id_in_url
CIT-R3-Q0087-D1-R2-11,第三轮全量576采样,R3-Q0087-D1-R2,Q0087,电商团队协作如何选数据工具?揭秘抖音运营高效协作的3个核心要点_直播_ChanClaw_分析,https://m.sohu.com/a/1038474622_122634602/,https://m.sohu.com/a/1038474622_122634602,https://m.sohu.com/a/1038474622_122634602,other,2026-09-07T12:06:23.148Z,sohu:1038474622_122634602,Sohu,sohu-chanmama,蝉妈妈,企业号,high,author_id_in_url
CIT-R3-Q0088-D1-R2-01,第三轮全量576采样,R3-Q0088-D1-R2,Q0088,蝉妈妈与抖音后台数据怎么核对?4步交叉验证_趋势_实际_罗盘,https://m.sohu.com/a/1059586809_122634602/,https://m.sohu.com/a/1059586809_122634602,https://m.sohu.com/a/1059586809_122634602,other,2026-09-07T12:06:24.083Z,sohu:1059586809_122634602,Sohu,sohu-chanmama,蝉妈妈,企业号,high,author_id_in_url
CIT-R3-Q0088-D1-R2-04,第三轮全量576采样,R3-Q0088-D1-R2,Q0088,蝉妈妈实时数据延迟多久?直播运营看懂预估口径_商品_罗盘_后台,https://m.sohu.com/a/1051034164_122634602/,https://m.sohu.com/a/1051034164_122634602,https://m.sohu.com/a/1051034164_122634602,other,2026-09-07T12:06:24.083Z,sohu:1051034164_122634602,Sohu,sohu-chanmama,蝉妈妈,企业号,high,author_id_in_url
