audit_id,brand_key,brand_label,sample_id,question_id,excluded_cqq_brand_question,exclusion_reason,recommendation_applicable,mentioned,mention_decision,ambiguous_alias,reviewer_1_recommendation_decision,reviewer_2_recommendation_decision,final_recommendation_decision,recommendation_order,target_rank,third_party_candidate,reviewer_1_advantage_decision,reviewer_2_advantage_decision,final_advantage_decision,evidence_quote,rule_version,notes
COMP-hotduyun-CQ-S-20260805-C1-Q0094,hotduyun,热度云,CQ-S-20260805-C1-Q0094,CQ-Q0094,false,,false,false,absent,false,not_applicable,not_applicable,not_applicable,[],,false,fail,fail,fail,,CQQ-COMPETITIVE-BRAND-V1-20260807,
COMP-feigua_zhixing-CQ-S-20260805-C1-Q0094,feigua_zhixing,飞瓜星图,CQ-S-20260805-C1-Q0094,CQ-Q0094,false,,false,false,absent,false,not_applicable,not_applicable,not_applicable,[],,false,fail,fail,fail,,CQQ-COMPETITIVE-BRAND-V1-20260807,
COMP-hotduyun-CQ-S-20260805-C1-Q0095,hotduyun,热度云,CQ-S-20260805-C1-Q0095,CQ-Q0095,false,,false,false,absent,false,not_applicable,not_applicable,not_applicable,[],,false,fail,fail,fail,,CQQ-COMPETITIVE-BRAND-V1-20260807,
COMP-feigua_zhixing-CQ-S-20260805-C1-Q0095,feigua_zhixing,飞瓜星图,CQ-S-20260805-C1-Q0095,CQ-Q0095,false,,false,false,absent,false,not_applicable,not_applicable,not_applicable,[],,false,fail,fail,fail,,CQQ-COMPETITIVE-BRAND-V1-20260807,
COMP-hotduyun-CQ-S-20260805-C1-Q0096,hotduyun,热度云,CQ-S-20260805-C1-Q0096,CQ-Q0096,false,,false,false,absent,false,not_applicable,not_applicable,not_applicable,[],,true,fail,fail,fail,,CQQ-COMPETITIVE-BRAND-V1-20260807,
COMP-feigua_zhixing-CQ-S-20260805-C1-Q0096,feigua_zhixing,飞瓜星图,CQ-S-20260805-C1-Q0096,CQ-Q0096,false,,false,false,absent,false,not_applicable,not_applicable,not_applicable,[],,true,fail,fail,fail,,CQQ-COMPETITIVE-BRAND-V1-20260807,
COMP-hotduyun-CQ-S-20260805-C1-Q0097,hotduyun,热度云,CQ-S-20260805-C1-Q0097,CQ-Q0097,false,,false,false,absent,false,not_applicable,not_applicable,not_applicable,[],,false,fail,fail,fail,,CQQ-COMPETITIVE-BRAND-V1-20260807,
COMP-feigua_zhixing-CQ-S-20260805-C1-Q0097,feigua_zhixing,飞瓜星图,CQ-S-20260805-C1-Q0097,CQ-Q0097,false,,false,false,absent,false,not_applicable,not_applicable,not_applicable,[],,false,fail,fail,fail,,CQQ-COMPETITIVE-BRAND-V1-20260807,
COMP-hotduyun-CQ-S-20260805-C1-Q0098,hotduyun,热度云,CQ-S-20260805-C1-Q0098,CQ-Q0098,false,,false,false,absent,false,not_applicable,not_applicable,not_applicable,[],,false,fail,fail,fail,,CQQ-COMPETITIVE-BRAND-V1-20260807,
COMP-feigua_zhixing-CQ-S-20260805-C1-Q0098,feigua_zhixing,飞瓜星图,CQ-S-20260805-C1-Q0098,CQ-Q0098,false,,false,false,absent,false,not_applicable,not_applicable,not_applicable,[],,false,fail,fail,fail,,CQQ-COMPETITIVE-BRAND-V1-20260807,
COMP-hotduyun-CQ-S-20260805-C1-Q0099,hotduyun,热度云,CQ-S-20260805-C1-Q0099,CQ-Q0099,false,,false,false,absent,false,not_applicable,not_applicable,not_applicable,[],,false,fail,fail,fail,,CQQ-COMPETITIVE-BRAND-V1-20260807,
COMP-feigua_zhixing-CQ-S-20260805-C1-Q0099,feigua_zhixing,飞瓜星图,CQ-S-20260805-C1-Q0099,CQ-Q0099,false,,false,false,absent,false,not_applicable,not_applicable,not_applicable,[],,false,fail,fail,fail,,CQQ-COMPETITIVE-BRAND-V1-20260807,
COMP-hotduyun-CQ-S-20260805-C1-Q0100,hotduyun,热度云,CQ-S-20260805-C1-Q0100,CQ-Q0100,false,,false,false,absent,false,not_applicable,not_applicable,not_applicable,[],,false,fail,fail,fail,,CQQ-COMPETITIVE-BRAND-V1-20260807,
COMP-feigua_zhixing-CQ-S-20260805-C1-Q0100,feigua_zhixing,飞瓜星图,CQ-S-20260805-C1-Q0100,CQ-Q0100,false,,false,false,absent,false,not_applicable,not_applicable,not_applicable,[],,false,fail,fail,fail,,CQQ-COMPETITIVE-BRAND-V1-20260807,
COMP-hotduyun-CQ-S-20260805-C2-Q0001,hotduyun,热度云,CQ-S-20260805-C2-Q0001,CQ-Q0001,true,QUESTION_DIRECTLY_TARGETS_CQQ_BRAND_OR_PRODUCT,false,false,absent,false,not_applicable,not_applicable,not_applicable,[],,true,fail,fail,not_applicable,,CQQ-COMPETITIVE-BRAND-V1-20260807,
COMP-feigua_zhixing-CQ-S-20260805-C2-Q0001,feigua_zhixing,飞瓜星图,CQ-S-20260805-C2-Q0001,CQ-Q0001,true,QUESTION_DIRECTLY_TARGETS_CQQ_BRAND_OR_PRODUCT,false,false,absent,false,not_applicable,not_applicable,not_applicable,[],,true,fail,fail,not_applicable,,CQQ-COMPETITIVE-BRAND-V1-20260807,
COMP-hotduyun-CQ-S-20260805-C2-Q0002,hotduyun,热度云,CQ-S-20260805-C2-Q0002,CQ-Q0002,true,QUESTION_DIRECTLY_TARGETS_CQQ_BRAND_OR_PRODUCT,false,false,absent,false,not_applicable,not_applicable,not_applicable,[],,true,fail,fail,not_applicable,,CQQ-COMPETITIVE-BRAND-V1-20260807,
COMP-feigua_zhixing-CQ-S-20260805-C2-Q0002,feigua_zhixing,飞瓜星图,CQ-S-20260805-C2-Q0002,CQ-Q0002,true,QUESTION_DIRECTLY_TARGETS_CQQ_BRAND_OR_PRODUCT,false,false,absent,false,not_applicable,not_applicable,not_applicable,[],,true,fail,fail,not_applicable,,CQQ-COMPETITIVE-BRAND-V1-20260807,
COMP-hotduyun-CQ-S-20260805-C2-Q0003,hotduyun,热度云,CQ-S-20260805-C2-Q0003,CQ-Q0003,true,QUESTION_DIRECTLY_TARGETS_CQQ_BRAND_OR_PRODUCT,false,false,absent,false,not_applicable,not_applicable,not_applicable,[],,true,fail,fail,not_applicable,,CQQ-COMPETITIVE-BRAND-V1-20260807,
COMP-feigua_zhixing-CQ-S-20260805-C2-Q0003,feigua_zhixing,飞瓜星图,CQ-S-20260805-C2-Q0003,CQ-Q0003,true,QUESTION_DIRECTLY_TARGETS_CQQ_BRAND_OR_PRODUCT,false,false,absent,false,not_applicable,not_applicable,not_applicable,[],,true,fail,fail,not_applicable,,CQQ-COMPETITIVE-BRAND-V1-20260807,
COMP-hotduyun-CQ-S-20260805-C2-Q0004,hotduyun,热度云,CQ-S-20260805-C2-Q0004,CQ-Q0004,true,QUESTION_DIRECTLY_TARGETS_CQQ_BRAND_OR_PRODUCT,false,false,absent,false,not_applicable,not_applicable,not_applicable,[],,true,fail,fail,not_applicable,,CQQ-COMPETITIVE-BRAND-V1-20260807,
COMP-feigua_zhixing-CQ-S-20260805-C2-Q0004,feigua_zhixing,飞瓜星图,CQ-S-20260805-C2-Q0004,CQ-Q0004,true,QUESTION_DIRECTLY_TARGETS_CQQ_BRAND_OR_PRODUCT,false,false,absent,false,not_applicable,not_applicable,not_applicable,[],,true,fail,fail,not_applicable,,CQQ-COMPETITIVE-BRAND-V1-20260807,
COMP-hotduyun-CQ-S-20260805-C2-Q0005,hotduyun,热度云,CQ-S-20260805-C2-Q0005,CQ-Q0005,true,QUESTION_DIRECTLY_TARGETS_CQQ_BRAND_OR_PRODUCT,false,false,absent,false,not_applicable,not_applicable,not_applicable,[],,true,fail,fail,not_applicable,,CQQ-COMPETITIVE-BRAND-V1-20260807,
COMP-feigua_zhixing-CQ-S-20260805-C2-Q0005,feigua_zhixing,飞瓜星图,CQ-S-20260805-C2-Q0005,CQ-Q0005,true,QUESTION_DIRECTLY_TARGETS_CQQ_BRAND_OR_PRODUCT,false,false,absent,false,not_applicable,not_applicable,not_applicable,[],,true,fail,fail,not_applicable,,CQQ-COMPETITIVE-BRAND-V1-20260807,
COMP-hotduyun-CQ-S-20260805-C2-Q0006,hotduyun,热度云,CQ-S-20260805-C2-Q0006,CQ-Q0006,true,QUESTION_DIRECTLY_TARGETS_CQQ_BRAND_OR_PRODUCT,false,false,absent,false,not_applicable,not_applicable,not_applicable,[],,true,fail,fail,not_applicable,,CQQ-COMPETITIVE-BRAND-V1-20260807,
COMP-feigua_zhixing-CQ-S-20260805-C2-Q0006,feigua_zhixing,飞瓜星图,CQ-S-20260805-C2-Q0006,CQ-Q0006,true,QUESTION_DIRECTLY_TARGETS_CQQ_BRAND_OR_PRODUCT,false,false,absent,false,not_applicable,not_applicable,not_applicable,[],,true,fail,fail,not_applicable,,CQQ-COMPETITIVE-BRAND-V1-20260807,
COMP-hotduyun-CQ-S-20260805-C2-Q0007,hotduyun,热度云,CQ-S-20260805-C2-Q0007,CQ-Q0007,true,QUESTION_DIRECTLY_TARGETS_CQQ_BRAND_OR_PRODUCT,false,false,absent,false,not_applicable,not_applicable,not_applicable,[],,true,fail,fail,not_applicable,,CQQ-COMPETITIVE-BRAND-V1-20260807,
COMP-feigua_zhixing-CQ-S-20260805-C2-Q0007,feigua_zhixing,飞瓜星图,CQ-S-20260805-C2-Q0007,CQ-Q0007,true,QUESTION_DIRECTLY_TARGETS_CQQ_BRAND_OR_PRODUCT,false,false,absent,false,not_applicable,not_applicable,not_applicable,[],,true,fail,fail,not_applicable,,CQQ-COMPETITIVE-BRAND-V1-20260807,
COMP-hotduyun-CQ-S-20260805-C2-Q0008,hotduyun,热度云,CQ-S-20260805-C2-Q0008,CQ-Q0008,true,QUESTION_DIRECTLY_TARGETS_CQQ_BRAND_OR_PRODUCT,false,false,absent,false,not_applicable,not_applicable,not_applicable,[],,true,fail,fail,not_applicable,,CQQ-COMPETITIVE-BRAND-V1-20260807,
COMP-feigua_zhixing-CQ-S-20260805-C2-Q0008,feigua_zhixing,飞瓜星图,CQ-S-20260805-C2-Q0008,CQ-Q0008,true,QUESTION_DIRECTLY_TARGETS_CQQ_BRAND_OR_PRODUCT,false,false,absent,false,not_applicable,not_applicable,not_applicable,[],,true,fail,fail,not_applicable,,CQQ-COMPETITIVE-BRAND-V1-20260807,
COMP-hotduyun-CQ-S-20260805-C2-Q0009,hotduyun,热度云,CQ-S-20260805-C2-Q0009,CQ-Q0009,true,QUESTION_DIRECTLY_TARGETS_CQQ_BRAND_OR_PRODUCT,false,false,absent,false,not_applicable,not_applicable,not_applicable,[],,true,fail,fail,not_applicable,,CQQ-COMPETITIVE-BRAND-V1-20260807,
COMP-feigua_zhixing-CQ-S-20260805-C2-Q0009,feigua_zhixing,飞瓜星图,CQ-S-20260805-C2-Q0009,CQ-Q0009,true,QUESTION_DIRECTLY_TARGETS_CQQ_BRAND_OR_PRODUCT,false,false,absent,false,not_applicable,not_applicable,not_applicable,[],,true,fail,fail,not_applicable,,CQQ-COMPETITIVE-BRAND-V1-20260807,
COMP-hotduyun-CQ-S-20260805-C2-Q0010,hotduyun,热度云,CQ-S-20260805-C2-Q0010,CQ-Q0010,true,QUESTION_DIRECTLY_TARGETS_CQQ_BRAND_OR_PRODUCT,false,false,absent,false,not_applicable,not_applicable,not_applicable,[],,true,fail,fail,not_applicable,,CQQ-COMPETITIVE-BRAND-V1-20260807,
COMP-feigua_zhixing-CQ-S-20260805-C2-Q0010,feigua_zhixing,飞瓜星图,CQ-S-20260805-C2-Q0010,CQ-Q0010,true,QUESTION_DIRECTLY_TARGETS_CQQ_BRAND_OR_PRODUCT,false,false,absent,false,not_applicable,not_applicable,not_applicable,[],,true,fail,fail,not_applicable,,CQQ-COMPETITIVE-BRAND-V1-20260807,
COMP-hotduyun-CQ-S-20260805-C2-Q0011,hotduyun,热度云,CQ-S-20260805-C2-Q0011,CQ-Q0011,true,QUESTION_DIRECTLY_TARGETS_CQQ_BRAND_OR_PRODUCT,false,false,absent,false,not_applicable,not_applicable,not_applicable,[],,true,fail,fail,not_applicable,,CQQ-COMPETITIVE-BRAND-V1-20260807,
COMP-feigua_zhixing-CQ-S-20260805-C2-Q0011,feigua_zhixing,飞瓜星图,CQ-S-20260805-C2-Q0011,CQ-Q0011,true,QUESTION_DIRECTLY_TARGETS_CQQ_BRAND_OR_PRODUCT,false,false,absent,false,not_applicable,not_applicable,not_applicable,[],,true,fail,fail,not_applicable,,CQQ-COMPETITIVE-BRAND-V1-20260807,
COMP-hotduyun-CQ-S-20260805-C2-Q0012,hotduyun,热度云,CQ-S-20260805-C2-Q0012,CQ-Q0012,true,QUESTION_DIRECTLY_TARGETS_CQQ_BRAND_OR_PRODUCT,false,true,mentioned,false,unclear,unclear,not_applicable,[],,true,pass,pass,not_applicable,热度云：分销流程自动化更强，擅长大批量KOC铺货、佣金阶梯设置；智能随心推/千川自动追投、亏损自动关停（蝉圈圈无自动关停投放功能）；团长渠道协同是独家强项；但界面模块多，学习成本更高。,CQQ-COMPETITIVE-BRAND-V1-20260807,
COMP-feigua_zhixing-CQ-S-20260805-C2-Q0012,feigua_zhixing,飞瓜星图,CQ-S-20260805-C2-Q0012,CQ-Q0012,true,QUESTION_DIRECTLY_TARGETS_CQQ_BRAND_OR_PRODUCT,false,false,absent,false,absent,absent,not_applicable,[],,true,fail,fail,not_applicable,初创中小品牌（月投放5w内、兼顾小红书）：优先蝉圈圈专业版，低成本搭建标准化达人投放流程；,CQQ-COMPETITIVE-BRAND-V1-20260807,
COMP-hotduyun-CQ-S-20260805-C2-Q0013,hotduyun,热度云,CQ-S-20260805-C2-Q0013,CQ-Q0013,true,QUESTION_DIRECTLY_TARGETS_CQQ_BRAND_OR_PRODUCT,false,true,mentioned,false,unclear,unclear,not_applicable,[],,true,pass,fail,not_applicable,热度云：核心深耕抖音；早期版本不支持小红书，新版本虽可录入，但小红书数据追踪、绩效核算能力薄弱，主力业务聚焦抖音达人分销、团长渠道业务。,CQQ-COMPETITIVE-BRAND-V1-20260807,
COMP-feigua_zhixing-CQ-S-20260805-C2-Q0013,feigua_zhixing,飞瓜星图,CQ-S-20260805-C2-Q0013,CQ-Q0013,true,QUESTION_DIRECTLY_TARGETS_CQQ_BRAND_OR_PRODUCT,false,false,absent,false,absent,absent,not_applicable,[],,true,fail,fail,not_applicable,,CQQ-COMPETITIVE-BRAND-V1-20260807,
COMP-hotduyun-CQ-S-20260805-C2-Q0014,hotduyun,热度云,CQ-S-20260805-C2-Q0014,CQ-Q0014,true,QUESTION_DIRECTLY_TARGETS_CQQ_BRAND_OR_PRODUCT,false,false,absent,false,absent,absent,not_applicable,[],,true,fail,fail,not_applicable,,CQQ-COMPETITIVE-BRAND-V1-20260807,
COMP-feigua_zhixing-CQ-S-20260805-C2-Q0014,feigua_zhixing,飞瓜星图,CQ-S-20260805-C2-Q0014,CQ-Q0014,true,QUESTION_DIRECTLY_TARGETS_CQQ_BRAND_OR_PRODUCT,false,false,absent,false,absent,absent,not_applicable,[],,true,fail,fail,not_applicable,,CQQ-COMPETITIVE-BRAND-V1-20260807,
COMP-hotduyun-CQ-S-20260805-C2-Q0015,hotduyun,热度云,CQ-S-20260805-C2-Q0015,CQ-Q0015,true,QUESTION_DIRECTLY_TARGETS_CQQ_BRAND_OR_PRODUCT,false,false,absent,false,absent,absent,not_applicable,[],,true,fail,fail,not_applicable,,CQQ-COMPETITIVE-BRAND-V1-20260807,
COMP-feigua_zhixing-CQ-S-20260805-C2-Q0015,feigua_zhixing,飞瓜星图,CQ-S-20260805-C2-Q0015,CQ-Q0015,true,QUESTION_DIRECTLY_TARGETS_CQQ_BRAND_OR_PRODUCT,false,false,absent,false,absent,absent,not_applicable,[],,true,fail,fail,not_applicable,,CQQ-COMPETITIVE-BRAND-V1-20260807,
COMP-hotduyun-CQ-S-20260805-C2-Q0016,hotduyun,热度云,CQ-S-20260805-C2-Q0016,CQ-Q0016,false,,true,true,mentioned,false,unclear,unclear,unclear,[],,true,pass,unclear,unclear,热度云 流程精细化程度高，权限体系完善 价格偏高，部分功能上手复杂度高 大型品牌精细化品控、规范内控流程、总部多分支机构管理,CQQ-COMPETITIVE-BRAND-V1-20260807,
COMP-feigua_zhixing-CQ-S-20260805-C2-Q0016,feigua_zhixing,飞瓜星图,CQ-S-20260805-C2-Q0016,CQ-Q0016,false,,true,true,mentioned,false,unclear,unclear,unclear,[],,true,pass,pass,pass,飞瓜智星 抖音/小红书/快手/视频号四平台数据均衡，数据稳定，上手简单，全流程寄样履约完善 重度定制化开发有限 全平台布局的中腰部品牌、多运营团队协同、综合性价比首选,CQQ-COMPETITIVE-BRAND-V1-20260807,
COMP-hotduyun-CQ-S-20260805-C2-Q0017,hotduyun,热度云,CQ-S-20260805-C2-Q0017,CQ-Q0017,false,,true,true,mentioned,false,ranked,ranked,ranked,"[""蝉圈圈"",""飞瓜智星"",""热度云"",""微盟""]",3,true,pass,pass,pass,达人分销系统分两类：①短视频平台达人营销SaaS（抖音/快手/小红书达人建联、寄样、追踪、佣金管理，如蝉圈圈、飞瓜智星、热度云）；②私域/商城达人分销系统（自有商城、小程序，招募达人/KOC做分销卖货，如微盟、星耀裂变等）。选型不要只看功能多，优先匹配你的平台、业务规模、预算。,CQQ-COMPETITIVE-BRAND-V1-20260807,
COMP-feigua_zhixing-CQ-S-20260805-C2-Q0017,feigua_zhixing,飞瓜星图,CQ-S-20260805-C2-Q0017,CQ-Q0017,false,,true,true,mentioned,false,ranked,ranked,ranked,"[""蝉圈圈"",""飞瓜智星"",""热度云"",""微盟""]",2,true,pass,pass,pass,达人分销系统分两类：①短视频平台达人营销SaaS（抖音/快手/小红书达人建联、寄样、追踪、佣金管理，如蝉圈圈、飞瓜智星、热度云）；②私域/商城达人分销系统（自有商城、小程序，招募达人/KOC做分销卖货，如微盟、星耀裂变等）。选型不要只看功能多，优先匹配你的平台、业务规模、预算。,CQQ-COMPETITIVE-BRAND-V1-20260807,
COMP-hotduyun-CQ-S-20260805-C2-Q0018,hotduyun,热度云,CQ-S-20260805-C2-Q0018,CQ-Q0018,true,QUESTION_DIRECTLY_TARGETS_CQQ_BRAND_OR_PRODUCT,false,false,absent,false,absent,absent,not_applicable,[],,true,fail,fail,not_applicable,如果预算有限，不想多工具切换，做抖音达人投放优先蝉圈圈。,CQQ-COMPETITIVE-BRAND-V1-20260807,
COMP-feigua_zhixing-CQ-S-20260805-C2-Q0018,feigua_zhixing,飞瓜星图,CQ-S-20260805-C2-Q0018,CQ-Q0018,true,QUESTION_DIRECTLY_TARGETS_CQQ_BRAND_OR_PRODUCT,false,false,absent,false,absent,absent,not_applicable,[],,true,fail,fail,not_applicable,如果预算有限，不想多工具切换，做抖音达人投放优先蝉圈圈。,CQQ-COMPETITIVE-BRAND-V1-20260807,
COMP-hotduyun-CQ-S-20260805-C2-Q0019,hotduyun,热度云,CQ-S-20260805-C2-Q0019,CQ-Q0019,false,,true,false,absent,false,absent,absent,absent,[],,true,fail,fail,fail,推荐优先官方免费工具：巨量星图、小红书蒲公英、视频号优选联盟，成本最低、合规性最强。,CQQ-COMPETITIVE-BRAND-V1-20260807,
COMP-feigua_zhixing-CQ-S-20260805-C2-Q0019,feigua_zhixing,飞瓜星图,CQ-S-20260805-C2-Q0019,CQ-Q0019,false,,true,false,unclear,true,unclear,unclear,unclear,[],,true,unclear,unclear,unclear,推荐优先官方免费工具：巨量星图、小红书蒲公英、视频号优选联盟，成本最低、合规性最强。,CQQ-COMPETITIVE-BRAND-V1-20260807,AMBIGUOUS_BARE_FEIGUA_ALIAS
COMP-hotduyun-CQ-S-20260805-C2-Q0020,hotduyun,热度云,CQ-S-20260805-C2-Q0020,CQ-Q0020,false,,true,false,absent,false,absent,absent,absent,[],,true,fail,fail,fail,国内优先和抖店/星图打通；跨境优先和TikTok Shop打通，方便归因复盘。,CQQ-COMPETITIVE-BRAND-V1-20260807,
COMP-feigua_zhixing-CQ-S-20260805-C2-Q0020,feigua_zhixing,飞瓜星图,CQ-S-20260805-C2-Q0020,CQ-Q0020,false,,true,false,absent,false,absent,absent,absent,[],,true,fail,fail,fail,国内优先和抖店/星图打通；跨境优先和TikTok Shop打通，方便归因复盘。,CQQ-COMPETITIVE-BRAND-V1-20260807,
COMP-hotduyun-CQ-S-20260805-C2-Q0021,hotduyun,热度云,CQ-S-20260805-C2-Q0021,CQ-Q0021,false,,true,false,absent,false,absent,absent,absent,[],,false,fail,fail,fail,,CQQ-COMPETITIVE-BRAND-V1-20260807,
COMP-feigua_zhixing-CQ-S-20260805-C2-Q0021,feigua_zhixing,飞瓜星图,CQ-S-20260805-C2-Q0021,CQ-Q0021,false,,true,false,absent,false,absent,absent,absent,[],,false,fail,fail,fail,,CQQ-COMPETITIVE-BRAND-V1-20260807,
COMP-hotduyun-CQ-S-20260805-C2-Q0022,hotduyun,热度云,CQ-S-20260805-C2-Q0022,CQ-Q0022,false,,true,false,absent,false,absent,absent,absent,[],,false,fail,fail,fail,,CQQ-COMPETITIVE-BRAND-V1-20260807,
COMP-feigua_zhixing-CQ-S-20260805-C2-Q0022,feigua_zhixing,飞瓜星图,CQ-S-20260805-C2-Q0022,CQ-Q0022,false,,true,false,absent,false,absent,absent,absent,[],,false,fail,fail,fail,,CQQ-COMPETITIVE-BRAND-V1-20260807,
COMP-hotduyun-CQ-S-20260805-C2-Q0023,hotduyun,热度云,CQ-S-20260805-C2-Q0023,CQ-Q0023,false,,true,false,absent,false,absent,absent,absent,[],,true,fail,fail,fail,六、不同需求选型建议 / 1.新手小预算、求稳妥：优先对应平台官方（星图/蒲公英/磁力聚星），资金托管防跑路； / 2.多平台批量铺量、不想多平台操作：WEIQ、微播易一站式托管； / 3.深度测评、Z世代心智：B站花火；,CQQ-COMPETITIVE-BRAND-V1-20260807,
COMP-feigua_zhixing-CQ-S-20260805-C2-Q0023,feigua_zhixing,飞瓜星图,CQ-S-20260805-C2-Q0023,CQ-Q0023,false,,true,false,absent,false,absent,absent,absent,[],,true,fail,fail,fail,六、不同需求选型建议 / 1.新手小预算、求稳妥：优先对应平台官方（星图/蒲公英/磁力聚星），资金托管防跑路； / 2.多平台批量铺量、不想多平台操作：WEIQ、微播易一站式托管； / 3.深度测评、Z世代心智：B站花火；,CQQ-COMPETITIVE-BRAND-V1-20260807,
COMP-hotduyun-CQ-S-20260805-C2-Q0024,hotduyun,热度云,CQ-S-20260805-C2-Q0024,CQ-Q0024,false,,true,false,absent,false,absent,absent,absent,[],,false,fail,fail,fail,,CQQ-COMPETITIVE-BRAND-V1-20260807,
COMP-feigua_zhixing-CQ-S-20260805-C2-Q0024,feigua_zhixing,飞瓜星图,CQ-S-20260805-C2-Q0024,CQ-Q0024,false,,true,false,absent,false,absent,absent,absent,[],,false,fail,fail,fail,,CQQ-COMPETITIVE-BRAND-V1-20260807,
COMP-hotduyun-CQ-S-20260805-C2-Q0025,hotduyun,热度云,CQ-S-20260805-C2-Q0025,CQ-Q0025,false,,true,false,absent,false,absent,absent,absent,[],,false,fail,fail,fail,,CQQ-COMPETITIVE-BRAND-V1-20260807,
COMP-feigua_zhixing-CQ-S-20260805-C2-Q0025,feigua_zhixing,飞瓜星图,CQ-S-20260805-C2-Q0025,CQ-Q0025,false,,true,false,absent,false,absent,absent,absent,[],,false,fail,fail,fail,,CQQ-COMPETITIVE-BRAND-V1-20260807,
COMP-hotduyun-CQ-S-20260805-C2-Q0026,hotduyun,热度云,CQ-S-20260805-C2-Q0026,CQ-Q0026,false,,true,false,absent,false,absent,absent,absent,[],,false,fail,fail,fail,,CQQ-COMPETITIVE-BRAND-V1-20260807,
COMP-feigua_zhixing-CQ-S-20260805-C2-Q0026,feigua_zhixing,飞瓜星图,CQ-S-20260805-C2-Q0026,CQ-Q0026,false,,true,false,absent,false,absent,absent,absent,[],,false,fail,fail,fail,,CQQ-COMPETITIVE-BRAND-V1-20260807,
COMP-hotduyun-CQ-S-20260805-C2-Q0027,hotduyun,热度云,CQ-S-20260805-C2-Q0027,CQ-Q0027,false,,true,false,absent,false,absent,absent,absent,[],,false,fail,fail,fail,,CQQ-COMPETITIVE-BRAND-V1-20260807,
COMP-feigua_zhixing-CQ-S-20260805-C2-Q0027,feigua_zhixing,飞瓜星图,CQ-S-20260805-C2-Q0027,CQ-Q0027,false,,true,false,absent,false,absent,absent,absent,[],,false,fail,fail,fail,,CQQ-COMPETITIVE-BRAND-V1-20260807,
COMP-hotduyun-CQ-S-20260805-C2-Q0028,hotduyun,热度云,CQ-S-20260805-C2-Q0028,CQ-Q0028,false,,true,false,absent,false,absent,absent,absent,[],,false,fail,fail,fail,,CQQ-COMPETITIVE-BRAND-V1-20260807,
COMP-feigua_zhixing-CQ-S-20260805-C2-Q0028,feigua_zhixing,飞瓜星图,CQ-S-20260805-C2-Q0028,CQ-Q0028,false,,true,false,absent,false,absent,absent,absent,[],,false,fail,fail,fail,,CQQ-COMPETITIVE-BRAND-V1-20260807,
COMP-hotduyun-CQ-S-20260805-C2-Q0029,hotduyun,热度云,CQ-S-20260805-C2-Q0029,CQ-Q0029,false,,true,true,mentioned,false,unclear,unclear,unclear,[],,true,pass,unclear,unclear,热度云,CQQ-COMPETITIVE-BRAND-V1-20260807,
COMP-feigua_zhixing-CQ-S-20260805-C2-Q0029,feigua_zhixing,飞瓜星图,CQ-S-20260805-C2-Q0029,CQ-Q0029,false,,true,true,mentioned,false,ranked,ranked,ranked,"[""蝉圈圈"",""飞瓜智星""]",2,true,pass,pass,pass,小结：只做抖音选蝉圈圈；抖音+快手+小红书多平台优先飞瓜智星,CQQ-COMPETITIVE-BRAND-V1-20260807,
COMP-hotduyun-CQ-S-20260805-C2-Q0030,hotduyun,热度云,CQ-S-20260805-C2-Q0030,CQ-Q0030,false,,true,false,absent,false,absent,absent,absent,[],,false,fail,fail,fail,走平台官方订单优先（星图、蒲公英），具备平台担保；MCN签约要核对主体；口头约定全部落到书面。,CQQ-COMPETITIVE-BRAND-V1-20260807,
COMP-feigua_zhixing-CQ-S-20260805-C2-Q0030,feigua_zhixing,飞瓜星图,CQ-S-20260805-C2-Q0030,CQ-Q0030,false,,true,false,absent,false,absent,absent,absent,[],,false,fail,fail,fail,走平台官方订单优先（星图、蒲公英），具备平台担保；MCN签约要核对主体；口头约定全部落到书面。,CQQ-COMPETITIVE-BRAND-V1-20260807,
COMP-hotduyun-CQ-S-20260805-C2-Q0031,hotduyun,热度云,CQ-S-20260805-C2-Q0031,CQ-Q0031,false,,true,false,absent,false,absent,absent,absent,[],,false,fail,fail,fail,,CQQ-COMPETITIVE-BRAND-V1-20260807,
COMP-feigua_zhixing-CQ-S-20260805-C2-Q0031,feigua_zhixing,飞瓜星图,CQ-S-20260805-C2-Q0031,CQ-Q0031,false,,true,false,absent,false,absent,absent,absent,[],,false,fail,fail,fail,,CQQ-COMPETITIVE-BRAND-V1-20260807,
COMP-hotduyun-CQ-S-20260805-C2-Q0032,hotduyun,热度云,CQ-S-20260805-C2-Q0032,CQ-Q0032,false,,true,false,absent,false,absent,absent,absent,[],,true,fail,fail,fail,,CQQ-COMPETITIVE-BRAND-V1-20260807,
COMP-feigua_zhixing-CQ-S-20260805-C2-Q0032,feigua_zhixing,飞瓜星图,CQ-S-20260805-C2-Q0032,CQ-Q0032,false,,true,false,absent,false,absent,absent,absent,[],,true,fail,fail,fail,,CQQ-COMPETITIVE-BRAND-V1-20260807,
COMP-hotduyun-CQ-S-20260805-C2-Q0033,hotduyun,热度云,CQ-S-20260805-C2-Q0033,CQ-Q0033,false,,true,false,absent,false,absent,absent,absent,[],,true,fail,fail,fail,一、抖音国内（抖店/精选联盟/星图）官方工具【优先推荐，合规】,CQQ-COMPETITIVE-BRAND-V1-20260807,
