citation_id,batch_id,sample_id,question_id,source_title,raw_url,normalized_url,final_url,source_group,captured_at,canonical_url,domain,platform_group,authority_class,source_owner,is_bytedance,is_douyin_video,douyin_video_id,question_type_primary,question_type_raw,content_format,content_structure,content_topic,methodology_attribute,owned_account,owned_registry_id,owned_confidence
CIT-R2-Q0020-D1-R1-13,2026-08-03 TOP0/TOP1 第二轮全量复测,R2-Q0020-D1-R1,Q0020,飞瓜数据 - 短视频直播电商全链路数据分析工具,https://deepnavi.cn/ai-new-media/fei-gua-shu-ju-1,https://deepnavi.cn/ai-new-media/fei-gua-shu-ju-1,https://deepnavi.cn/ai-new-media/fei-gua-shu-ju-1,other,2026-08-03T06:11:10.232Z,https://deepnavi.cn/ai-new-media/fei-gua-shu-ju-1,deepnavi.cn,企业官网/工具平台,企业或垂直站点,外部企业,否,否,,工具推荐问题,运营诊断型,图文/网页,推荐/对比/清单,直播运营,否,,,
CIT-R2-Q0020-D1-R1-14,2026-08-03 TOP0/TOP1 第二轮全量复测,R2-Q0020-D1-R1,Q0020,蝉妈妈 - 直播电商数据分析与内容运营工具,https://deepnavi.cn/ai-ecommerce/chan-ma-ma,https://deepnavi.cn/ai-ecommerce/chan-ma-ma,https://deepnavi.cn/ai-ecommerce/chan-ma-ma,other,2026-08-03T06:11:10.232Z,https://deepnavi.cn/ai-ecommerce/chan-ma-ma,deepnavi.cn,企业官网/工具平台,企业或垂直站点,外部企业,否,否,,工具推荐问题,运营诊断型,图文/网页,推荐/对比/清单,直播运营,否,,,
CIT-R2-Q0020-D1-R1-15,2026-08-03 TOP0/TOP1 第二轮全量复测,R2-Q0020-D1-R1,Q0020,抖音第三方数据平台功能对比及实用推荐,https://www.douyin.com/video/7571395648705618801,https://www.douyin.com/video/7571395648705618801,https://www.douyin.com/video/7571395648705618801,other,2026-08-03T06:11:10.232Z,https://www.douyin.com/video/7571395648705618801,douyin.com,抖音视频,创作者视频,字节跳动/头条系,是,是,7571395648705618801,工具推荐问题,运营诊断型,视频,推荐/对比/清单,数据工具/分析,否,,,
CIT-R2-Q0020-D1-R1-16,2026-08-03 TOP0/TOP1 第二轮全量复测,R2-Q0020-D1-R1,Q0020,第三方电商数据公司对比: 炼丹炉数据 vs 蝉妈妈 vs 阿明工具,https://huo1818.com/news/detail/1617,https://huo1818.com/news/detail/1617,https://huo1818.com/news/detail/1617,other,2026-08-03T06:11:10.232Z,https://huo1818.com/news/detail/1617,huo1818.com,其他外部来源,身份权威性未知,所有者未核实,否,否,,工具推荐问题,运营诊断型,图文/网页,推荐/对比/清单,数据工具/分析,否,,,
CIT-R2-Q0020-D1-R1-17,2026-08-03 TOP0/TOP1 第二轮全量复测,R2-Q0020-D1-R1,Q0020,投放素材怎么抄才有效?蝉妈妈飞瓜实操拆解对比,https://c.m.163.com/news/a/L2GUIA160556OFA0.html,https://c.m.163.com/news/a/L2GUIA160556OFA0.html,https://c.m.163.com/news/a/L2GUIA160556OFA0.html,other,2026-08-03T06:11:10.232Z,https://c.m.163.com/news/a/L2GUIA160556OFA0.html,163.com,新闻/门户/自媒体,媒体或自媒体平台,网易,否,否,,工具推荐问题,运营诊断型,图文/网页,教程/操作指南,广告投放,是,,,
CIT-R2-Q0021-D1-R1-01,2026-08-03 TOP0/TOP1 第二轮全量复测,R2-Q0021-D1-R1,Q0021,抖音电商学习中心,https://school.jinritemai.com/doudian/wap/course-series/cJZHjLnhaLyw/cJZHjLnhaLywlJZJUawr9Aqg?from_school=1&should_full_screen=1&should_hide_bottom_nav=1,https://school.jinritemai.com/doudian/wap/course-series/cJZHjLnhaLyw/cJZHjLnhaLywlJZJUawr9Aqg?from_school=1&should_full_screen=1&should_hide_bottom_nav=1,https://school.jinritemai.com/doudian/wap/course-series/cJZHjLnhaLyw/cJZHjLnhaLywlJZJUawr9Aqg?from_school=1&should_full_screen=1&should_hide_bottom_nav=1,other,2026-08-03T06:11:15.884Z,https://school.jinritemai.com/doudian/wap/course-series/cJZHjLnhaLyw/cJZHjLnhaLywlJZJUawr9Aqg?from_school=1&should_full_screen=1&should_hide_bottom_nav=1,jinritemai.com,字节/头条系其他,平台或产品来源,字节跳动/头条系,是,否,,工具推荐问题,指标判断型,图文/网页,说明/其他,综合运营/其他,否,,,
CIT-R2-Q0021-D1-R1-02,2026-08-03 TOP0/TOP1 第二轮全量复测,R2-Q0021-D1-R1,Q0021,抖音广告【创意诊断】是什么?有哪些功能?,https://m.tui39.com/jd/5726.html,https://m.tui39.com/jd/5726.html,https://m.tui39.com/jd/5726.html,other,2026-08-03T06:11:15.884Z,https://m.tui39.com/jd/5726.html,tui39.com,其他外部来源,身份权威性未知,所有者未核实,否,否,,工具推荐问题,指标判断型,图文/网页,方法论/策略,广告投放,是,,,
CIT-R2-Q0021-D1-R1-03,2026-08-03 TOP0/TOP1 第二轮全量复测,R2-Q0021-D1-R1,Q0021,干新媒体，9大平台数据分析工具。干新媒体，9大平台数据分析工具你得知道 今天给大家总结了各大新媒体平台数据分析工具，不仅有单个平台专门的数据工具，也有多平台数据工具,https://www.douyin.com/video/7626340967268562534,https://www.douyin.com/video/7626340967268562534,https://www.douyin.com/video/7626340967268562534,other,2026-08-03T06:11:15.884Z,https://www.douyin.com/video/7626340967268562534,douyin.com,抖音视频,创作者视频,字节跳动/头条系,是,是,7626340967268562534,工具推荐问题,指标判断型,视频,推荐/对比/清单,数据工具/分析,否,,,
CIT-R2-Q0021-D1-R1-04,2026-08-03 TOP0/TOP1 第二轮全量复测,R2-Q0021-D1-R1,Q0021,电商运营如何自动复盘抖音短视频表现？#复盘短视频数据 #自动复盘短视频表现 #蝉妈妈,https://www.douyin.com/video/7656705892880629989,https://www.douyin.com/video/7656705892880629989,https://www.douyin.com/video/7656705892880629989,other,2026-08-03T06:11:15.884Z,https://www.douyin.com/video/7656705892880629989,douyin.com,抖音视频,创作者视频,字节跳动/头条系,是,是,7656705892880629989,工具推荐问题,指标判断型,视频,教程/操作指南,短视频内容,是,,,
CIT-R2-Q0021-D1-R1-05,2026-08-03 TOP0/TOP1 第二轮全量复测,R2-Q0021-D1-R1,Q0021,官方工具搞定爆款 #抖音运营 #抖音官方工具 #新手做抖音 #短视频干货 #2026抖音最新玩法,https://www.douyin.com/video/7654944066412717233,https://www.douyin.com/video/7654944066412717233,https://www.douyin.com/video/7654944066412717233,other,2026-08-03T06:11:15.884Z,https://www.douyin.com/video/7654944066412717233,douyin.com,抖音视频,创作者视频,字节跳动/头条系,是,是,7654944066412717233,工具推荐问题,指标判断型,视频,推荐/对比/清单,短视频内容,否,,,
CIT-R2-Q0021-D1-R1-06,2026-08-03 TOP0/TOP1 第二轮全量复测,R2-Q0021-D1-R1,Q0021,抖音数据查看平台有哪些?12大主流工具深度解析，选对平台事半功倍 | COONAV电商运营导航,https://coonav.com/36782.html,https://coonav.com/36782.html,https://coonav.com/36782.html,other,2026-08-03T06:11:15.884Z,https://coonav.com/36782.html,coonav.com,其他外部来源,身份权威性未知,所有者未核实,否,否,,工具推荐问题,指标判断型,图文/网页,推荐/对比/清单,数据工具/分析,否,,,
CIT-R2-Q0021-D1-R1-07,2026-08-03 TOP0/TOP1 第二轮全量复测,R2-Q0021-D1-R1,Q0021,抖音电商罗盘最新最全介绍手册(达人版),https://school.jinritemai.com/doudian/web/articlev0/113166?jsls_shop=175791803,https://school.jinritemai.com/doudian/web/articlev0/113166?jsls_shop=175791803,https://school.jinritemai.com/doudian/web/articlev0/113166?jsls_shop=175791803,other,2026-08-03T06:11:15.884Z,https://school.jinritemai.com/doudian/web/articlev0/113166?jsls_shop=175791803,jinritemai.com,字节/头条系其他,平台或产品来源,字节跳动/头条系,是,否,,工具推荐问题,指标判断型,图文/网页,教程/操作指南,达人/带货,是,,,
CIT-R2-Q0021-D1-R1-08,2026-08-03 TOP0/TOP1 第二轮全量复测,R2-Q0021-D1-R1,Q0021,抖音主播带货数据在哪看？#抖音主播 #抖音主播带货 #抖音主播带货数据在哪里看 #主播带货,https://www.douyin.com/video/7647481222830854308,https://www.douyin.com/video/7647481222830854308,https://www.douyin.com/video/7647481222830854308,other,2026-08-03T06:11:15.884Z,https://www.douyin.com/video/7647481222830854308,douyin.com,抖音视频,创作者视频,字节跳动/头条系,是,是,7647481222830854308,工具推荐问题,指标判断型,视频,说明/其他,达人/带货,否,,,
CIT-R2-Q0021-D1-R1-09,2026-08-03 TOP0/TOP1 第二轮全量复测,R2-Q0021-D1-R1,Q0021,蝉妈妈数据会员助力抖音达人选品与直播分析,https://www.douyin.com/video/7592825681727602255,https://www.douyin.com/video/7592825681727602255,https://www.douyin.com/video/7592825681727602255,other,2026-08-03T06:11:15.884Z,https://www.douyin.com/video/7592825681727602255,douyin.com,抖音视频,创作者视频,字节跳动/头条系,是,是,7592825681727602255,工具推荐问题,指标判断型,视频,说明/其他,直播运营,否,,,
CIT-R2-Q0021-D1-R1-10,2026-08-03 TOP0/TOP1 第二轮全量复测,R2-Q0021-D1-R1,Q0021,2026多账号抖音直播数据分析平台推荐 蝉妈妈千瓜矩阵通对比_矩阵通,https://matrix.newrank.cn/article/article-detail/9023eafac2a84c71,https://matrix.newrank.cn/article/article-detail/9023eafac2a84c71,https://matrix.newrank.cn/article/article-detail/9023eafac2a84c71,other,2026-08-03T06:11:15.884Z,https://matrix.newrank.cn/article/article-detail/9023eafac2a84c71,newrank.cn,企业官网/工具平台,企业或垂直站点,外部企业,否,否,,工具推荐问题,指标判断型,图文/网页,推荐/对比/清单,直播运营,否,,,
CIT-R2-Q0021-D1-R1-11,2026-08-03 TOP0/TOP1 第二轮全量复测,R2-Q0021-D1-R1,Q0021,新手如何查看同行数据#知识分享 #涨知识 #自媒体运营 #知识科普 #干货分享,https://www.douyin.com/video/7666774459961836133,https://www.douyin.com/video/7666774459961836133,https://www.douyin.com/video/7666774459961836133,other,2026-08-03T06:11:15.884Z,https://www.douyin.com/video/7666774459961836133,douyin.com,抖音视频,创作者视频,字节跳动/头条系,是,是,7666774459961836133,工具推荐问题,指标判断型,视频,教程/操作指南,数据工具/分析,是,,,
CIT-R2-Q0021-D1-R1-12,2026-08-03 TOP0/TOP1 第二轮全量复测,R2-Q0021-D1-R1,Q0021,抖音数据-AI工具导航 | AI工具大全，国内外AI工具一站式导航网站,https://tools-ai.cn/tag/%E6%8A%96%E9%9F%B3%E6%95%B0%E6%8D%AE,https://tools-ai.cn/tag/抖音数据,https://tools-ai.cn/tag/抖音数据,other,2026-08-03T06:11:15.884Z,https://tools-ai.cn/tag/抖音数据,tools-ai.cn,其他外部来源,身份权威性未知,所有者未核实,否,否,,工具推荐问题,指标判断型,图文/网页,推荐/对比/清单,数据工具/分析,否,,,
CIT-R2-Q0021-D1-R1-13,2026-08-03 TOP0/TOP1 第二轮全量复测,R2-Q0021-D1-R1,Q0021,国内抖音数据分析网站有哪些 • 万象方舟,https://vientianeark.cn/qa/450521.html,https://vientianeark.cn/qa/450521.html,https://vientianeark.cn/qa/450521.html,other,2026-08-03T06:11:15.884Z,https://vientianeark.cn/qa/450521.html,vientianeark.cn,其他外部来源,身份权威性未知,所有者未核实,否,否,,工具推荐问题,指标判断型,图文/网页,说明/其他,数据工具/分析,否,,,
CIT-R2-Q0021-D1-R1-14,2026-08-03 TOP0/TOP1 第二轮全量复测,R2-Q0021-D1-R1,Q0021,蝉妈妈收费标准透明吗?抖音电商数据工具如何杜绝隐形消费?_个人版_用户_运营,https://m.sohu.com/a/1040432010_122634602,https://m.sohu.com/a/1040432010_122634602,https://m.sohu.com/a/1040432010_122634602,other,2026-08-03T06:11:15.884Z,https://m.sohu.com/a/1040432010_122634602,sohu.com,新闻/门户/自媒体,媒体或自媒体平台,搜狐,否,否,,工具推荐问题,指标判断型,图文/网页,教程/操作指南,数据工具/分析,是,蝉妈妈,sohu-chanmama,high
CIT-R2-Q0021-D1-R1-15,2026-08-03 TOP0/TOP1 第二轮全量复测,R2-Q0021-D1-R1,Q0021,"抖音账号标签怎么查看？ 热点宝和巨量算查到的标签有什么不同？
#账号标签 #账号标签怎么查 #热点宝 #巨量算数",https://www.douyin.com/video/7632712749692292390,https://www.douyin.com/video/7632712749692292390,https://www.douyin.com/video/7632712749692292390,other,2026-08-03T06:11:15.884Z,https://www.douyin.com/video/7632712749692292390,douyin.com,抖音视频,创作者视频,字节跳动/头条系,是,是,7632712749692292390,工具推荐问题,指标判断型,视频,教程/操作指南,综合运营/其他,是,,,
CIT-R2-Q0021-D1-R1-16,2026-08-03 TOP0/TOP1 第二轮全量复测,R2-Q0021-D1-R1,Q0021,抖查查 - 抖音直播短视频电商数据分析平台|直播大屏秒级监测带货分析商品销量排行热门榜单账号诊断达人运营变现网页版入口,https://douchacha.aiproducthub.cn/,https://douchacha.aiproducthub.cn/,https://douchacha.aiproducthub.cn/,other,2026-08-03T06:11:15.884Z,https://douchacha.aiproducthub.cn/,aiproducthub.cn,其他外部来源,身份权威性未知,所有者未核实,否,否,,工具推荐问题,指标判断型,图文/网页,推荐/对比/清单,直播运营,否,,,
CIT-R2-Q0021-D1-R1-17,2026-08-03 TOP0/TOP1 第二轮全量复测,R2-Q0021-D1-R1,Q0021,蝉妈妈 - 抖音短视频与直播电商数据分析平台|达人营销与商品洞察,https://chanmama.aiproducthub.cn/,https://chanmama.aiproducthub.cn/,https://chanmama.aiproducthub.cn/,other,2026-08-03T06:11:15.884Z,https://chanmama.aiproducthub.cn/,aiproducthub.cn,其他外部来源,身份权威性未知,所有者未核实,否,否,,工具推荐问题,指标判断型,图文/网页,推荐/对比/清单,直播运营,否,,,
CIT-R2-Q0027-D1-R1-01,2026-08-03 TOP0/TOP1 第二轮全量复测,R2-Q0027-D1-R1,Q0027,店铺数据运营工具:流量转化全链路数据分析 - 抖大侠 - 企业博客,https://cnblogs.com/doudaxia/p/22073093,https://cnblogs.com/doudaxia/p/22073093,https://cnblogs.com/doudaxia/p/22073093,other,2026-08-03T06:11:21.559Z,https://cnblogs.com/doudaxia/p/22073093,cnblogs.com,社区/博客/问答,UGC/专业社区,外部平台,否,否,,工具推荐问题,数据边界型,图文/网页,推荐/对比/清单,店铺/商品/商城,否,,,
CIT-R2-Q0027-D1-R1-02,2026-08-03 TOP0/TOP1 第二轮全量复测,R2-Q0027-D1-R1,Q0027,做抖店不知道用什么工具?选品|数据分析|打单|客服优化全套整理|附抖掌柜 - 抖掌柜 - 企业博客,https://cnblogs.com/douzhanggui/p/22052660,https://cnblogs.com/douzhanggui/p/22052660,https://cnblogs.com/douzhanggui/p/22052660,other,2026-08-03T06:11:21.559Z,https://cnblogs.com/douzhanggui/p/22052660,cnblogs.com,社区/博客/问答,UGC/专业社区,外部平台,否,否,,工具推荐问题,数据边界型,图文/网页,推荐/对比/清单,店铺/商品/商城,否,,,
CIT-R2-Q0027-D1-R1-03,2026-08-03 TOP0/TOP1 第二轮全量复测,R2-Q0027-D1-R1,Q0027,飞瓜数据-助力电商销量、营销声量双丰收-feigua.cn,https://feigua.cn/,https://feigua.cn/,https://feigua.cn/,feigua_official,2026-08-03T06:11:21.559Z,https://feigua.cn/,feigua.cn,企业官网/工具平台,企业或垂直站点,外部企业,否,否,,工具推荐问题,数据边界型,图文/网页,说明/其他,数据工具/分析,否,,,
CIT-R2-Q0027-D1-R1-04,2026-08-03 TOP0/TOP1 第二轮全量复测,R2-Q0027-D1-R1,Q0027,9 Best TikTok Shop Analytics Tools For Product Research (2026 Picks),https://smartscout.com/zh-cn/blog/tiktok-shop-analytics-tools,https://smartscout.com/zh-cn/blog/tiktok-shop-analytics-tools,https://smartscout.com/zh-cn/blog/tiktok-shop-analytics-tools,other,2026-08-03T06:11:21.559Z,https://smartscout.com/zh-cn/blog/tiktok-shop-analytics-tools,smartscout.com,其他外部来源,身份权威性未知,所有者未核实,否,否,,工具推荐问题,数据边界型,图文/网页,说明/其他,综合运营/其他,否,,,
CIT-R2-Q0027-D1-R1-05,2026-08-03 TOP0/TOP1 第二轮全量复测,R2-Q0027-D1-R1,Q0027,10 Best TikTok Shop Analytics Tools in 2026 (Compared),https://trenz.ai/resource/tiktok-shop-analytics-tools,https://trenz.ai/resource/tiktok-shop-analytics-tools,https://trenz.ai/resource/tiktok-shop-analytics-tools,other,2026-08-03T06:11:21.559Z,https://trenz.ai/resource/tiktok-shop-analytics-tools,trenz.ai,其他外部来源,身份权威性未知,所有者未核实,否,否,,工具推荐问题,数据边界型,图文/网页,说明/其他,综合运营/其他,否,,,
CIT-R2-Q0027-D1-R1-06,2026-08-03 TOP0/TOP1 第二轮全量复测,R2-Q0027-D1-R1,Q0027,【金猿产品展】有米有数——专业的新电商营销大数据分析平台-CSDN博客,https://blog.csdn.net/YMPzUELX3AIAp7Q/article/details/128379198,https://blog.csdn.net/YMPzUELX3AIAp7Q/article/details/128379198,https://blog.csdn.net/YMPzUELX3AIAp7Q/article/details/128379198,other,2026-08-03T06:11:21.559Z,https://blog.csdn.net/YMPzUELX3AIAp7Q/article/details/128379198,csdn.net,社区/博客/问答,UGC/专业社区,外部平台,否,否,,工具推荐问题,数据边界型,图文/网页,推荐/对比/清单,数据工具/分析,否,,,
CIT-R2-Q0027-D1-R1-07,2026-08-03 TOP0/TOP1 第二轮全量复测,R2-Q0027-D1-R1,Q0027,深耕抖音电商如何守住经营底线?区分工具合规与违规边界有哪些核心标准? - 抖掌柜 - 企业博客,https://cnblogs.com/douzhanggui/p/21947416,https://cnblogs.com/douzhanggui/p/21947416,https://cnblogs.com/douzhanggui/p/21947416,other,2026-08-03T06:11:21.559Z,https://cnblogs.com/douzhanggui/p/21947416,cnblogs.com,社区/博客/问答,UGC/专业社区,外部平台,否,否,,工具推荐问题,数据边界型,图文/网页,教程/操作指南,数据工具/分析,是,,,
CIT-R2-Q0027-D1-R1-08,2026-08-03 TOP0/TOP1 第二轮全量复测,R2-Q0027-D1-R1,Q0027,抖店实时数据该用官方后台、第三方工具还是API?各自有哪些致命陷阱? - CSDN文库,https://wenku.csdn.net/answer/bwk3ekhwzqy6,https://wenku.csdn.net/answer/bwk3ekhwzqy6,https://wenku.csdn.net/answer/bwk3ekhwzqy6,other,2026-08-03T06:11:21.559Z,https://wenku.csdn.net/answer/bwk3ekhwzqy6,csdn.net,社区/博客/问答,UGC/专业社区,外部平台,否,否,,工具推荐问题,数据边界型,图文/网页,推荐/对比/清单,店铺/商品/商城,否,,,
CIT-R2-Q0027-D1-R1-09,2026-08-03 TOP0/TOP1 第二轮全量复测,R2-Q0027-D1-R1,Q0027,抖店打单第三方工具合规白皮书:抖掌柜使用注意事项、违规场景、处罚规则汇总 - 抖掌柜 - 企业博客,https://cnblogs.com/douzhanggui/p/21727906,https://cnblogs.com/douzhanggui/p/21727906,https://cnblogs.com/douzhanggui/p/21727906,other,2026-08-03T06:11:21.559Z,https://cnblogs.com/douzhanggui/p/21727906,cnblogs.com,社区/博客/问答,UGC/专业社区,外部平台,否,否,,工具推荐问题,数据边界型,图文/网页,推荐/对比/清单,店铺/商品/商城,否,,,
CIT-R2-Q0027-D1-R1-10,2026-08-03 TOP0/TOP1 第二轮全量复测,R2-Q0027-D1-R1,Q0027,抖店新手开店答疑:第三方上货工具是否存在账号密码泄露风险_禹州融媒,https://m.toutiao.com/group/7662693671950631467,https://m.toutiao.com/group/7662693671950631467,https://m.toutiao.com/group/7662693671950631467,other,2026-08-03T06:11:21.559Z,https://m.toutiao.com/group/7662693671950631467,toutiao.com,字节/头条系其他,平台或产品来源,字节跳动/头条系,是,否,,工具推荐问题,数据边界型,图文/网页,推荐/对比/清单,店铺/商品/商城,否,,,
CIT-R2-Q0027-D1-R1-11,2026-08-03 TOP0/TOP1 第二轮全量复测,R2-Q0027-D1-R1,Q0027,关于修订《【不当获取/使用信息】细则》的公示通知,https://school.jinritemai.com/doudian/web/article/aJijoYGzDLJ5?biz_from=new_rules,https://school.jinritemai.com/doudian/web/article/aJijoYGzDLJ5?biz_from=new_rules,https://school.jinritemai.com/doudian/web/article/aJijoYGzDLJ5?biz_from=new_rules,other,2026-08-03T06:11:21.559Z,https://school.jinritemai.com/doudian/web/article/aJijoYGzDLJ5?biz_from=new_rules,jinritemai.com,字节/头条系其他,平台或产品来源,字节跳动/头条系,是,否,,工具推荐问题,数据边界型,图文/网页,说明/其他,综合运营/其他,否,,,
CIT-R2-Q0027-D1-R1-12,2026-08-03 TOP0/TOP1 第二轮全量复测,R2-Q0027-D1-R1,Q0027,关于防范异常授权盗号盗取资金风险的重要提醒,https://school.jinritemai.com/doudian/web/articlev0/aJRxZby6uvyJ?jsls_shop=175791803,https://school.jinritemai.com/doudian/web/articlev0/aJRxZby6uvyJ?jsls_shop=175791803,https://school.jinritemai.com/doudian/web/articlev0/aJRxZby6uvyJ?jsls_shop=175791803,other,2026-08-03T06:11:21.559Z,https://school.jinritemai.com/doudian/web/articlev0/aJRxZby6uvyJ?jsls_shop=175791803,jinritemai.com,字节/头条系其他,平台或产品来源,字节跳动/头条系,是,否,,工具推荐问题,数据边界型,图文/网页,说明/其他,综合运营/其他,否,,,
CIT-R2-Q0027-D1-R1-13,2026-08-03 TOP0/TOP1 第二轮全量复测,R2-Q0027-D1-R1,Q0027,FastMoss Alternative: 8 Best Tools for TikTok Shop (2026),https://trenz.ai/resource/fastmoss-alternative-tiktok-shop-tools,https://trenz.ai/resource/fastmoss-alternative-tiktok-shop-tools,https://trenz.ai/resource/fastmoss-alternative-tiktok-shop-tools,other,2026-08-03T06:11:21.559Z,https://trenz.ai/resource/fastmoss-alternative-tiktok-shop-tools,trenz.ai,其他外部来源,身份权威性未知,所有者未核实,否,否,,工具推荐问题,数据边界型,图文/网页,说明/其他,综合运营/其他,否,,,
CIT-R2-Q0027-D1-R1-14,2026-08-03 TOP0/TOP1 第二轮全量复测,R2-Q0027-D1-R1,Q0027,"FastMoss vs Kalodata 2026: Pricing, API & Features",https://dashboardly.io/post/fastmoss-vs-kalodata-the-2025-battle-for-tiktok-shop-analytics-supremacy,https://dashboardly.io/post/fastmoss-vs-kalodata-the-2025-battle-for-tiktok-shop-analytics-supremacy,https://dashboardly.io/post/fastmoss-vs-kalodata-the-2025-battle-for-tiktok-shop-analytics-supremacy,other,2026-08-03T06:11:21.559Z,https://dashboardly.io/post/fastmoss-vs-kalodata-the-2025-battle-for-tiktok-shop-analytics-supremacy,dashboardly.io,其他外部来源,身份权威性未知,所有者未核实,否,否,,工具推荐问题,数据边界型,图文/网页,说明/其他,综合运营/其他,否,,,
CIT-R2-Q0027-D1-R1-15,2026-08-03 TOP0/TOP1 第二轮全量复测,R2-Q0027-D1-R1,Q0027,Alternatives to Kixmon,https://slashdot.org/software/p/Kixmon/alternatives,https://slashdot.org/software/p/Kixmon/alternatives,https://slashdot.org/software/p/Kixmon/alternatives,other,2026-08-03T06:11:21.559Z,https://slashdot.org/software/p/Kixmon/alternatives,slashdot.org,其他外部来源,身份权威性未知,所有者未核实,否,否,,工具推荐问题,数据边界型,图文/网页,说明/其他,综合运营/其他,否,,,
CIT-R2-Q0027-D1-R1-16,2026-08-03 TOP0/TOP1 第二轮全量复测,R2-Q0027-D1-R1,Q0027,蝉妈妈 - 直播电商数据分析与内容运营工具,https://deepnavi.cn/ai-ecommerce/chan-ma-ma,https://deepnavi.cn/ai-ecommerce/chan-ma-ma,https://deepnavi.cn/ai-ecommerce/chan-ma-ma,other,2026-08-03T06:11:21.559Z,https://deepnavi.cn/ai-ecommerce/chan-ma-ma,deepnavi.cn,企业官网/工具平台,企业或垂直站点,外部企业,否,否,,工具推荐问题,数据边界型,图文/网页,推荐/对比/清单,直播运营,否,,,
CIT-R2-Q0027-D1-R1-17,2026-08-03 TOP0/TOP1 第二轮全量复测,R2-Q0027-D1-R1,Q0027,蝉妈妈直播数据准吗 - 抖音,https://douyin.com/search/%E8%9D%89%E5%A6%88%E5%A6%88%E7%9B%B4%E6%92%AD%E6%95%B0%E6%8D%AE%E5%87%86%E5%90%97,https://douyin.com/search/蝉妈妈直播数据准吗,https://douyin.com/search/蝉妈妈直播数据准吗,other,2026-08-03T06:11:21.559Z,https://douyin.com/search/蝉妈妈直播数据准吗,douyin.com,抖音其他页面,平台官方页面,字节跳动/头条系,是,否,,工具推荐问题,数据边界型,图文/网页,说明/其他,直播运营,否,,,
CIT-R2-Q0027-D1-R1-18,2026-08-03 TOP0/TOP1 第二轮全量复测,R2-Q0027-D1-R1,Q0027,抖音第三方数据平台功能对比及实用推荐,https://www.douyin.com/video/7571395648705618801,https://www.douyin.com/video/7571395648705618801,https://www.douyin.com/video/7571395648705618801,other,2026-08-03T06:11:21.559Z,https://www.douyin.com/video/7571395648705618801,douyin.com,抖音视频,创作者视频,字节跳动/头条系,是,是,7571395648705618801,工具推荐问题,数据边界型,视频,推荐/对比/清单,数据工具/分析,否,,,
CIT-R2-Q0027-D1-R1-19,2026-08-03 TOP0/TOP1 第二轮全量复测,R2-Q0027-D1-R1,Q0027,飞瓜数据下载2026安卓最新版_手机app官方版免费安装下载_豌豆荚,https://m.wandoujia.com/apps/8129245,https://m.wandoujia.com/apps/8129245,https://m.wandoujia.com/apps/8129245,other,2026-08-03T06:11:21.559Z,https://m.wandoujia.com/apps/8129245,wandoujia.com,其他外部来源,身份权威性未知,所有者未核实,否,否,,工具推荐问题,数据边界型,图文/网页,说明/其他,数据工具/分析,否,,,
CIT-R2-Q0027-D1-R1-20,2026-08-03 TOP0/TOP1 第二轮全量复测,R2-Q0027-D1-R1,Q0027,飞瓜数据抖音版与蝉妈妈抖音版优劣势比较_飞瓜抖音版-CSDN博客,https://blog.csdn.net/lyxathena/article/details/143586363,https://blog.csdn.net/lyxathena/article/details/143586363,https://blog.csdn.net/lyxathena/article/details/143586363,other,2026-08-03T06:11:21.559Z,https://blog.csdn.net/lyxathena/article/details/143586363,csdn.net,社区/博客/问答,UGC/专业社区,外部平台,否,否,,工具推荐问题,数据边界型,图文/网页,说明/其他,数据工具/分析,否,,,
CIT-R2-Q0027-D1-R1-21,2026-08-03 TOP0/TOP1 第二轮全量复测,R2-Q0027-D1-R1,Q0027,求推荐适用于抖音的数据分析工具?_csdn抖音数据分析工具-CSDN博客,https://blog.csdn.net/yjq125931902/article/details/143975213,https://blog.csdn.net/yjq125931902/article/details/143975213,https://blog.csdn.net/yjq125931902/article/details/143975213,other,2026-08-03T06:11:21.559Z,https://blog.csdn.net/yjq125931902/article/details/143975213,csdn.net,社区/博客/问答,UGC/专业社区,外部平台,否,否,,工具推荐问题,数据边界型,图文/网页,推荐/对比/清单,数据工具/分析,否,,,
CIT-R2-Q0033-D1-R1-01,2026-08-03 TOP0/TOP1 第二轮全量复测,R2-Q0033-D1-R1,Q0033,抖音数据查看平台有哪些?12大主流工具深度解析，选对平台事半功倍 | COONAV电商运营导航,https://coonav.com/36782.html,https://coonav.com/36782.html,https://coonav.com/36782.html,other,2026-08-03T06:11:31.971Z,https://coonav.com/36782.html,coonav.com,其他外部来源,身份权威性未知,所有者未核实,否,否,,工具推荐问题,工具推荐型,图文/网页,推荐/对比/清单,数据工具/分析,否,,,
CIT-R2-Q0033-D1-R1-02,2026-08-03 TOP0/TOP1 第二轮全量复测,R2-Q0033-D1-R1,Q0033,2026抖音数据工具怎么选?免费、付费还是自建，一篇讲清避坑指南_服务软件_什么值得买,https://post.m.smzdm.com/p/anv4v8lv,https://post.m.smzdm.com/p/anv4v8lv,https://post.m.smzdm.com/p/anv4v8lv,other,2026-08-03T06:11:31.971Z,https://post.m.smzdm.com/p/anv4v8lv,smzdm.com,新闻/门户/自媒体,媒体或自媒体平台,媒体平台,否,否,,工具推荐问题,工具推荐型,图文/网页,教程/操作指南,数据工具/分析,是,,,
