url,raw_url,domain,title,type,authority,owner,bytedance,douyin_video,video_id,format,structure,topic,methodology,citations,answers,questions,owned_account
https://m.sohu.com/a/1030456909_122721889,https://m.sohu.com/a/1030456909_122721889,sohu.com,抖音卡片自动回复设置教程:从0到1的完整操作路径_工具_配置_企业号,新闻/门户/自媒体,媒体或自媒体平台,搜狐,False,False,,图文/网页,教程/操作指南,数据工具/分析,True,4,4,1,
https://m.sohu.com/a/1051048101_122554258,https://m.sohu.com/a/1051048101_122554258,sohu.com,电商人必备数据查询平台汇总，轻松找到贴合需求的数据获取方法_价格_快手_商品,新闻/门户/自媒体,媒体或自媒体平台,搜狐,False,False,,图文/网页,推荐/对比/清单,店铺/商品/商城,False,4,4,3,
https://m.sohu.com/a/1053122209_122949247,https://m.sohu.com/a/1053122209_122949247,sohu.com,抖店免费工具和付费软件怎么分工?按任务边界组合使用_商品_订单_采购,新闻/门户/自媒体,媒体或自媒体平台,搜狐,False,False,,图文/网页,教程/操作指南,店铺/商品/商城,True,4,4,4,
https://m.sohu.com/a/1053431592_122917210,https://m.sohu.com/a/1053431592_122917210,sohu.com,全国多平台推广数据不一致分析指南_本地化_口径_区域,新闻/门户/自媒体,媒体或自媒体平台,搜狐,False,False,,图文/网页,教程/操作指南,数据工具/分析,True,4,4,2,
https://cloud.tencent.com/developer/article/2686528,https://cloud.tencent.com/developer/article/2686528,tencent.com,我用 AI 做了一个短视频数据看板 #WorkBuddy#-腾讯云开发者社区-腾讯云,其他外部来源,身份权威性未知,所有者未核实,False,False,,图文/网页,说明/其他,短视频内容,False,4,4,2,
https://cloud.tencent.com.cn/developer/article/2697668,https://cloud.tencent.com.cn/developer/article/2697668,tencent.com.cn,用 WorkBuddy 做抖音矩阵数据分析:22 个账号两周对比一键出#WorkBuddy#-腾讯云开发者社区-腾讯云,其他外部来源,身份权威性未知,所有者未核实,False,False,,图文/网页,推荐/对比/清单,数据工具/分析,False,4,4,1,
https://m.toutiao.com/group/6943915995572470280,https://m.toutiao.com/group/6943915995572470280,toutiao.com,壹现场丨直播数据分析平台非法抓取抖音数据被告 法院裁定停止侵权_北青网,字节/头条系其他,平台或产品来源,字节跳动/头条系,True,False,,图文/网页,推荐/对比/清单,直播运营,False,4,4,4,
https://m.toutiao.com/group/7660354353294852654,https://m.toutiao.com/group/7660354353294852654,toutiao.com,移动端如何用蝉龙虾查数据?电商运营对话式查询指南_蝉妈妈电商增长,字节/头条系其他,平台或产品来源,字节跳动/头条系,True,False,,图文/网页,教程/操作指南,数据工具/分析,True,4,4,3,
https://trenz.ai/resource/best-tiktok-shop-product-research-tools,https://trenz.ai/resource/best-tiktok-shop-product-research-tools,trenz.ai,10 Best TikTok Shop Product Research Tools (2026) Ranked,其他外部来源,身份权威性未知,所有者未核实,False,False,,图文/网页,说明/其他,综合运营/其他,False,4,4,3,
https://smzs.xisence.com/help/faq/douyin/video-limit,https://smzs.xisence.com/help/faq/douyin/video-limit,xisence.com,抖音:为什么有时候视频数据会获取不全? - 社媒助手,其他外部来源,身份权威性未知,所有者未核实,False,False,,图文/网页,说明/其他,短视频内容,False,4,4,3,
https://yenb.com/douyin/dyzb/10998.html,https://yenb.com/douyin/dyzb/10998.html,yenb.com,抖音直播间流量不精准?怎么判断，如何调整? - 记录时光:成长、生活、工作,其他外部来源,身份权威性未知,所有者未核实,False,False,,图文/网页,教程/操作指南,直播运营,True,4,4,2,
https://resources.youcloud.com/youshu/product_update/2428,https://resources.youcloud.com/youshu/product_update/2428,youcloud.com,有米有数免费版官方使用指南,其他外部来源,身份权威性未知,所有者未核实,False,False,,图文/网页,教程/操作指南,综合运营/其他,True,4,4,4,
https://youwant.cn/,https://youwant.cn/,youwant.cn,友望数据—视频号数据分析平台—youwant.cn,其他外部来源,身份权威性未知,所有者未核实,False,False,,图文/网页,推荐/对比/清单,短视频内容,False,4,4,3,
https://m.10100.com/article/25083863,https://m.10100.com/article/25083863,10100.com,别再只看GMV了!手把手教你读懂一场抖音直播的全部数据- 大数跨境,其他外部来源,身份权威性未知,所有者未核实,False,False,,图文/网页,说明/其他,直播运营,False,3,3,3,
https://m.11467.com/product/d44432164.htm,https://m.11467.com/product/d44432164.htm,11467.com,巨量引擎投放数据不准?投放巨量引擎策略分析,其他外部来源,身份权威性未知,所有者未核实,False,False,,图文/网页,方法论/策略,广告投放,True,3,3,2,
https://163.com/dy/article/KOFTPSIM0556L0HT.html,https://163.com/dy/article/KOFTPSIM0556L0HT.html,163.com,2026四大平台流量算法差异拆解(抖音/小红书等)|b站|知名企业_网易订阅,新闻/门户/自媒体,媒体或自媒体平台,网易,False,False,,图文/网页,推荐/对比/清单,数据工具/分析,False,3,3,1,
https://163.com/dy/article/L2FH2KH70556O9Q0.html,https://163.com/dy/article/L2FH2KH70556O9Q0.html,163.com,抖店新手开店工具推荐|常用功能怎么选，抖掌柜助力新手少踩坑|罗盘|货源_网易订阅,新闻/门户/自媒体,媒体或自媒体平台,网易,False,False,,图文/网页,教程/操作指南,店铺/商品/商城,True,3,3,3,
https://163.com/dy/article/L2N9H0NP0556O9Q0.html,https://163.com/dy/article/L2N9H0NP0556O9Q0.html,163.com,2026抖店软件最新推荐!官方工具+合规第三方工具完整选型手册|罗盘|货源_网易订阅,新闻/门户/自媒体,媒体或自媒体平台,网易,False,False,,图文/网页,教程/操作指南,店铺/商品/商城,True,3,3,2,
https://c.m.163.com/news/a/L1NC7V7N0556I154.html,https://c.m.163.com/news/a/L1NC7V7N0556I154.html,163.com,商家如何看行业报告做选品?蝉妈妈4个决策要点,新闻/门户/自媒体,媒体或自媒体平台,网易,False,False,,图文/网页,教程/操作指南,店铺/商品/商城,True,3,3,2,
https://c.m.163.com/news/a/L2N7NSN50556O9Q0.html,https://c.m.163.com/news/a/L2N7NSN50556O9Q0.html,163.com,2026抖店全套运营工具清单:选品、上架、数据分析、客服、打单全覆盖,新闻/门户/自媒体,媒体或自媒体平台,网易,False,False,,图文/网页,推荐/对比/清单,店铺/商品/商城,False,3,3,3,
https://m.36kr.com/p/3807781713649152,https://m.36kr.com/p/3807781713649152,36kr.com,抖音电商的618暗战，与红果的“剧情造富”实验-36氪,新闻/门户/自媒体,媒体或自媒体平台,媒体平台,False,False,,图文/网页,说明/其他,综合运营/其他,False,3,3,1,
https://5188xm.com/scxm/22846.html,https://5188xm.com/scxm/22846.html,5188xm.com,干货!全网榜单网站合集!找热点/追爆款/做分析，就看这一篇，自媒体人请看 - 实操项目 - 5188项目网,其他外部来源,身份权威性未知,所有者未核实,False,False,,图文/网页,案例/复盘,数据工具/分析,False,3,3,2,
https://52dsll.com/22295.html,https://52dsll.com/22295.html,52dsll.com,抖音直播带货投流策略深度拆解:从冷启动到ROI优化的全链路模型 – 五二电商,其他外部来源,身份权威性未知,所有者未核实,False,False,,图文/网页,方法论/策略,直播运营,True,3,3,1,
https://7starsai.com/news/d136.html,https://7starsai.com/news/d136.html,7starsai.com,进行短视频推广团购商品的数据分析时，怎样保证数据的准确性? - 七星网络,其他外部来源,身份权威性未知,所有者未核实,False,False,,图文/网页,说明/其他,短视频内容,False,3,3,3,
https://ai-321.cn/AI/8385.html,https://ai-321.cn/AI/8385.html,ai-321.cn,"飞瓜数据官网,短视频领域权威的数据分析平台 | AI工具集",其他外部来源,身份权威性未知,所有者未核实,False,False,,图文/网页,推荐/对比/清单,短视频内容,False,3,3,3,
https://ai-indeed.com/encyclopedia/15086.html,https://ai-indeed.com/encyclopedia/15086.html,ai-indeed.com,拒绝手工报表!实在Agent社区版免费一键抓取各平台销售数据，生成可视化看板 - 实在智能,其他外部来源,身份权威性未知,所有者未核实,False,False,,图文/网页,推荐/对比/清单,数据工具/分析,False,3,3,1,
https://ai-indeed.com/encyclopedia/20421.html,https://ai-indeed.com/encyclopedia/20421.html,ai-indeed.com,抖音商家后台数据可以自动采集吗?方法与边界 - 实在智能,其他外部来源,身份权威性未知,所有者未核实,False,False,,图文/网页,方法论/策略,数据工具/分析,True,3,3,3,
https://ai-indeed.com/encyclopedia/23427.html,https://ai-indeed.com/encyclopedia/23427.html,ai-indeed.com,历史大促数据自动汇总怎么做?零代码搭建AI智能体全流程解析 - 实在智能,其他外部来源,身份权威性未知,所有者未核实,False,False,,图文/网页,教程/操作指南,数据工具/分析,True,3,3,1,
https://ai-indeed.com/encyclopedia/25423.html,https://ai-indeed.com/encyclopedia/25423.html,ai-indeed.com,如何监控红人带货视频数据?穿透流量泡沫的实战指南 - 实在智能,其他外部来源,身份权威性未知,所有者未核实,False,False,,图文/网页,教程/操作指南,达人/带货,True,3,3,3,
https://ai-indeed.com/encyclopedia/28390.html,https://ai-indeed.com/encyclopedia/28390.html,ai-indeed.com,巨量千川报表自动导出全攻略:智能体批量获取投放数据的高效方案 - 实在智能,其他外部来源,身份权威性未知,所有者未核实,False,False,,图文/网页,教程/操作指南,广告投放,True,3,3,3,
https://developer.aliyun.com/article/1752147,https://developer.aliyun.com/article/1752147,aliyun.com,电商竞品监控工具全链路解决方案:从数据采集到经营落地闭环-阿里云开发者社区,其他外部来源,身份权威性未知,所有者未核实,False,False,,图文/网页,推荐/对比/清单,数据工具/分析,False,3,3,3,
https://bilibili.com/opus/1108012111098806311,https://bilibili.com/opus/1108012111098806311,bilibili.com,2025 新媒体投放管理工具综合实力榜:3 款主流工具实测 - 哔哩哔哩,社区/博客/问答,UGC/专业社区,外部平台,False,False,,图文/网页,推荐/对比/清单,广告投放,False,3,3,3,
https://biqiusoft.com/seo/131663,https://biqiusoft.com/seo/131663,biqiusoft.com,抖音服务管理在哪 详细解析抖音各类服务管理的入口和位置 – 比丘营销推广,其他外部来源,身份权威性未知,所有者未核实,False,False,,图文/网页,说明/其他,综合运营/其他,False,3,3,3,
https://biqiusoft.com/seo/180908,https://biqiusoft.com/seo/180908,biqiusoft.com,抖音哪个版本可以看到具体人数?深入解析抖音直播与视频数据展示机制 – 比丘营销推广,其他外部来源,身份权威性未知,所有者未核实,False,False,,图文/网页,说明/其他,直播运营,False,3,3,2,
https://m.book118.com/html/2026/0626/8010120070010104.shtm,https://m.book118.com/html/2026/0626/8010120070010104.shtm,book118.com,直播带货运营-找对标账号并拆解学习.pptx-原创力文档,其他外部来源,身份权威性未知,所有者未核实,False,False,,图文/网页,说明/其他,直播运营,False,3,3,3,
https://m.book118.com/html/2026/0718/6222112140012201.shtm,https://m.book118.com/html/2026/0718/6222112140012201.shtm,book118.com,直播间数据复盘七大核心指标.pptx-原创力文档,其他外部来源,身份权威性未知,所有者未核实,False,False,,图文/网页,案例/复盘,直播运营,False,3,3,2,
https://m.chinanews.com/wap/detail/cht/zw/10616862.shtml,https://m.chinanews.com/wap/detail/cht/zw/10616862.shtml,chinanews.com,2026抖音电商国货消费报告:直播电商助力新市场、新人羣双增长,其他外部来源,身份权威性未知,所有者未核实,False,False,,图文/网页,案例/复盘,直播运营,False,3,3,2,
https://cmrnn.com.cn/content/2026-02/27/content_286033.html,https://cmrnn.com.cn/content/2026-02/27/content_286033.html,cmrnn.com.cn,抖音电商安全与信任中心发布首份年度报告，全年拦截风险商家超400万家,其他外部来源,身份权威性未知,所有者未核实,False,False,,图文/网页,行业资讯/报告,综合运营/其他,False,3,3,1,
https://cnblogs.com/doudaxia/p/21661723,https://cnblogs.com/doudaxia/p/21661723,cnblogs.com,抖店店群工具和第三方ERP区别是什么?优缺点对比 - 抖大侠 - 企业博客,社区/博客/问答,UGC/专业社区,外部平台,False,False,,图文/网页,推荐/对比/清单,店铺/商品/商城,False,3,3,2,
https://cnblogs.com/doudaxia/p/22142672,https://cnblogs.com/doudaxia/p/22142672,cnblogs.com,2026 抖店精细化运营实操指南 数据复盘与利润提升方法汇总 - 抖大侠 - 企业博客,社区/博客/问答,UGC/专业社区,外部平台,False,False,,图文/网页,教程/操作指南,店铺/商品/商城,True,3,3,1,
https://cnblogs.com/mcj0320/articles/18814131,https://cnblogs.com/mcj0320/articles/18814131,cnblogs.com,抖店选品工具全解析:从数据洞察到爆款打造的实战指南 - 89vicky - 博客园,社区/博客/问答,UGC/专业社区,外部平台,False,False,,图文/网页,教程/操作指南,店铺/商品/商城,True,3,3,3,
https://m.cr173.com/x/1378637,https://m.cr173.com/x/1378637,cr173.com,灰豚数据平台下载-灰豚数据app下载v3.9.23安卓版-西西软件下载,其他外部来源,身份权威性未知,所有者未核实,False,False,,图文/网页,推荐/对比/清单,数据工具/分析,False,3,3,2,
https://blog.csdn.net/Ruanjianwang888/article/details/154459049,https://blog.csdn.net/Ruanjianwang888/article/details/154459049,csdn.net,影刀RPA秒级分析抖店直播数据!AI智能复盘，转化率提升300%[特殊字符]_影刀直播数据分析-CSDN博客,社区/博客/问答,UGC/专业社区,外部平台,False,False,,图文/网页,案例/复盘,直播运营,False,3,3,2,
https://blog.csdn.net/cda2024/article/details/144116787,https://blog.csdn.net/cda2024/article/details/144116787,csdn.net,求推荐适用于抖音的数据分析工具?_抖音数据分析工具-CSDN博客,社区/博客/问答,UGC/专业社区,外部平台,False,False,,图文/网页,推荐/对比/清单,数据工具/分析,False,3,3,3,
https://blog.csdn.net/gitblog_00188/article/details/157754256,https://blog.csdn.net/gitblog_00188/article/details/157754256,csdn.net,抖音数据采集与分析实战指南-CSDN博客,社区/博客/问答,UGC/专业社区,外部平台,False,False,,图文/网页,教程/操作指南,数据工具/分析,True,3,3,3,
https://blog.csdn.net/niudaniuworking/article/details/134627434,https://blog.csdn.net/niudaniuworking/article/details/134627434,csdn.net,自媒体数据分析工具_微博账号分析工具-CSDN博客,社区/博客/问答,UGC/专业社区,外部平台,False,False,,图文/网页,推荐/对比/清单,数据工具/分析,False,3,3,1,
https://blog.csdn.net/qq_54351538/article/details/156915510,https://blog.csdn.net/qq_54351538/article/details/156915510,csdn.net,【Java 转运营】Day03:抖音直播间自然流运营_抖音直播间漏斗数据-CSDN博客,社区/博客/问答,UGC/专业社区,外部平台,False,False,,图文/网页,说明/其他,直播运营,False,3,3,3,
https://blog.csdn.net/weixin_42600128/article/details/154336398,https://blog.csdn.net/weixin_42600128/article/details/154336398,csdn.net,抖音竞品分析完整资料:功能结构与信息架构深度解读-CSDN博客,社区/博客/问答,UGC/专业社区,外部平台,False,False,,图文/网页,说明/其他,数据工具/分析,False,3,3,1,
https://wenku.csdn.net/answer/8352vnyc322,https://wenku.csdn.net/answer/8352vnyc322,csdn.net,抖音数据自动化终极方案:用Coze+飞书打造你的自媒体数据看板(含Excel导出) - CSDN文库,社区/博客/问答,UGC/专业社区,外部平台,False,False,,图文/网页,说明/其他,数据工具/分析,False,3,3,3,
https://m.daduoduo.com/usercenter/vip,https://m.daduoduo.com/usercenter/vip,daduoduo.com,抖音直播和短视频电商数据分析平台,其他外部来源,身份权威性未知,所有者未核实,False,False,,图文/网页,推荐/对比/清单,直播运营,False,3,3,3,
https://dashboardly.io/post/dashboardly-vs-seller-center,https://dashboardly.io/post/dashboardly-vs-seller-center,dashboardly.io,Dashboardly vs TikTok Seller Center: The Analytics Seller Center Does Not Show,其他外部来源,身份权威性未知,所有者未核实,False,False,,图文/网页,说明/其他,综合运营/其他,False,3,3,1,
https://dashboardly.io/post/fastmoss-vs-kalodata-the-2025-battle-for-tiktok-shop-analytics-supremacy,https://dashboardly.io/post/fastmoss-vs-kalodata-the-2025-battle-for-tiktok-shop-analytics-supremacy,dashboardly.io,"FastMoss vs Kalodata 2026: Pricing, API & Features",其他外部来源,身份权威性未知,所有者未核实,False,False,,图文/网页,说明/其他,综合运营/其他,False,3,3,3,
https://help.dashboardly.io/troubleshooting/my-numbers-dont-match-tiktok,https://help.dashboardly.io/troubleshooting/my-numbers-dont-match-tiktok,dashboardly.io,My Numbers Don't Match TikTok,其他外部来源,身份权威性未知,所有者未核实,False,False,,图文/网页,说明/其他,综合运营/其他,False,3,3,3,
https://diantuoyi.com/article/16453.html,https://diantuoyi.com/article/16453.html,diantuoyi.com,抖音 API 怎么用?电商场景应用 + 接入流程 + 避坑全攻略 – 店托易,其他外部来源,身份权威性未知,所有者未核实,False,False,,图文/网页,教程/操作指南,综合运营/其他,True,3,3,2,
https://docin.com/touch_new/preview_new.do?id=4952236264,https://docin.com/touch_new/preview_new.do?id=4952236264,docin.com,2026年中国社交媒体追踪工具行业发展现状与市场占有率及排名研究分析报告 - 豆丁网,其他外部来源,身份权威性未知,所有者未核实,False,False,,图文/网页,推荐/对比/清单,数据工具/分析,False,3,3,3,
https://douchacha.com/article/details/85v3kem2.html,https://douchacha.com/article/details/85v3kem2.html,douchacha.com,【抖音销量榜】如何快速找到抖音近期爆款商品?,其他外部来源,身份权威性未知,所有者未核实,False,False,,图文/网页,教程/操作指南,店铺/商品/商城,True,3,3,2,
https://douchacha.com/article/details/j50jwpij.html,https://douchacha.com/article/details/j50jwpij.html,douchacha.com,抖音数据用抖查查，不当冤大头!,其他外部来源,身份权威性未知,所有者未核实,False,False,,图文/网页,说明/其他,数据工具/分析,False,3,3,3,
https://douyin.com/search/如何查抖音对标账号的数据,https://douyin.com/search/%E5%A6%82%E4%BD%95%E6%9F%A5%E6%8A%96%E9%9F%B3%E5%AF%B9%E6%A0%87%E8%B4%A6%E5%8F%B7%E7%9A%84%E6%95%B0%E6%8D%AE,douyin.com,如何查抖音对标账号的数据 - 抖音,抖音其他页面,平台官方页面,字节跳动/头条系,True,False,,图文/网页,教程/操作指南,数据工具/分析,True,3,3,3,
https://douyin.com/search/巨量百应怎么看直播和短视频,https://douyin.com/search/%E5%B7%A8%E9%87%8F%E7%99%BE%E5%BA%94%E6%80%8E%E4%B9%88%E7%9C%8B%E7%9B%B4%E6%92%AD%E5%92%8C%E7%9F%AD%E8%A7%86%E9%A2%91,douyin.com,巨量百应怎么看直播和短视频 - 抖音,抖音其他页面,平台官方页面,字节跳动/头条系,True,False,,图文/网页,教程/操作指南,直播运营,True,3,3,2,
https://douyin.com/search/怎么查询自己账号是否限流,https://douyin.com/search/%E6%80%8E%E4%B9%88%E6%9F%A5%E8%AF%A2%E8%87%AA%E5%B7%B1%E8%B4%A6%E5%8F%B7%E6%98%AF%E5%90%A6%E9%99%90%E6%B5%81,douyin.com,怎么查询自己账号是否限流 - 抖音,抖音其他页面,平台官方页面,字节跳动/头条系,True,False,,图文/网页,教程/操作指南,综合运营/其他,True,3,3,2,
https://douyin.com/search/怎么看全直播回放,https://douyin.com/search/%E6%80%8E%E4%B9%88%E7%9C%8B%E5%85%A8%E7%9B%B4%E6%92%AD%E5%9B%9E%E6%94%BE,douyin.com,怎么看全直播回放 - 抖音,抖音其他页面,平台官方页面,字节跳动/头条系,True,False,,图文/网页,教程/操作指南,直播运营,True,3,3,3,
https://douyin.com/search/抖音作品突然流量降低什么原因,https://douyin.com/search/%E6%8A%96%E9%9F%B3%E4%BD%9C%E5%93%81%E7%AA%81%E7%84%B6%E6%B5%81%E9%87%8F%E9%99%8D%E4%BD%8E%E4%BB%80%E4%B9%88%E5%8E%9F%E5%9B%A0,douyin.com,抖音作品突然流量降低什么原因 - 抖音,抖音其他页面,平台官方页面,字节跳动/头条系,True,False,,图文/网页,说明/其他,综合运营/其他,False,3,3,2,
https://www.douyin.com/video/7156116240908553472,https://www.douyin.com/video/7156116240908553472,douyin.com,四款高效抖音数据分析工具推荐,抖音视频,创作者视频,字节跳动/头条系,True,True,7156116240908553472,视频,推荐/对比/清单,数据工具/分析,False,3,3,2,
https://www.douyin.com/video/7184804301468912953,https://www.douyin.com/video/7184804301468912953,douyin.com,自媒体运营必备工具与学习资源全解析,抖音视频,创作者视频,字节跳动/头条系,True,True,7184804301468912953,视频,推荐/对比/清单,数据工具/分析,False,3,3,2,
https://www.douyin.com/video/7203615816502299959,https://www.douyin.com/video/7203615816502299959,douyin.com,抖音电商罗盘：官方免费数据分析工具助力商家经营,抖音视频,创作者视频,字节跳动/头条系,True,True,7203615816502299959,视频,推荐/对比/清单,数据工具/分析,False,3,3,3,
https://www.douyin.com/video/7372132002004307252,https://www.douyin.com/video/7372132002004307252,douyin.com,抖音运营必用的官方免费数据分析工具推荐,抖音视频,创作者视频,字节跳动/头条系,True,True,7372132002004307252,视频,推荐/对比/清单,数据工具/分析,False,3,3,3,
https://www.douyin.com/video/7516551689034337588,https://www.douyin.com/video/7516551689034337588,douyin.com,抖音数据分析工具对比与优惠购买指南,抖音视频,创作者视频,字节跳动/头条系,True,True,7516551689034337588,视频,教程/操作指南,数据工具/分析,True,3,3,3,
https://www.douyin.com/video/7538752305043721518,https://www.douyin.com/video/7538752305043721518,douyin.com,抖店流量突然下滑 先检查这四步 #新手开网店 #电商运营 #电商 #抖店运营 #抖店,抖音视频,创作者视频,字节跳动/头条系,True,True,7538752305043721518,视频,说明/其他,店铺/商品/商城,False,3,3,3,
https://www.douyin.com/video/7539739662421577018,https://www.douyin.com/video/7539739662421577018,douyin.com,抖音电商投运一体数据升级助力商家精准运营,抖音视频,创作者视频,字节跳动/头条系,True,True,7539739662421577018,视频,说明/其他,数据工具/分析,False,3,3,3,
https://www.douyin.com/video/7546494135064071464,https://www.douyin.com/video/7546494135064071464,douyin.com,推荐三大抖音数据分析平台及会员优惠,抖音视频,创作者视频,字节跳动/头条系,True,True,7546494135064071464,视频,推荐/对比/清单,数据工具/分析,False,3,3,3,
https://www.douyin.com/video/7555706307341405491,https://www.douyin.com/video/7555706307341405491,douyin.com,抖店怎么有效监测同行的店铺数据 #抖店运营 #新手做抖店#抖店干货 #抖店学习 #抖店店铺运营,抖音视频,创作者视频,字节跳动/头条系,True,True,7555706307341405491,视频,教程/操作指南,店铺/商品/商城,True,3,3,3,
https://www.douyin.com/video/7569424367252147483,https://www.douyin.com/video/7569424367252147483,douyin.com,"营销人，数据复盘不要再傻傻手动做表啦！每天加班做数据报表的运营人举个手🙋‍♀️其实你缺的只是一个「自动化数据中枢」，真正高效的数据复盘不是埋头做表，而是把时间花在分析数据和优化策略上。
#知识点总结#",抖音视频,创作者视频,字节跳动/头条系,True,True,7569424367252147483,视频,案例/复盘,数据工具/分析,False,3,3,2,
https://www.douyin.com/video/7583140419580562724,https://www.douyin.com/video/7583140419580562724,douyin.com,抖音创作者中心数据中心功能查看指南,抖音视频,创作者视频,字节跳动/头条系,True,True,7583140419580562724,视频,教程/操作指南,数据工具/分析,True,3,3,3,
https://www.douyin.com/video/7588126106546087653,https://www.douyin.com/video/7588126106546087653,douyin.com,抖音灵机三步解析直播核心数据优化指南,抖音视频,创作者视频,字节跳动/头条系,True,True,7588126106546087653,视频,教程/操作指南,直播运营,True,3,3,3,
https://www.douyin.com/video/7595057376660940901,https://www.douyin.com/video/7595057376660940901,douyin.com,灰豚数据：抖音大数据分析与决策利器,抖音视频,创作者视频,字节跳动/头条系,True,True,7595057376660940901,视频,说明/其他,数据工具/分析,False,3,3,2,
https://www.douyin.com/video/7597365449852030223,https://www.douyin.com/video/7597365449852030223,douyin.com,移动端直播复盘关键数据解析与优化,抖音视频,创作者视频,字节跳动/头条系,True,True,7597365449852030223,视频,案例/复盘,直播运营,False,3,3,1,
https://www.douyin.com/video/7608006197433908840,https://www.douyin.com/video/7608006197433908840,douyin.com,搜索流量分析工具-产品手册。搜索流量分析工具-产品手册#巨量云图 #搜索流量 #抖音电商 #数据分析 #叶同运营,抖音视频,创作者视频,字节跳动/头条系,True,True,7608006197433908840,视频,教程/操作指南,数据工具/分析,True,3,3,3,
https://www.douyin.com/video/7610717821416361222,https://www.douyin.com/video/7610717821416361222,douyin.com,批量管理抖音账号。 #短视频管理 #一键发布 #蚁小二,抖音视频,创作者视频,字节跳动/头条系,True,True,7610717821416361222,视频,行业资讯/报告,短视频内容,False,3,3,1,
https://www.douyin.com/video/7619266807564636131,https://www.douyin.com/video/7619266807564636131,douyin.com,飞书多维表自动同步某音数据，复盘省一半时间✌️#飞书多维表格 #抖音数据同步 #自媒体复盘 #数据自动化 #反卷神器,抖音视频,创作者视频,字节跳动/头条系,True,True,7619266807564636131,视频,案例/复盘,数据工具/分析,False,3,3,3,
https://www.douyin.com/video/7624168962306259173,https://www.douyin.com/video/7624168962306259173,douyin.com,做口播别瞎找爆款！两个实用入口直接用。#口播视频 #低粉爆款 #自媒体干货 #做自媒体创业 #创作灵感,抖音视频,创作者视频,字节跳动/头条系,True,True,7624168962306259173,视频,案例/复盘,短视频内容,False,3,3,1,
https://www.douyin.com/video/7628445284540827753,https://www.douyin.com/video/7628445284540827753,douyin.com,视频号官方的免费数据工具来了！ #视频号 #视频号数据 #视频号数据工具 #视频号运营技巧 #视频号运营,抖音视频,创作者视频,字节跳动/头条系,True,True,7628445284540827753,视频,推荐/对比/清单,短视频内容,False,3,3,2,
https://www.douyin.com/video/7629362106823083877,https://www.douyin.com/video/7629362106823083877,douyin.com,如何查看同行到货数据，手把手教#自媒体 #自媒体干货 #短视频带货 #选品 #青年创作者成长计划,抖音视频,创作者视频,字节跳动/头条系,True,True,7629362106823083877,视频,教程/操作指南,达人/带货,True,3,3,2,
https://www.douyin.com/video/7629568019919899945,https://www.douyin.com/video/7629568019919899945,douyin.com,抖音电商罗盘，免费数据分析工具 #电商运营  #抖音运营  #智麦电商  #抖音代运营,抖音视频,创作者视频,字节跳动/头条系,True,True,7629568019919899945,视频,推荐/对比/清单,数据工具/分析,False,3,3,3,
https://www.douyin.com/video/7633452742136436907,https://www.douyin.com/video/7633452742136436907,douyin.com,抖店流量问题,抖音视频,创作者视频,字节跳动/头条系,True,True,7633452742136436907,视频,说明/其他,店铺/商品/商城,False,3,3,1,
https://www.douyin.com/video/7636291317190578886,https://www.douyin.com/video/7636291317190578886,douyin.com,你是不是播放量也是几十？两步教你激活账号！ #自媒体干货 #经验分享 #大数据推荐给有需要的人 #口播,抖音视频,创作者视频,字节跳动/头条系,True,True,7636291317190578886,视频,推荐/对比/清单,数据工具/分析,False,3,3,2,
https://www.douyin.com/video/7639272008731151650,https://www.douyin.com/video/7639272008731151650,douyin.com,浪费直播回放太可惜了！呆头鹅AI一键梳理直播精彩内容自动规整 浪费直播回放太可惜了！呆头鹅AI一键梳理直播精彩内容自动规整字幕省去手动打字.#呆头鹅 #直播切片 #呆头鹅直播切片剪辑软件 #直播切片干,抖音视频,创作者视频,字节跳动/头条系,True,True,7639272008731151650,视频,说明/其他,直播运营,False,3,3,1,
https://www.douyin.com/video/7640683857032875279,https://www.douyin.com/video/7640683857032875279,douyin.com,承接期·综合复盘篇：不复盘的GMV只是数字 #抖音商城618商家作战大图 #抖音电商学习中心 @抖音电商学习中心,抖音视频,创作者视频,字节跳动/头条系,True,True,7640683857032875279,视频,案例/复盘,店铺/商品/商城,False,3,3,2,
https://www.douyin.com/video/7642666164157517108,https://www.douyin.com/video/7642666164157517108,douyin.com,如何查询同行的数据？ #直播电商运营 #直播带货 #直播电商,抖音视频,创作者视频,字节跳动/头条系,True,True,7642666164157517108,视频,教程/操作指南,直播运营,True,3,3,3,
https://www.douyin.com/video/7644386885472651995,https://www.douyin.com/video/7644386885472651995,douyin.com,如何查询对标账号直播数据？#电商知识#技巧,抖音视频,创作者视频,字节跳动/头条系,True,True,7644386885472651995,视频,教程/操作指南,直播运营,True,3,3,2,
https://www.douyin.com/video/7645327724961724270,https://www.douyin.com/video/7645327724961724270,douyin.com,#抖店   少想没用的，多干有用的，数据会替你说话。,抖音视频,创作者视频,字节跳动/头条系,True,True,7645327724961724270,视频,说明/其他,店铺/商品/商城,False,3,3,3,
https://www.douyin.com/video/7649315011227176207,https://www.douyin.com/video/7649315011227176207,douyin.com,新手商家必看❗️5分钟看懂店铺后台数据 #电商干货 #客服外包 #后台托管 #奇迹电商客服外包,抖音视频,创作者视频,字节跳动/头条系,True,True,7649315011227176207,视频,说明/其他,店铺/商品/商城,False,3,3,3,
